No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,36496.725,63,73119.450,73122.055,73501.125
2,JC+I,35043.767,64,70215.535,70218.223,70603.268
3,JC+G4,34715.057,64,69558.114,69560.802,69945.847
4,JC+I+G4,34676.638,65,69483.276,69486.049,69877.068
5,F81+F,36588.183,66,73308.365,73311.224,73708.215
6,F81+F+I,35156.239,67,70446.477,70449.424,70852.385
7,F81+F+G4,34840.329,67,69814.658,69817.605,70220.566
8,F81+F+I+G4,34800.109,68,69736.217,69739.253,70148.183
9,K2P,35338.868,64,70805.736,70808.424,71193.469
10,K2P+I,33811.643,65,67753.285,67756.058,68147.076
11,K2P+G4,33414.373,65,66958.746,66961.519,67352.537
12,K2P+I+G4,33375.108,66,66882.215,66885.075,67282.065
13,HKY+F,35431.041,67,70996.081,70999.028,71401.989
14,HKY+F+I,33946.909,68,68029.817,68032.853,68441.783
15,HKY+F+G4,33551.455,68,67238.910,67241.945,67650.876
16,HKY+F+I+G4,33511.898,69,67161.796,67164.923,67579.821
17,TNe,35331.630,65,70793.259,70796.033,71187.051
18,TNe+I,33798.562,66,67729.124,67731.983,68128.973
19,TNe+G4,33411.912,66,66955.825,66958.684,67355.674
20,TNe+I+G4,33371.394,67,66876.787,66879.734,67282.695
21,TN+F,35408.016,68,70952.033,70955.069,71363.999
22,TN+F+I,33917.562,69,67973.123,67976.249,68391.148
23,TN+F+G4,33538.722,69,67215.445,67218.571,67633.470
24,TN+F+I+G4,33496.647,70,67133.293,67136.511,67557.376
25,K3P,35338.675,65,70807.350,70810.123,71201.142
26,K3P+I,33811.302,66,67754.603,67757.463,68154.453
27,K3P+G4,33414.347,66,66960.694,66963.553,67360.543
28,K3P+I+G4,33375.092,67,66884.184,66887.131,67290.092
29,K3Pu+F,35430.989,68,70997.979,71001.015,71409.945
30,K3Pu+F+I,33946.352,69,68030.703,68033.829,68448.728
31,K3Pu+F+G4,33551.440,69,67240.880,67244.006,67658.904
32,K3Pu+F+I+G4,33511.884,70,67163.769,67166.987,67587.852
33,TPM2+F,35424.614,68,70985.229,70988.265,71397.195
34,TPM2+F+I,33943.889,69,68025.778,68028.904,68443.803
35,TPM2+F+G4,33548.349,69,67234.698,67237.825,67652.723
36,TPM2+F+I+G4,33508.603,70,67157.206,67160.424,67581.289
37,TPM2u+F,35424.617,68,70985.234,70988.270,71397.200
38,TPM2u+F+I,33943.888,69,68025.777,68028.903,68443.801
39,TPM2u+F+G4,33548.348,69,67234.696,67237.822,67652.721
40,TPM2u+F+I+G4,33508.599,70,67157.198,67160.415,67581.280
41,TPM3+F,35376.995,68,70889.991,70893.027,71301.957
42,TPM3+F+I,33920.798,69,67979.596,67982.723,68397.621
43,TPM3+F+G4,33512.516,69,67163.033,67166.159,67581.057
44,TPM3+F+I+G4,33473.895,70,67087.790,67091.008,67511.873
45,TPM3u+F,35376.995,68,70889.991,70893.027,71301.957
46,TPM3u+F+I,33920.798,69,67979.595,67982.722,68397.620
47,TPM3u+F+G4,33512.516,69,67163.033,67166.159,67581.057
48,TPM3u+F+I+G4,33473.889,70,67087.778,67090.996,67511.861
49,TIMe,35331.436,66,70794.873,70797.732,71194.722
50,TIMe+I,33798.212,67,67730.424,67733.371,68136.331
51,TIMe+G4,33411.908,67,66957.816,66960.763,67363.724
52,TIMe+I+G4,33371.438,68,66878.877,66881.913,67290.843
53,TIM+F,35407.961,69,70953.921,70957.047,71371.946
54,TIM+F+I,33916.964,70,67973.928,67977.146,68398.011
55,TIM+F+G4,33538.719,70,67217.438,67220.656,67641.521
56,TIM+F+I+G4,33496.667,71,67135.334,67138.645,67565.475
57,TIM2e,35331.556,66,70795.111,70797.971,71194.961
58,TIM2e+I,33797.247,67,67728.494,67731.441,68134.402
59,TIM2e+G4,33407.133,67,66948.267,66951.214,67354.175
60,TIM2e+I+G4,33366.993,68,66869.987,66873.023,67281.953
61,TIM2+F,35401.478,69,70940.956,70944.082,71358.980
