No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5910.691,51,11923.382,11938.845,12126.305
2,Dayhoff+I,5796.139,52,11696.277,11712.394,11903.179
3,Dayhoff+G4,5716.622,52,11537.245,11553.362,11744.147
4,Dayhoff+I+G4,5711.869,53,11529.738,11546.524,11740.619
5,Dayhoff+F,5790.845,70,11721.691,11752.370,12000.213
6,Dayhoff+F+I,5678.470,71,11498.940,11530.593,11781.441
7,Dayhoff+F+G4,5603.215,71,11348.430,11380.083,11630.931
8,Dayhoff+F+I+G4,5598.460,72,11340.919,11373.565,11627.399
9,mtMAM,6278.484,51,12658.967,12674.431,12861.890
10,mtMAM+I,6108.924,52,12321.848,12337.965,12528.750
11,mtMAM+G4,5885.599,52,11875.198,11891.315,12082.100
12,mtMAM+I+G4,5886.134,53,11878.267,11895.053,12089.148
13,mtMAM+F,5930.022,70,12000.043,12030.722,12278.565
14,mtMAM+F+I,5775.156,71,11692.311,11723.964,11974.812
15,mtMAM+F+G4,5623.497,71,11388.993,11420.647,11671.494
16,mtMAM+F+I+G4,5622.021,72,11388.042,11420.688,11674.522
17,JTT,5737.463,51,11576.926,11592.389,11779.849
18,JTT+I,5634.606,52,11373.212,11389.329,11580.114
19,JTT+G4,5574.428,52,11252.857,11268.974,11459.759
20,JTT+I+G4,5569.768,53,11245.535,11262.321,11456.416
21,JTT+F,5673.795,70,11487.590,11518.269,11766.112
22,JTT+F+I,5571.609,71,11285.217,11316.870,11567.718
23,JTT+F+G4,5515.408,71,11172.817,11204.470,11455.318
24,JTT+F+I+G4,5510.615,72,11165.230,11197.876,11451.709
25,WAG,5849.801,51,11801.602,11817.066,12004.525
26,WAG+I,5751.822,52,11607.645,11623.762,11814.547
27,WAG+G4,5680.993,52,11465.986,11482.103,11672.888
28,WAG+I+G4,5677.828,53,11461.656,11478.442,11672.537
29,WAG+F,5729.346,70,11598.691,11629.370,11877.213
30,WAG+F+I,5635.365,71,11412.730,11444.383,11695.231
31,WAG+F+G4,5568.736,71,11279.472,11311.125,11561.973
32,WAG+F+I+G4,5565.794,72,11275.589,11308.235,11562.068
33,cpREV,5929.039,51,11960.079,11975.542,12163.002
34,cpREV+I,5812.555,52,11729.110,11745.227,11936.012
35,cpREV+G4,5714.256,52,11532.513,11548.630,11739.415
36,cpREV+I+G4,5711.829,53,11529.658,11546.444,11740.539
37,cpREV+F,5804.847,70,11749.695,11780.374,12028.217
38,cpREV+F+I,5690.496,71,11522.992,11554.645,11805.493
39,cpREV+F+G4,5603.247,71,11348.494,11380.148,11630.995
40,cpREV+F+I+G4,5600.317,72,11344.635,11377.281,11631.114
41,mtREV,6145.059,51,12392.118,12407.582,12595.042
42,mtREV+I,6010.764,52,12125.528,12141.644,12332.430
43,mtREV+G4,5868.574,52,11841.148,11857.265,12048.050
44,mtREV+I+G4,5867.263,53,11840.526,11857.312,12051.407
45,mtREV+F,5814.010,70,11768.021,11798.700,12046.543
46,mtREV+F+I,5692.656,71,11527.312,11558.965,11809.813
47,mtREV+F+G4,5588.913,71,11319.826,11351.479,11602.327
48,mtREV+F+I+G4,5586.485,72,11316.969,11349.615,11603.449
49,rtREV,5988.245,51,12078.491,12093.954,12281.414
50,rtREV+I,5880.261,52,11864.523,11880.640,12071.425
51,rtREV+G4,5793.216,52,11690.433,11706.550,11897.335
52,rtREV+I+G4,5790.077,53,11686.153,11702.939,11897.034
53,rtREV+F,5858.455,70,11856.911,11887.590,12135.433
54,rtREV+F+I,5752.417,71,11646.835,11678.488,11929.336
55,rtREV+F+G4,5671.659,71,11485.318,11516.971,11767.819
56,rtREV+F+I+G4,5668.372,72,11480.743,11513.389,11767.223
57,mtART,6581.619,51,13265.238,13280.702,13468.161
58,mtART+I,6393.066,52,12890.133,12906.250,13097.035
59,mtART+G4,6118.400,52,12340.800,12356.917,12547.702
60,mtART+I+G4,6119.056,53,12344.111,12360.897,12554.992
61,mtART+F,6183.428,70,12506.856,12537.535,12785.378
62,mtART+F+I,6013.383,71,12168.766,12200.419,12451.267
63,mtART+F+G4,5806.364,71,11754.729,11786.382,12037.230
64,mtART+F+I+G4,5806.498,72,11756.997,11789.643,12043.477
65,mtZOA,6265.219,51,12632.438,12647.902,12835.361
66,mtZOA+I,6106.409,52,12316.818,12332.935,12523.720
67,mtZOA+G4,5921.734,52,11947.467,11963.584,12154.369
68,mtZOA+I+G4,5920.550,53,11947.101,11963.887,12157.982
69,mtZOA+F,5962.796,70,12065.593,12096.272,12344.115
70,mtZOA+F+I,5818.763,71,11779.525,11811.179,12062.026
71,mtZOA+F+G4,5680.618,71,11503.237,11534.890,11785.738
72,mtZOA+F+I+G4,5678.579,72,11501.158,11533.804,11787.638
73,VT,5822.288,51,11746.577,11762.040,11949.500
74,VT+I,5727.678,52,11559.355,11575.472,11766.257
75,VT+G4,5667.029,52,11438.058,11454.175,11644.960
76,VT+I+G4,5663.804,53,11433.609,11450.394,11644.489
77,VT+F,5725.571,70,11591.142,11621.821,11869.664
78,VT+F+I,5633.338,71,11408.675,11440.329,11691.176
79,VT+F+G4,5575.346,71,11292.693,11324.346,11575.194
80,VT+F+I+G4,5572.144,72,11288.287,11320.933,11574.767
81,LG,5899.989,51,11901.979,11917.442,12104.902
82,LG+I,5794.009,52,11692.017,11708.134,11898.919
83,LG+G4,5710.784,52,11525.568,11541.685,11732.470
84,LG+I+G4,5707.732,53,11521.465,11538.250,11732.346
85,LG+F,5770.808,70,11681.616,11712.295,11960.138
86,LG+F+I,5667.412,71,11476.824,11508.478,11759.325
87,LG+F+G4,5590.039,71,11322.079,11353.732,11604.580
88,LG+F+I+G4,5586.780,72,11317.561,11350.207,11604.040
89,DCMut,5910.812,51,11923.623,11939.087,12126.546
90,DCMut+I,5796.404,52,11696.807,11712.924,11903.709
91,DCMut+G4,5717.457,52,11538.913,11555.030,11745.815
92,DCMut+I+G4,5712.686,53,11531.372,11548.158,11742.253
93,DCMut+F,5791.034,70,11722.067,11752.746,12000.589
94,DCMut+F+I,5678.806,71,11499.613,11531.266,11782.114
95,DCMut+F+G4,5604.077,71,11350.153,11381.807,11632.654
