No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,12470.269,83,25106.538,25121.293,25516.254
2,JC+I,12197.034,84,24562.068,24577.196,24976.721
3,JC+G4,12029.170,84,24226.340,24241.468,24640.993
4,JC+I+G4,12019.300,85,24208.600,24224.104,24628.189
5,F81+F,12418.658,86,25009.316,25025.201,25433.841
6,F81+F+I,12137.731,87,24449.462,24465.734,24878.924
7,F81+F+G4,11966.622,87,24107.243,24123.515,24536.705
8,F81+F+I+G4,11956.626,88,24089.252,24105.916,24523.651
9,K2P,12075.633,84,24319.266,24334.393,24733.919
10,K2P+I,11792.646,85,23755.291,23770.795,24174.880
11,K2P+G4,11601.666,85,23373.332,23388.836,23792.921
12,K2P+I+G4,11592.705,86,23357.411,23373.296,23781.936
13,HKY+F,12098.141,87,24370.281,24386.553,24799.743
14,HKY+F+I,11808.010,88,23792.020,23808.684,24226.418
15,HKY+F+G4,11609.778,88,23395.556,23412.220,23829.955
16,HKY+F+I+G4,11601.069,89,23380.137,23397.198,23819.472
17,TNe,12075.458,85,24320.916,24336.420,24740.505
18,TNe+I,11792.634,86,23757.267,23773.153,24181.793
19,TNe+G4,11600.856,86,23373.711,23389.597,23798.237
20,TNe+I+G4,11591.976,87,23357.951,23374.223,23787.413
21,TN+F,12066.021,88,24308.042,24324.705,24742.440
22,TN+F+I,11775.171,89,23728.342,23745.402,24167.676
23,TN+F+G4,11578.193,89,23334.387,23351.448,23773.721
24,TN+F+I+G4,11569.393,90,23318.787,23336.250,23763.058
25,K3P,12071.945,85,24313.890,24329.394,24733.479
26,K3P+I,11788.754,86,23749.508,23765.393,24174.033
27,K3P+G4,11596.272,86,23364.544,23380.429,23789.070
28,K3P+I+G4,11587.358,87,23348.716,23364.988,23778.178
29,K3Pu+F,12092.779,88,24361.557,24378.221,24795.955
30,K3Pu+F+I,11802.452,89,23782.905,23799.966,24222.239
31,K3Pu+F+G4,11601.520,89,23381.039,23398.100,23820.374
32,K3Pu+F+I+G4,11592.964,90,23365.927,23383.390,23810.198
33,TPM2+F,12097.743,88,24371.485,24388.149,24805.883
34,TPM2+F+I,11807.837,89,23793.673,23810.734,24233.008
35,TPM2+F+G4,11609.686,89,23397.373,23414.433,23836.707
36,TPM2+F+I+G4,11600.974,90,23381.948,23399.411,23826.219
37,TPM2u+F,12097.743,88,24371.485,24388.149,24805.883
38,TPM2u+F+I,11807.837,89,23793.673,23810.734,24233.008
39,TPM2u+F+G4,11609.686,89,23397.373,23414.433,23836.707
40,TPM2u+F+I+G4,11600.974,90,23381.948,23399.411,23826.219
