No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10810.240,69,21758.480,21787.753,22033.892
2,Dayhoff+I,10746.465,70,21632.929,21663.142,21912.332
3,Dayhoff+G4,10505.966,70,21151.933,21182.146,21431.335
4,Dayhoff+I+G4,10506.025,71,21154.051,21185.221,21437.445
5,Dayhoff+F,10763.647,88,21703.295,21753.661,22054.543
6,Dayhoff+F+I,10694.231,89,21566.462,21618.140,21921.703
7,Dayhoff+F+G4,10464.403,89,21106.806,21158.484,21462.047
8,Dayhoff+F+I+G4,10464.065,90,21108.129,21161.139,21467.361
9,mtMAM,11587.428,69,23312.855,23342.128,23588.266
10,mtMAM+I,11459.723,70,23059.446,23089.659,23338.849
11,mtMAM+G4,10939.387,70,22018.774,22048.987,22298.176
12,mtMAM+I+G4,10939.071,71,22020.142,22051.313,22303.536
13,mtMAM+F,11056.333,88,22288.666,22339.033,22639.915
14,mtMAM+F+I,10930.152,89,22038.305,22089.982,22393.545
15,mtMAM+F+G4,10583.628,89,21345.256,21396.933,21700.496
16,mtMAM+F+I+G4,10581.785,90,21343.570,21396.580,21702.802
17,JTT,10617.767,69,21373.535,21402.808,21648.946
18,JTT+I,10540.440,70,21220.880,21251.093,21500.283
19,JTT+G4,10316.830,70,20773.661,20803.873,21053.063
20,JTT+I+G4,10316.255,71,20774.509,20805.680,21057.903
21,JTT+F,10575.916,88,21327.832,21378.198,21679.081
22,JTT+F+I,10493.841,89,21165.681,21217.359,21520.922
23,JTT+F+G4,10283.815,89,20745.631,20797.308,21100.871
24,JTT+F+I+G4,10282.843,90,20745.685,20798.695,21104.917
25,WAG,10664.662,69,21467.324,21496.597,21742.735
26,WAG+I,10594.194,70,21328.387,21358.600,21607.790
27,WAG+G4,10394.155,70,20928.310,20958.522,21207.712
28,WAG+I+G4,10393.562,71,20929.124,20960.295,21212.518
29,WAG+F,10657.060,88,21490.120,21540.487,21841.369
30,WAG+F+I,10582.983,89,21343.966,21395.643,21699.206
31,WAG+F+G4,10386.268,89,20950.536,21002.213,21305.776
32,WAG+F+I+G4,10385.413,90,20950.826,21003.836,21310.058
33,cpREV,10710.841,69,21559.683,21588.956,21835.094
34,cpREV+I,10622.205,70,21384.410,21414.623,21663.813
35,cpREV+G4,10396.636,70,20933.272,20963.485,21212.675
36,cpREV+I+G4,10395.114,71,20932.229,20963.400,21215.623
37,cpREV+F,10685.565,88,21547.129,21597.496,21898.378
38,cpREV+F+I,10598.076,89,21374.152,21425.830,21729.393
39,cpREV+F+G4,10376.097,89,20930.193,20981.871,21285.434
40,cpREV+F+I+G4,10374.426,90,20928.852,20981.862,21288.084
41,mtREV,11226.153,69,22590.306,22619.579,22865.717
42,mtREV+I,11131.940,70,22403.881,22434.093,22683.283
43,mtREV+G4,10801.592,70,21743.184,21773.397,22022.587
44,mtREV+I+G4,10800.851,71,21743.702,21774.872,22027.096
45,mtREV+F,10767.299,88,21710.598,21760.965,22061.847
46,mtREV+F+I,10680.300,89,21538.599,21590.277,21893.840
47,mtREV+F+G4,10435.875,89,21049.750,21101.428,21404.991
48,mtREV+F+I+G4,10434.742,90,21049.483,21102.493,21408.715
49,rtREV,10878.179,69,21894.358,21923.631,22169.769
50,rtREV+I,10784.878,70,21709.756,21739.968,21989.158
51,rtREV+G4,10567.687,70,21275.374,21305.587,21554.777
52,rtREV+I+G4,10565.938,71,21273.877,21305.047,21557.271
53,rtREV+F,10866.829,88,21909.659,21960.025,22260.908
