No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,10030.262,95,20250.523,20331.952,20608.514
2,Dayhoff+I,9992.555,96,20177.110,20260.626,20538.869
3,Dayhoff+G4,9806.636,96,19805.273,19888.788,20167.032
4,Dayhoff+I+G4,9803.810,97,19801.620,19887.259,20167.147
5,Dayhoff+F,10014.333,114,20256.667,20384.569,20686.255
6,Dayhoff+F+I,9971.844,115,20173.688,20304.472,20607.045
7,Dayhoff+F+G4,9788.737,115,19807.475,19938.259,20240.831
8,Dayhoff+F+I+G4,9784.846,116,19801.692,19935.406,20238.817
9,mtMAM,10935.265,95,22060.530,22141.959,22418.521
10,mtMAM+I,10889.031,96,21970.061,22053.577,22331.820
11,mtMAM+G4,10396.799,96,20985.598,21069.114,21347.357
12,mtMAM+I+G4,10394.768,97,20983.536,21069.176,21349.063
13,mtMAM+F,10286.587,114,20801.174,20929.077,21230.763
14,mtMAM+F+I,10254.287,115,20738.575,20869.359,21171.931
15,mtMAM+F+G4,9909.329,115,20048.657,20179.442,20482.014
16,mtMAM+F+I+G4,9909.073,116,20050.146,20183.860,20487.271
17,JTT,9856.312,95,19902.625,19984.054,20260.615
18,JTT+I,9819.555,96,19831.110,19914.626,20192.869
19,JTT+G4,9653.679,96,19499.357,19582.873,19861.116
20,JTT+I+G4,9651.793,97,19497.586,19583.225,19863.113
21,JTT+F,9826.588,114,19881.177,20009.079,20310.765
22,JTT+F+I,9788.738,115,19807.476,19938.260,20240.833
23,JTT+F+G4,9626.634,115,19483.268,19614.052,19916.625
24,JTT+F+I+G4,9624.419,116,19480.839,19614.553,19917.964
25,WAG,9996.147,95,20182.293,20263.722,20540.284
26,WAG+I,9961.360,96,20114.720,20198.236,20476.479
27,WAG+G4,9804.226,96,19800.452,19883.968,20162.211
28,WAG+I+G4,9802.412,97,19798.825,19884.465,20164.352
29,WAG+F,9977.838,114,20183.676,20311.579,20613.265
30,WAG+F+I,9943.467,115,20116.934,20247.719,20550.291
31,WAG+F+G4,9786.992,115,19803.984,19934.768,20237.341
32,WAG+F+I+G4,9785.214,116,19802.428,19936.143,20239.554
33,cpREV,10095.160,95,20380.320,20461.749,20738.310
34,cpREV+I,10059.931,96,20311.861,20395.377,20673.620
35,cpREV+G4,9893.469,96,19978.937,20062.453,20340.696
36,cpREV+I+G4,9891.272,97,19976.545,20062.184,20342.072
37,cpREV+F,10021.185,114,20270.371,20398.273,20699.959
38,cpREV+F+I,9990.511,115,20211.022,20341.806,20644.379
39,cpREV+F+G4,9826.115,115,19882.231,20013.015,20315.588
40,cpREV+F+I+G4,9824.369,116,19880.737,20014.451,20317.862
41,mtREV,10586.609,95,21363.218,21444.646,21721.208
42,mtREV+I,10554.073,96,21300.147,21383.663,21661.906
43,mtREV+G4,10256.797,96,20705.594,20789.109,21067.352
44,mtREV+I+G4,10256.131,97,20706.263,20791.902,21071.790
45,mtREV+F,10044.264,114,20316.528,20444.431,20746.117
46,mtREV+F+I,10019.582,115,20269.164,20399.948,20702.521
47,mtREV+F+G4,9798.800,115,19827.600,19958.384,20260.956
48,mtREV+F+I+G4,9798.658,116,19829.315,19963.029,20266.440
49,rtREV,10187.337,95,20564.675,20646.103,20922.665
50,rtREV+I,10156.912,96,20505.824,20589.340,20867.583
51,rtREV+G4,9964.008,96,20120.016,20203.531,20481.774
52,rtREV+I+G4,9963.194,97,20120.388,20206.028,20485.915
53,rtREV+F,10091.218,114,20410.437,20538.339,20840.025
54,rtREV+F+I,10064.640,115,20359.281,20490.065,20792.637
55,rtREV+F+G4,9871.688,115,19973.376,20104.161,20406.733
56,rtREV+F+I+G4,9871.369,116,19974.738,20108.453,20411.864
57,mtART,11025.295,95,22240.589,22322.018,22598.580
58,mtART+I,10976.717,96,22145.434,22228.950,22507.193
59,mtART+G4,10498.922,96,21189.844,21273.360,21551.603
60,mtART+I+G4,10497.645,97,21189.290,21274.930,21554.817
61,mtART+F,10462.102,114,21152.205,21280.107,21581.793
62,mtART+F+I,10429.481,115,21088.961,21219.745,21522.318
63,mtART+F+G4,10072.497,115,20374.993,20505.778,20808.350
64,mtART+F+I+G4,10071.859,116,20375.717,20509.432,20812.843
65,mtZOA,10568.775,95,21327.550,21408.979,21685.541
66,mtZOA+I,10530.659,96,21253.317,21336.833,21615.076
67,mtZOA+G4,10153.909,96,20499.817,20583.333,20861.576
68,mtZOA+I+G4,10152.871,97,20499.743,20585.382,20865.270
69,mtZOA+F,10190.517,114,20609.033,20736.936,21038.622
70,mtZOA+F+I,10159.614,115,20549.228,20680.013,20982.585
71,mtZOA+F+G4,9887.363,115,20004.727,20135.511,20438.084
72,mtZOA+F+I+G4,9886.732,116,20005.463,20139.177,20442.588
73,VT,9999.598,95,20189.196,20270.624,20547.186
74,VT+I,9963.320,96,20118.640,20202.155,20480.399
75,VT+G4,9817.136,96,19826.272,19909.787,20188.030
76,VT+I+G4,9815.246,97,19824.493,19910.133,20190.020
77,VT+F,9964.139,114,20156.279,20284.181,20585.867
78,VT+F+I,9929.979,115,20089.959,20220.743,20523.316
79,VT+F+G4,9785.856,115,19801.712,19932.496,20235.069
80,VT+F+I+G4,9784.183,116,19800.367,19934.081,20237.492
81,LG,10024.104,95,20238.209,20319.637,20596.199
82,LG+I,9988.269,96,20168.538,20252.054,20530.297
83,LG+G4,9802.970,96,19797.940,19881.456,20159.699
84,LG+I+G4,9801.749,97,19797.499,19883.138,20163.026
85,LG+F,9977.220,114,20182.439,20310.342,20612.028
