No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,8491.796,69,17121.592,17135.333,17442.461
2,JC+I,7978.226,70,16096.452,16110.611,16421.971
3,JC+G4,7861.324,70,15862.648,15876.807,16188.167
4,JC+I+G4,7834.046,71,15810.092,15824.677,16140.262
5,F81+F,8505.558,72,17155.117,17170.134,17489.937
6,F81+F+I,7978.239,73,16102.477,16117.934,16441.948
7,F81+F+G4,7865.724,73,15877.448,15892.904,16216.918
8,F81+F+I+G4,7837.635,74,15823.271,15839.174,16167.392
9,K2P,8310.895,70,16761.790,16775.950,17087.310
10,K2P+I,7784.019,71,15710.038,15724.623,16040.208
11,K2P+G4,7646.235,71,15434.471,15449.056,15764.641
12,K2P+I+G4,7620.357,72,15384.715,15399.732,15719.535
13,HKY+F,8319.887,73,16785.775,16801.231,17125.245
14,HKY+F+I,7761.494,74,15670.988,15686.891,16015.109
15,HKY+F+G4,7627.810,74,15403.621,15419.523,15747.742
16,HKY+F+I+G4,7599.961,75,15349.922,15366.278,15698.693
17,TNe,8295.140,71,16732.281,16746.866,17062.451
18,TNe+I,7780.287,72,15704.575,15719.592,16039.395
19,TNe+G4,7639.043,72,15422.086,15437.103,15756.906
20,TNe+I+G4,7613.473,73,15372.946,15388.402,15712.416
21,TN+F,8296.778,74,16741.555,16757.458,17085.676
22,TN+F+I,7753.884,75,15657.767,15674.123,16006.538
23,TN+F+G4,7614.079,75,15378.158,15394.513,15726.928
24,TN+F+I+G4,7588.190,76,15328.381,15345.197,15681.802
25,K3P,8309.996,71,16761.992,16776.576,17092.161
26,K3P+I,7782.936,72,15709.872,15724.889,16044.692
27,K3P+G4,7645.468,72,15434.936,15449.953,15769.756
28,K3P+I+G4,7619.487,73,15384.973,15400.430,15724.444
29,K3Pu+F,8319.555,74,16787.110,16803.012,17131.230
30,K3Pu+F+I,7761.494,75,15672.988,15689.344,16021.759
31,K3Pu+F+G4,7627.811,75,15405.622,15421.978,15754.393
32,K3Pu+F+I+G4,7599.961,76,15351.922,15368.738,15705.343
33,TPM2+F,8315.712,74,16779.423,16795.326,17123.544
34,TPM2+F+I,7761.497,75,15672.994,15689.350,16021.765
35,TPM2+F+G4,7627.706,75,15405.413,15421.769,15754.184
36,TPM2+F+I+G4,7599.834,76,15351.668,15368.484,15705.089
37,TPM2u+F,8315.712,74,16779.423,16795.326,17123.544
38,TPM2u+F+I,7761.498,75,15672.995,15689.351,16021.766
39,TPM2u+F+G4,7627.706,75,15405.413,15421.769,15754.184
40,TPM2u+F+I+G4,7599.833,76,15351.665,15368.481,15705.086
41,TPM3+F,8318.109,74,16784.218,16800.121,17128.339
42,TPM3+F+I,7760.064,75,15670.128,15686.484,16018.899
43,TPM3+F+G4,7627.759,75,15405.518,15421.874,15754.289
44,TPM3+F+I+G4,7599.955,76,15351.910,15368.726,15705.331
45,TPM3u+F,8318.109,74,16784.219,16800.121,17128.339
46,TPM3u+F+I,7760.065,75,15670.129,15686.485,16018.900
47,TPM3u+F+G4,7627.759,75,15405.519,15421.874,15754.289
48,TPM3u+F+I+G4,7599.955,76,15351.910,15368.726,15705.331
49,TIMe,8294.237,72,16732.474,16747.491,17067.294
50,TIMe+I,7779.219,73,15704.438,15719.895,16043.909
51,TIMe+G4,7638.249,73,15422.499,15437.955,15761.969
52,TIMe+I+G4,7612.651,74,15373.303,15389.206,15717.424
