No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,8779.838,71,17701.675,17729.686,17991.351
2,Dayhoff+I,8613.198,72,17370.395,17399.274,17664.150
3,Dayhoff+G4,8422.449,72,16988.897,17017.776,17282.652
4,Dayhoff+I+G4,8421.350,73,16988.700,17018.463,17286.535
5,Dayhoff+F,8859.183,90,17898.366,17945.707,18265.560
6,Dayhoff+F+I,8684.054,91,17550.107,17598.641,17921.381
7,Dayhoff+F+G4,8471.957,91,17125.913,17174.447,17497.187
8,Dayhoff+F+I+G4,8470.755,92,17125.510,17175.254,17500.863
9,mtMAM,9125.095,71,18392.189,18420.200,18681.865
10,mtMAM+I,8926.932,72,17997.865,18026.744,18291.620
11,mtMAM+G4,8678.617,72,17501.234,17530.113,17794.989
12,mtMAM+I+G4,8673.953,73,17493.905,17523.668,17791.740
13,mtMAM+F,8839.447,90,17858.894,17906.235,18226.088
14,mtMAM+F+I,8660.561,91,17503.121,17551.655,17874.395
15,mtMAM+F+G4,8441.123,91,17064.245,17112.779,17435.519
16,mtMAM+F+I+G4,8439.538,92,17063.077,17112.821,17438.431
17,JTT,8514.986,71,17171.972,17199.983,17461.647
18,JTT+I,8360.889,72,16865.779,16894.658,17159.534
19,JTT+G4,8214.356,72,16572.712,16601.591,16866.467
20,JTT+I+G4,8212.671,73,16571.342,16601.105,16869.177
21,JTT+F,8573.903,90,17327.807,17375.148,17695.001
22,JTT+F+I,8420.301,91,17022.601,17071.134,17393.875
23,JTT+F+G4,8257.978,91,16697.957,16746.490,17069.230
24,JTT+F+I+G4,8256.599,92,16697.197,16746.941,17072.551
25,WAG,8769.389,71,17680.779,17708.790,17970.454
26,WAG+I,8606.273,72,17356.546,17385.425,17650.301
27,WAG+G4,8429.374,72,17002.748,17031.627,17296.503
28,WAG+I+G4,8428.478,73,17002.955,17032.719,17300.791
29,WAG+F,8857.714,90,17895.427,17942.768,18262.621
30,WAG+F+I,8694.463,91,17570.927,17619.460,17942.201
31,WAG+F+G4,8496.464,91,17174.928,17223.462,17546.202
32,WAG+F+I+G4,8495.846,92,17175.691,17225.435,17551.045
33,cpREV,8799.804,71,17741.608,17769.619,18031.283
34,cpREV+I,8638.249,72,17420.498,17449.377,17714.253
35,cpREV+G4,8412.268,72,16968.537,16997.416,17262.292
36,cpREV+I+G4,8412.599,73,16971.197,17000.960,17269.032
37,cpREV+F,8935.315,90,18050.630,18097.971,18417.824
38,cpREV+F+I,8768.781,91,17719.561,17768.095,18090.835
39,cpREV+F+G4,8500.718,91,17183.436,17231.969,17554.710
40,cpREV+F+I+G4,8501.262,92,17186.524,17236.268,17561.878
41,mtREV,8987.208,71,18116.417,18144.428,18406.092
42,mtREV+I,8814.411,72,17772.822,17801.701,18066.577
43,mtREV+G4,8640.205,72,17424.411,17453.290,17718.166
44,mtREV+I+G4,8637.562,73,17421.125,17450.888,17718.960
45,mtREV+F,8830.803,90,17841.607,17888.948,18208.801
46,mtREV+F+I,8668.338,91,17518.676,17567.210,17889.950
47,mtREV+F+G4,8455.365,91,17092.730,17141.264,17464.004
48,mtREV+F+I+G4,8454.871,92,17093.742,17143.486,17469.096
49,rtREV,8860.616,71,17863.232,17891.243,18152.908
50,rtREV+I,8699.457,72,17542.913,17571.792,17836.669
51,rtREV+G4,8522.272,72,17188.544,17217.423,17482.299
52,rtREV+I+G4,8521.482,73,17188.964,17218.727,17486.799
53,rtREV+F,8870.424,90,17920.847,17968.188,18288.041
54,rtREV+F+I,8711.256,91,17604.511,17653.044,17975.785
55,rtREV+F+G4,8531.053,91,17244.105,17292.638,17615.379
56,rtREV+F+I+G4,8530.263,92,17244.526,17294.270,17619.880
57,mtART,9343.587,71,18829.173,18857.184,19118.849
58,mtART+I,9132.917,72,18409.833,18438.712,18703.588
59,mtART+G4,8858.403,72,17860.805,17889.684,18154.560
60,mtART+I+G4,8855.519,73,17857.039,17886.802,18154.874
61,mtART+F,9057.729,90,18295.458,18342.800,18662.652
62,mtART+F+I,8875.066,91,17932.132,17980.665,18303.405
63,mtART+F+G4,8621.101,91,17424.201,17472.735,17795.475
64,mtART+F+I+G4,8620.000,92,17423.999,17473.744,17799.353
65,mtZOA,9060.753,71,18263.506,18291.517,18553.181
66,mtZOA+I,8878.787,72,17901.574,17930.453,18195.329
67,mtZOA+G4,8657.539,72,17459.077,17487.956,17752.833
68,mtZOA+I+G4,8654.941,73,17455.882,17485.645,17753.717
69,mtZOA+F,8898.499,90,17976.997,18024.338,18344.191
