No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,17461.301,59,35040.602,35052.461,35305.375
2,Dayhoff+I,17235.182,60,34590.364,34602.645,34859.625
3,Dayhoff+G4,16699.138,60,33518.275,33530.557,33787.537
4,Dayhoff+I+G4,16698.151,61,33518.302,33531.015,33792.051
5,Dayhoff+F,17505.656,78,35167.313,35188.634,35517.352
6,Dayhoff+F+I,17268.735,79,34695.470,34717.377,35049.997
7,Dayhoff+F+G4,16712.790,79,33583.580,33605.487,33938.107
8,Dayhoff+F+I+G4,16711.517,80,33583.035,33605.535,33942.049
9,mtMAM,19067.151,59,38252.302,38264.161,38517.075
10,mtMAM+I,18751.392,60,37622.784,37635.066,37892.045
11,mtMAM+G4,17545.184,60,35210.368,35222.649,35479.629
12,mtMAM+I+G4,17543.950,61,35209.901,35222.613,35483.650
13,mtMAM+F,18044.434,78,36244.869,36266.191,36594.908
14,mtMAM+F+I,17727.525,79,35613.050,35634.956,35967.577
15,mtMAM+F+G4,16909.304,79,33976.609,33998.515,34331.136
16,mtMAM+F+I+G4,16908.417,80,33976.834,33999.334,34335.849
17,JTT,17031.727,59,34181.455,34193.314,34446.228
18,JTT+I,16795.727,60,33711.454,33723.736,33980.715
19,JTT+G4,16294.669,60,32709.339,32721.621,32978.600
20,JTT+I+G4,16294.077,61,32710.153,32722.866,32983.902
21,JTT+F,17049.214,78,34254.429,34275.750,34604.468
22,JTT+F+I,16799.894,79,33757.788,33779.695,34112.315
23,JTT+F+G4,16311.774,79,32781.548,32803.454,33136.075
24,JTT+F+I+G4,16310.906,80,32781.813,32804.313,33140.828
25,WAG,17276.739,59,34671.478,34683.337,34936.251
26,WAG+I,17048.346,60,34216.692,34228.974,34485.953
27,WAG+G4,16552.786,60,33225.573,33237.854,33494.834
28,WAG+I+G4,16551.975,61,33225.951,33238.663,33499.700
29,WAG+F,17330.687,78,34817.373,34838.695,35167.413
30,WAG+F+I,17091.342,79,34340.685,34362.591,34695.212
31,WAG+F+G4,16598.001,79,33354.001,33375.907,33708.528
32,WAG+F+I+G4,16596.973,80,33353.945,33376.445,33712.960
33,cpREV,17387.229,59,34892.457,34904.317,35157.231
34,cpREV+I,17160.064,60,34440.128,34452.410,34709.389
35,cpREV+G4,16593.293,60,33306.586,33318.868,33575.847
36,cpREV+I+G4,16592.519,61,33307.038,33319.751,33580.787
37,cpREV+F,17469.404,78,35094.809,35116.131,35444.848
38,cpREV+F+I,17227.750,79,34613.500,34635.406,34968.027
39,cpREV+F+G4,16657.663,79,33473.325,33495.232,33827.852
40,cpREV+F+I+G4,16656.691,80,33473.381,33495.881,33832.396
41,mtREV,18387.832,59,36893.665,36905.524,37158.438
42,mtREV+I,18136.463,60,36392.927,36405.209,36662.188
43,mtREV+G4,17354.766,60,34829.531,34841.813,35098.792
44,mtREV+I+G4,17355.054,61,34832.107,34844.820,35105.856
45,mtREV+F,17594.589,78,35345.178,35366.500,35695.217
46,mtREV+F+I,17338.251,79,34834.502,34856.408,35189.029
47,mtREV+F+G4,16735.710,79,33629.420,33651.326,33983.947
48,mtREV+F+I+G4,16734.312,80,33628.624,33651.124,33987.639
49,rtREV,17635.624,59,35389.247,35401.106,35654.020
50,rtREV+I,17386.771,60,34893.542,34905.824,35162.803
51,rtREV+G4,16835.551,60,33791.102,33803.383,34060.363
52,rtREV+I+G4,16834.592,61,33791.183,33803.896,34064.932
53,rtREV+F,17565.271,78,35286.541,35307.863,35636.581
54,rtREV+F+I,17303.341,79,34764.683,34786.589,35119.210
55,rtREV+F+G4,16778.506,79,33715.013,33736.919,34069.540
56,rtREV+F+I+G4,16777.250,80,33714.499,33736.999,34073.514
57,mtART,19352.443,59,38822.887,38834.746,39087.660
58,mtART+I,19039.397,60,38198.795,38211.077,38468.056
59,mtART+G4,17859.972,60,35839.943,35852.225,36109.204
60,mtART+I+G4,17859.844,61,35841.689,35854.401,36115.437
61,mtART+F,18384.808,78,36925.616,36946.938,37275.656
62,mtART+F+I,18104.789,79,36367.579,36389.485,36722.106
63,mtART+F+G4,17240.342,79,34638.684,34660.591,34993.211
64,mtART+F+I+G4,17240.555,80,34641.110,34663.610,35000.125
65,mtZOA,18610.585,59,37339.169,37351.028,37603.942
66,mtZOA+I,18350.138,60,36820.276,36832.558,37089.537
67,mtZOA+G4,17388.005,60,34896.010,34908.292,35165.271
68,mtZOA+I+G4,17388.380,61,34898.760,34911.473,35172.509
69,mtZOA+F,17881.760,78,35919.520,35940.842,36269.560
70,mtZOA+F+I,17635.337,79,35428.674,35450.580,35783.201
71,mtZOA+F+G4,16935.458,79,34028.915,34050.822,34383.442
72,mtZOA+F+I+G4,16935.296,80,34030.592,34053.092,34389.607
73,VT,17227.462,59,34572.925,34584.784,34837.698
74,VT+I,16996.021,60,34112.042,34124.324,34381.303
75,VT+G4,16533.670,60,33187.340,33199.622,33456.601
76,VT+I+G4,16532.891,61,33187.782,33200.495,33461.531
77,VT+F,17244.173,78,34644.347,34665.669,34994.386
78,VT+F+I,17004.371,79,34166.742,34188.648,34521.269
79,VT+F+G4,16557.144,79,33272.288,33294.195,33626.816
80,VT+F+I+G4,16556.186,80,33272.371,33294.871,33631.386
81,LG,17439.232,59,34996.465,35008.324,35261.238
82,LG+I,17191.183,60,34502.366,34514.648,34771.627
83,LG+G4,16631.521,60,33383.042,33395.324,33652.303
84,LG+I+G4,16630.906,61,33383.812,33396.525,33657.561
85,LG+F,17428.970,78,35013.941,35035.263,35363.980
86,LG+F+I,17170.412,79,34498.824,34520.730,34853.351
87,LG+F+G4,16642.411,79,33442.821,33464.728,33797.349
88,LG+F+I+G4,16641.509,80,33443.019,33465.519,33802.033
89,DCMut,17460.018,59,35038.036,35049.895,35302.809
90,DCMut+I,17233.872,60,34587.745,34600.026,34857.006
91,DCMut+G4,16699.335,60,33518.671,33530.953,33787.932
92,DCMut+I+G4,16698.274,61,33518.549,33531.261,33792.297
93,DCMut+F,17503.945,78,35163.890,35185.212,35513.929
94,DCMut+F+I,17267.072,79,34692.145,34714.051,35046.672
95,DCMut+F+G4,16712.686,79,33583.373,33605.279,33937.900
96,DCMut+F+I+G4,16711.493,80,33582.985,33605.485,33942.000
