No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,15439.573,23,30925.147,30925.576,31059.975
2,JC+I,15397.652,24,30843.304,30843.770,30983.995
3,JC+G4,15380.222,24,30808.445,30808.911,30949.135
4,JC+I+G4,15381.971,25,30813.941,30814.447,30960.494
5,F81+F,15382.912,26,30817.825,30818.371,30970.240
6,F81+F+I,15342.438,27,30738.875,30739.464,30897.152
7,F81+F+G4,15327.416,27,30708.832,30709.421,30867.109
8,F81+F+I+G4,15328.550,28,30713.100,30713.732,30877.239
9,K2P,14912.008,24,29872.016,29872.483,30012.707
10,K2P+I,14861.706,25,29773.411,29773.917,29919.964
11,K2P+G4,14835.892,25,29721.784,29722.289,29868.336
12,K2P+I+G4,14837.946,26,29727.892,29728.438,29880.307
13,HKY+F,14788.946,27,29631.891,29632.480,29790.168
14,HKY+F+I,14738.021,28,29532.043,29532.675,29696.182
15,HKY+F+G4,14713.691,28,29483.382,29484.015,29647.521
16,HKY+F+I+G4,14715.176,29,29488.352,29489.029,29658.353
17,TNe,14909.472,25,29868.944,29869.450,30015.497
18,TNe+I,14860.008,26,29772.017,29772.563,29924.432
19,TNe+G4,14834.304,26,29720.608,29721.154,29873.023
20,TNe+I+G4,14836.172,27,29726.344,29726.933,29884.621
21,TN+F,14787.437,28,29630.873,29631.506,29795.012
22,TN+F+I,14737.334,29,29532.668,29533.346,29702.669
23,TN+F+G4,14712.947,29,29483.893,29484.571,29653.894
24,TN+F+I+G4,14714.317,30,29488.634,29489.359,29664.497
25,K3P,14912.008,25,29874.016,29874.522,30020.569
26,K3P+I,14861.706,26,29775.411,29775.957,29927.826
27,K3P+G4,14835.876,26,29723.751,29724.298,29876.166
28,K3P+I+G4,14837.525,27,29729.050,29729.638,29887.327
29,K3Pu+F,14786.193,28,29628.385,29629.018,29792.524
30,K3Pu+F+I,14735.188,29,29528.376,29529.054,29698.377
31,K3Pu+F+G4,14711.004,29,29480.008,29480.686,29650.009
32,K3Pu+F+I+G4,14712.090,30,29484.179,29484.904,29660.042
33,TPM2+F,14787.134,28,29630.268,29630.900,29794.407
34,TPM2+F+I,14736.485,29,29530.971,29531.649,29700.972
35,TPM2+F+G4,14711.966,29,29481.933,29482.611,29651.934
36,TPM2+F+I+G4,14713.089,30,29486.179,29486.904,29662.042
37,TPM2u+F,14787.135,28,29630.269,29630.902,29794.408
38,TPM2u+F+I,14736.485,29,29530.971,29531.649,29700.972
39,TPM2u+F+G4,14711.966,29,29481.933,29482.611,29651.934
40,TPM2u+F+I+G4,14713.050,30,29486.100,29486.825,29661.964
41,TPM3+F,14788.490,28,29632.981,29633.613,29797.120
42,TPM3+F+I,14737.793,29,29533.586,29534.264,29703.587
43,TPM3+F+G4,14713.345,29,29484.689,29485.367,29654.690
44,TPM3+F+I+G4,14714.419,30,29488.839,29489.564,29664.702
45,TPM3u+F,14788.490,28,29632.981,29633.613,29797.120
46,TPM3u+F+I,14737.793,29,29533.586,29534.264,29703.587
47,TPM3u+F+G4,14713.345,29,29484.689,29485.367,29654.690
48,TPM3u+F+I+G4,14714.384,30,29488.768,29489.493,29664.632
49,TIMe,14909.473,26,29870.947,29871.493,30023.361
50,TIMe+I,14860.009,27,29774.017,29774.606,29932.294
51,TIMe+G4,14834.291,27,29722.583,29723.171,29880.860
52,TIMe+I+G4,14835.702,28,29727.404,29728.037,29891.543
53,TIM+F,14784.689,29,29627.377,29628.055,29797.378
54,TIM+F+I,14734.511,30,29529.021,29529.746,29704.885
55,TIM+F+G4,14710.264,30,29480.527,29481.252,29656.390
56,TIM+F+I+G4,14711.201,31,29484.401,29485.175,29666.127
57,TIM2e,14908.629,26,29869.259,29869.805,30021.674
58,TIM2e+I,14858.506,27,29771.012,29771.600,29929.289
59,TIM2e+G4,14832.378,27,29718.756,29719.345,29877.033
60,TIM2e+I+G4,14833.678,28,29723.356,29723.989,29887.496
61,TIM2+F,14785.643,29,29629.287,29629.965,29799.288
62,TIM2+F+I,14735.814,30,29531.627,29532.352,29707.490
63,TIM2+F+G4,14711.205,30,29482.410,29483.135,29658.274
64,TIM2+F+I+G4,14712.111,31,29486.223,29486.996,29667.948
65,TIM3e,14894.918,26,29841.835,29842.381,29994.250
66,TIM3e+I,14843.658,27,29741.315,29741.904,29899.592
67,TIM3e+G4,14814.511,27,29683.022,29683.611,29841.299
68,TIM3e+I+G4,14815.959,28,29687.919,29688.551,29852.058
69,TIM3+F,14786.989,29,29631.978,29632.656,29801.980
70,TIM3+F+I,14737.102,30,29534.204,29534.929,29710.068
71,TIM3+F+G4,14712.584,30,29485.167,29485.892,29661.031
72,TIM3+F+I+G4,14713.409,31,29488.818,29489.592,29670.544
73,TVMe,14895.749,27,29845.498,29846.087,30003.775
74,TVMe+I,14842.618,28,29741.235,29741.867,29905.374
75,TVMe+G4,14812.686,28,29681.372,29682.005,29845.512
76,TVMe+I+G4,14813.986,29,29685.973,29686.650,29855.974
77,TVM+F,14784.628,30,29629.256,29629.981,29805.119
78,TVM+F+I,14734.135,31,29530.269,29531.043,29711.995
79,TVM+F+G4,14709.634,31,29481.268,29482.041,29662.993
80,TVM+F+I+G4,14710.298,32,29484.597,29485.420,29672.184
81,SYM,14893.126,28,29842.252,29842.885,30006.392
82,SYM+I,14840.988,29,29739.977,29740.654,29909.978
83,SYM+G4,14811.345,29,29680.689,29681.367,29850.690
84,SYM+I+G4,14812.552,30,29685.105,29685.830,29860.968
85,GTR+F,14783.139,31,29628.278,29629.052,29810.004
86,GTR+F+I,14733.465,32,29530.930,29531.754,29718.518
87,GTR+F+G4,14708.850,32,29481.699,29482.523,29669.287
88,GTR+F+I+G4,14709.493,33,29484.986,29485.862,29678.436
