No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,47688.078,33,95442.156,95442.593,95658.353
2,JC+I,47010.576,34,94089.152,94089.615,94311.899
3,JC+G4,46803.595,34,93675.190,93675.653,93897.938
4,JC+I+G4,46782.762,35,93635.524,93636.014,93864.823
5,F81+F,47692.410,36,95456.821,95457.339,95692.671
6,F81+F+I,46969.317,37,94012.634,94013.181,94255.036
7,F81+F+G4,46793.945,37,93661.889,93662.437,93904.291
8,F81+F+I+G4,46763.966,38,93603.931,93604.509,93852.885
9,K2P,46188.434,34,92444.868,92445.331,92667.615
10,K2P+I,45430.523,35,90931.046,90931.536,91160.345
11,K2P+G4,45146.358,35,90362.716,90363.207,90592.015
12,K2P+I+G4,45129.926,36,90331.852,90332.371,90567.702
13,HKY+F,46092.323,37,92258.646,92259.193,92501.048
14,HKY+F+I,45236.348,38,90548.697,90549.274,90797.650
15,HKY+F+G4,44977.553,38,90031.105,90031.682,90280.059
16,HKY+F+I+G4,44948.834,39,89975.668,89976.276,90231.173
17,TNe,46187.679,35,92445.358,92445.849,92674.657
18,TNe+I,45429.770,36,90931.539,90932.058,91167.390
19,TNe+G4,45140.908,36,90353.817,90354.335,90589.667
20,TNe+I+G4,45125.260,37,90324.521,90325.068,90566.923
21,TN+F,46076.092,38,92228.183,92228.761,92477.137
22,TN+F+I,45214.110,39,90506.220,90506.828,90761.725
23,TN+F+G4,44968.675,39,90015.349,90015.957,90270.854
24,TN+F+I+G4,44937.098,40,89954.195,89954.834,90216.252
25,K3P,46188.367,35,92446.735,92447.225,92676.034
26,K3P+I,45430.523,36,90933.046,90933.565,91168.896
27,K3P+G4,45146.340,36,90364.679,90365.198,90600.530
28,K3P+I+G4,45130.016,37,90334.033,90334.580,90576.435
29,K3Pu+F,46087.482,38,92250.964,92251.541,92499.917
30,K3Pu+F+I,45229.193,39,90536.386,90536.994,90791.891
31,K3Pu+F+G4,44969.727,39,90017.454,90018.062,90272.959
32,K3Pu+F+I+G4,44940.757,40,89961.514,89962.153,90223.570
33,TPM2+F,46086.152,38,92248.304,92248.882,92497.258
34,TPM2+F+I,45227.463,39,90532.926,90533.534,90788.431
35,TPM2+F+G4,44967.634,39,90013.268,90013.876,90268.773
36,TPM2+F+I+G4,44938.233,40,89956.467,89957.106,90218.523
37,TPM2u+F,46086.152,38,92248.304,92248.881,92497.257
38,TPM2u+F+I,45227.463,39,90532.926,90533.534,90788.431
39,TPM2u+F+G4,44967.634,39,90013.269,90013.876,90268.773
40,TPM2u+F+I+G4,44938.181,40,89956.361,89957.000,90218.418
41,TPM3+F,46090.949,38,92257.899,92258.476,92506.852
42,TPM3+F+I,45235.653,39,90549.305,90549.913,90804.810
43,TPM3+F+G4,44977.462,39,90032.923,90033.531,90288.428
44,TPM3+F+I+G4,44948.636,40,89977.272,89977.911,90239.328
45,TPM3u+F,46090.949,38,92257.899,92258.476,92506.852
46,TPM3u+F+I,45235.653,39,90549.305,90549.913,90804.810
47,TPM3u+F+G4,44977.462,39,90032.923,90033.531,90288.428
48,TPM3u+F+I+G4,44948.624,40,89977.249,89977.888,90239.305
49,TIMe,46187.618,36,92447.235,92447.754,92683.086
50,TIMe+I,45429.775,37,90933.550,90934.097,91175.952
51,TIMe+G4,45140.900,37,90355.799,90356.347,90598.201
52,TIMe+I+G4,45125.273,38,90326.546,90327.124,90575.500
53,TIM+F,46071.191,39,92220.382,92220.989,92475.886
54,TIM+F+I,45206.821,40,90493.643,90494.282,90755.699
55,TIM+F+G4,44960.720,40,90001.440,90002.079,90263.496
56,TIM+F+I+G4,44928.930,41,89939.860,89940.532,90208.468
57,TIM2e,46187.547,36,92447.094,92447.613,92682.944
58,TIM2e+I,45429.751,37,90933.502,90934.049,91175.904
59,TIM2e+G4,45140.373,37,90354.746,90355.293,90597.148
60,TIM2e+I+G4,45124.856,38,90325.712,90326.289,90574.665
61,TIM2+F,46069.697,39,92217.394,92218.001,92472.898
62,TIM2+F+I,45204.741,40,90489.482,90490.121,90751.538
63,TIM2+F+G4,44958.546,40,89997.093,89997.732,90259.149
64,TIM2+F+I+G4,44926.407,41,89934.813,89935.484,90203.421
65,TIM3e,46124.232,36,92320.464,92320.982,92556.314
66,TIM3e+I,45389.747,37,90853.494,90854.041,91095.896
67,TIM3e+G4,45069.819,37,90213.638,90214.186,90456.040
68,TIM3e+I+G4,45059.105,38,90194.211,90194.788,90443.164
69,TIM3+F,46074.550,39,92227.100,92227.707,92482.604
70,TIM3+F+I,45213.478,40,90506.957,90507.596,90769.013
71,TIM3+F+G4,44968.588,40,90017.177,90017.816,90279.233
72,TIM3+F+I+G4,44937.085,41,89956.171,89956.842,90224.778
73,TVMe,46123.289,37,92320.578,92321.125,92562.980
74,TVMe+I,45390.033,38,90856.067,90856.644,91105.020
