No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,19281.743,49,38661.486,38664.449,38928.082
2,JC+I,18878.522,50,37857.044,37860.129,38129.080
3,JC+G4,18759.341,50,37618.683,37621.768,37890.719
4,JC+I+G4,18743.415,51,37588.830,37592.041,37866.307
5,F81+F,19252.241,52,38608.482,38611.820,38891.400
6,F81+F+I,18838.394,53,37782.787,37786.256,38071.146
7,F81+F+G4,18723.049,53,37552.098,37555.568,37840.457
8,F81+F+I+G4,18705.823,54,37519.646,37523.248,37813.445
9,K2P,18780.412,50,37660.825,37663.910,37932.862
10,K2P+I,18352.445,51,36806.889,36810.100,37084.366
11,K2P+G4,18211.989,51,36525.978,36529.188,36803.455
12,K2P+I+G4,18197.219,52,36498.437,36501.776,36781.355
13,HKY+F,18748.055,53,37602.110,37605.579,37890.469
14,HKY+F+I,18304.114,54,36716.228,36719.830,37010.027
15,HKY+F+G4,18169.990,54,36447.980,36451.582,36741.780
16,HKY+F+I+G4,18153.186,55,36416.371,36420.109,36715.612
17,TNe,18776.760,51,37655.520,37658.730,37932.997
18,TNe+I,18351.976,52,36807.952,36811.291,37090.870
19,TNe+G4,18208.800,52,36521.599,36524.938,36804.517
20,TNe+I+G4,18195.014,53,36496.027,36499.497,36784.386
21,TN+F,18747.217,54,37602.435,37606.037,37896.235
22,TN+F+I,18303.858,55,36717.716,36721.454,37016.956
23,TN+F+G4,18169.621,55,36449.242,36452.980,36748.483
24,TN+F+I+G4,18153.112,56,36418.224,36422.101,36722.906
25,K3P,18779.757,51,37661.513,37664.724,37938.991
26,K3P+I,18351.918,52,36807.837,36811.175,37090.755
27,K3P+G4,18211.769,52,36527.538,36530.876,36810.456
28,K3P+I+G4,18196.970,53,36499.939,36503.409,36788.298
29,K3Pu+F,18747.576,54,37603.153,37606.755,37896.952
30,K3Pu+F+I,18303.923,55,36717.846,36721.584,37017.086
31,K3Pu+F+G4,18169.912,55,36449.823,36453.561,36749.064
32,K3Pu+F+I+G4,18153.095,56,36418.190,36422.066,36722.871
33,TPM2+F,18742.459,54,37592.919,37596.521,37886.719
34,TPM2+F+I,18301.501,55,36713.001,36716.739,37012.242
35,TPM2+F+G4,18165.457,55,36440.914,36444.652,36740.155
36,TPM2+F+I+G4,18149.304,56,36410.608,36414.484,36715.289
