No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,21334.014,67,42802.028,42808.607,43155.881
2,JC+I,20659.736,68,41455.472,41462.252,41814.606
3,JC+G4,20277.589,68,40691.178,40697.959,41050.313
4,JC+I+G4,20258.903,69,40655.806,40662.791,41020.222
5,F81+F,21337.210,70,42814.421,42821.613,43184.118
6,F81+F+I,20661.854,71,41465.708,41473.111,41840.686
7,F81+F+G4,20289.572,71,40721.143,40728.547,41096.122
8,F81+F+I+G4,20269.839,72,40683.677,40691.294,41063.937
9,K2P,20717.683,68,41571.366,41578.146,41930.500
10,K2P+I,20015.561,69,40169.122,40176.107,40533.537
11,K2P+G4,19584.430,69,39306.860,39313.845,39671.276
12,K2P+I+G4,19566.228,70,39272.455,39279.648,39642.152
13,HKY+F,20732.976,71,41607.951,41615.355,41982.930
14,HKY+F+I,20035.774,72,40215.548,40223.165,40595.808
15,HKY+F+G4,19602.234,72,39348.468,39356.085,39728.727
16,HKY+F+I+G4,19584.537,73,39315.074,39322.909,39700.616
17,TNe,20710.563,69,41559.125,41566.110,41923.541
18,TNe+I,20000.095,70,40140.190,40147.383,40509.887
19,TNe+G4,19582.391,70,39304.782,39311.974,39674.479
20,TNe+I+G4,19562.932,71,39267.864,39275.267,39642.842
21,TN+F,20706.423,72,41556.846,41564.464,41937.106
22,TN+F+I,19995.787,73,40137.574,40145.409,40523.115
23,TN+F+G4,19585.632,73,39317.263,39325.098,39702.804
24,TN+F+I+G4,19564.711,74,39277.422,39285.477,39668.245
25,K3P,20715.151,69,41568.303,41575.288,41932.718
26,K3P+I,20013.174,70,40166.348,40173.541,40536.045
27,K3P+G4,19583.307,70,39306.614,39313.807,39676.311
28,K3P+I+G4,19565.001,71,39272.002,39279.405,39646.980
29,K3Pu+F,20730.277,72,41604.553,41612.171,41984.813
30,K3Pu+F+I,20033.770,73,40213.539,40221.374,40599.080
31,K3Pu+F+G4,19601.279,73,39348.558,39356.393,39734.100
32,K3Pu+F+I+G4,19583.523,74,39315.045,39323.100,39705.868
33,TPM2+F,20732.589,72,41609.177,41616.795,41989.437
34,TPM2+F+I,20035.774,73,40217.548,40225.382,40603.089
35,TPM2+F+G4,19602.227,73,39350.453,39358.288,39735.995
36,TPM2+F+I+G4,19584.530,74,39317.059,39325.114,39707.882
37,TPM2u+F,20732.589,72,41609.177,41616.795,41989.437
38,TPM2u+F+I,20035.774,73,40217.548,40225.382,40603.089
39,TPM2u+F+G4,19602.227,73,39350.453,39358.288,39735.995
40,TPM2u+F+I+G4,19584.530,74,39317.059,39325.114,39707.882
41,TPM3+F,20714.093,72,41572.186,41579.804,41952.446
42,TPM3+F+I,20033.868,73,40213.737,40221.571,40599.278
43,TPM3+F+G4,19594.758,73,39335.517,39343.351,39721.058
44,TPM3+F+I+G4,19578.722,74,39305.444,39313.499,39696.266
45,TPM3u+F,20714.093,72,41572.186,41579.804,41952.446
46,TPM3u+F+I,20033.868,73,40213.737,40221.571,40599.278
47,TPM3u+F+G4,19594.758,73,39335.517,39343.351,39721.058
48,TPM3u+F+I+G4,19578.714,74,39305.429,39313.484,39696.251
49,TIMe,20708.035,70,41556.070,41563.263,41925.767
50,TIMe+I,19997.741,71,40137.482,40144.885,40512.461
51,TIMe+G4,19581.250,71,39304.499,39311.903,39679.478
52,TIMe+I+G4,19561.723,72,39267.445,39275.062,39647.705
53,TIM+F,20703.736,73,41553.472,41561.307,41939.013
54,TIM+F+I,19993.835,74,40135.670,40143.725,40526.492
55,TIM+F+G4,19584.628,74,39317.255,39325.311,39708.078
56,TIM+F+I+G4,19563.670,75,39277.339,39285.618,39673.443
57,TIM2e,20710.550,70,41561.100,41568.293,41930.797
58,TIM2e+I,19999.671,71,40141.343,40148.746,40516.321
59,TIM2e+G4,19581.027,71,39304.055,39311.458,39679.033
60,TIM2e+I+G4,19561.650,72,39267.300,39274.917,39647.560
61,TIM2+F,20706.017,73,41558.034,41565.869,41943.575
62,TIM2+F+I,19995.782,74,40139.565,40147.620,40530.387
63,TIM2+F+G4,19585.621,74,39319.242,39327.297,39710.064
64,TIM2+F+I+G4,19564.699,75,39279.399,39287.678,39675.503
65,TIM3e,20692.330,70,41524.661,41531.853,41894.358
66,TIM3e+I,19997.943,71,40137.887,40145.290,40512.865
67,TIM3e+G4,19574.417,71,39290.835,39298.238,39665.813
68,TIM3e+I+G4,19556.639,72,39257.278,39264.895,39637.538
69,TIM3+F,20687.052,73,41520.105,41527.939,41905.646
70,TIM3+F+I,19993.991,74,40135.981,40144.036,40526.804
71,TIM3+F+G4,19577.103,74,39302.207,39310.262,39693.029
72,TIM3+F+I+G4,19558.213,75,39266.425,39274.704,39662.529
73,TVMe,20697.895,71,41537.790,41545.193,41912.768
74,TVMe+I,20010.952,72,40165.904,40173.522,40546.164
75,TVMe+G4,19574.926,72,39293.852,39301.470,39674.112
76,TVMe+I+G4,19558.263,73,39262.525,39270.360,39648.067
77,TVM+F,20711.789,74,41571.578,41579.634,41962.401
78,TVM+F+I,20032.090,75,40214.179,40222.458,40610.283
79,TVM+F+G4,19594.215,75,39338.430,39346.709,39734.534
80,TVM+F+I+G4,19578.069,76,39308.139,39316.645,39709.524
81,SYM,20690.542,72,41525.085,41532.702,41905.345
82,SYM+I,19995.592,73,40137.185,40145.019,40522.726
83,SYM+G4,19572.557,73,39291.113,39298.948,39676.654
84,SYM+I+G4,19554.763,74,39257.525,39265.580,39648.348
85,GTR+F,20684.755,75,41519.510,41527.788,41915.613
86,GTR+F+I,19992.226,76,40136.452,40144.958,40537.837
87,GTR+F+G4,19576.541,76,39305.081,39313.587,39706.467
88,GTR+F+I+G4,19557.559,77,39269.118,39277.854,39675.785
