No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,10086.022,65,20302.045,20313.928,20605.562
2,JC+I,9786.097,66,19704.194,19716.460,20012.381
3,JC+G4,9714.368,66,19560.737,19573.003,19868.924
4,JC+I+G4,9694.695,67,19523.390,19536.046,19836.247
5,F81+F,10078.061,68,20292.121,20305.173,20609.647
6,F81+F+I,9778.875,69,19695.751,19709.205,20017.946
7,F81+F+G4,9705.683,69,19549.366,19562.820,19871.561
8,F81+F+I+G4,9686.333,70,19512.666,19526.529,19839.531
9,K2P,9867.174,66,19866.347,19878.614,20174.534
10,K2P+I,9557.676,67,19249.352,19262.007,19562.208
11,K2P+G4,9472.649,67,19079.298,19091.953,19392.154
12,K2P+I+G4,9454.261,68,19044.522,19057.574,19362.048
13,HKY+F,9863.892,69,19865.785,19879.239,20187.980
14,HKY+F+I,9550.993,70,19241.987,19255.850,19568.852
15,HKY+F+G4,9464.389,70,19068.778,19082.641,19395.643
16,HKY+F+I+G4,9445.799,71,19033.599,19047.878,19365.133
17,TNe,9864.976,67,19863.953,19876.608,20176.809
18,TNe+I,9557.184,68,19250.367,19263.419,19567.893
19,TNe+G4,9471.495,68,19078.989,19092.041,19396.515
20,TNe+I+G4,9453.512,69,19045.024,19058.478,19367.219
21,TN+F,9851.363,70,19842.725,19856.589,20169.590
22,TN+F+I,9542.655,71,19227.309,19241.589,19558.844
23,TN+F+G4,9452.403,71,19046.806,19061.085,19378.340
24,TN+F+I+G4,9435.254,72,19014.509,19029.211,19350.713
25,K3P,9866.991,67,19867.983,19880.638,20180.839
26,K3P+I,9557.469,68,19250.939,19263.990,19568.465
27,K3P+G4,9472.493,68,19080.986,19094.037,19398.512
28,K3P+I+G4,9454.118,69,19046.237,19059.691,19368.432
29,K3Pu+F,9863.782,70,19867.564,19881.427,20194.429
30,K3Pu+F+I,9550.809,71,19243.619,19257.898,19575.153
31,K3Pu+F+G4,9464.313,71,19070.626,19084.905,19402.161
32,K3Pu+F+I+G4,9445.718,72,19035.436,19050.138,19371.640
33,TPM2+F,9861.841,70,19863.681,19877.545,20190.546
34,TPM2+F+I,9544.644,71,19231.289,19245.568,19562.823
35,TPM2+F+G4,9461.984,71,19065.967,19080.247,19397.502
36,TPM2+F+I+G4,9442.516,72,19029.033,19043.735,19365.237
37,TPM2u+F,9861.841,70,19863.681,19877.545,20190.546
38,TPM2u+F+I,9544.644,71,19231.289,19245.568,19562.823
39,TPM2u+F+G4,9461.982,71,19065.965,19080.244,19397.499
40,TPM2u+F+I+G4,9442.516,72,19029.031,19043.733,19365.235
41,TPM3+F,9847.185,70,19834.371,19848.234,20161.235
42,TPM3+F+I,9541.879,71,19225.758,19240.038,19557.293
43,TPM3+F+G4,9453.079,71,19048.159,19062.438,19379.693
44,TPM3+F+I+G4,9435.368,72,19014.737,19029.439,19350.941
45,TPM3u+F,9847.186,70,19834.371,19848.234,20161.236
46,TPM3u+F+I,9541.879,71,19225.758,19240.038,19557.293
47,TPM3u+F+G4,9453.080,71,19048.159,19062.439,19379.694
48,TPM3u+F+I+G4,9435.367,72,19014.733,19029.436,19350.937
49,TIMe,9864.794,68,19865.589,19878.640,20183.114
50,TIMe+I,9556.976,69,19251.952,19265.406,19574.147
51,TIMe+G4,9471.341,69,19080.682,19094.136,19402.877
52,TIMe+I+G4,9453.369,70,19046.739,19060.602,19373.604
53,TIM+F,9851.251,71,19844.503,19858.782,20176.037
54,TIM+F+I,9542.467,72,19228.934,19243.636,19565.138
55,TIM+F+G4,9452.325,72,19048.650,19063.352,19384.854
56,TIM+F+I+G4,9435.175,73,19016.350,19031.481,19357.223
57,TIM2e,9861.601,68,19859.202,19872.253,20176.728
58,TIM2e+I,9548.192,69,19234.385,19247.839,19556.580
59,TIM2e+G4,9466.570,69,19071.139,19084.593,19393.335
60,TIM2e+I+G4,9447.451,70,19034.901,19048.764,19361.766
61,TIM2+F,9849.353,71,19840.707,19854.986,20172.241
62,TIM2+F+I,9536.497,72,19216.994,19231.696,19553.198
63,TIM2+F+G4,9449.628,72,19043.255,19057.957,19379.459
64,TIM2+F+I+G4,9431.753,73,19009.505,19024.637,19350.379
65,TIM3e,9838.153,68,19812.306,19825.357,20129.832
66,TIM3e+I,9540.402,69,19218.803,19232.257,19540.999
67,TIM3e+G4,9449.594,69,19037.188,19050.642,19359.383
68,TIM3e+I+G4,9433.039,70,19006.077,19019.940,19332.942
69,TIM3+F,9834.220,71,19810.440,19824.719,20141.974
70,TIM3+F+I,9533.436,72,19210.872,19225.574,19547.076
71,TIM3+F+G4,9441.409,72,19026.818,19041.520,19363.022
72,TIM3+F+I+G4,9425.039,73,18996.078,19011.209,19336.951
73,TVMe,9836.974,69,19811.947,19825.401,20134.143
74,TVMe+I,9531.833,70,19203.665,19217.529,19530.530
75,TVMe+G4,9445.961,70,19031.922,19045.785,19358.787
76,TVMe+I+G4,9427.900,71,18997.800,19012.080,19329.335
77,TVM+F,9845.003,72,19834.006,19848.708,20170.210
78,TVM+F+I,9535.469,73,19216.937,19232.069,19557.811
79,TVM+F+G4,9450.619,73,19047.238,19062.370,19388.112
80,TVM+F+I+G4,9432.082,74,19012.163,19027.731,19357.706
81,SYM,9834.637,70,19809.274,19823.137,20136.139
82,SYM+I,9531.393,71,19204.786,19219.065,19536.320
83,SYM+G4,9444.592,71,19031.184,19045.464,19362.719
84,SYM+I+G4,9427.022,72,18998.045,19012.747,19334.249
85,GTR+F,9832.081,73,19810.162,19825.294,20151.036
86,GTR+F+I,9527.229,74,19202.457,19218.025,19548.000
87,GTR+F+G4,9438.572,74,19025.145,19040.713,19370.688
88,GTR+F+I+G4,9421.517,75,18993.034,19009.045,19343.246
