No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,19421.802,71,38985.604,38996.669,39333.770
2,Dayhoff+I,19032.441,72,38208.883,38220.272,38561.953
3,Dayhoff+G4,18585.839,72,37315.678,37327.067,37668.748
4,Dayhoff+I+G4,18579.655,73,37305.310,37317.028,37663.283
5,Dayhoff+F,19384.557,90,38949.114,38967.214,39390.452
6,Dayhoff+F+I,18967.544,91,38117.088,38135.610,38563.329
7,Dayhoff+F+G4,18487.055,91,37156.111,37174.633,37602.352
8,Dayhoff+F+I+G4,18481.595,92,37147.191,37166.141,37598.335
9,mtMAM,21058.840,71,42259.680,42270.745,42607.846
10,mtMAM+I,20484.164,72,41112.327,41123.716,41465.397
11,mtMAM+G4,19401.721,72,38947.442,38958.831,39300.512
12,mtMAM+I+G4,19399.990,73,38945.981,38957.699,39303.954
13,mtMAM+F,20418.567,90,41017.134,41035.234,41458.472
14,mtMAM+F+I,19870.176,91,39922.352,39940.874,40368.593
15,mtMAM+F+G4,18937.138,91,38056.275,38074.797,38502.516
16,mtMAM+F+I+G4,18934.941,92,38053.882,38072.832,38505.027
17,JTT,19120.923,71,38383.846,38394.911,38732.012
18,JTT+I,18717.327,72,37578.653,37590.042,37931.723
19,JTT+G4,18285.672,72,36715.344,36726.733,37068.414
20,JTT+I+G4,18280.822,73,36707.644,36719.362,37065.617
21,JTT+F,19165.119,90,38510.238,38528.337,38951.575
22,JTT+F+I,18742.576,91,37667.153,37685.675,38113.394
23,JTT+F+G4,18264.990,91,36711.980,36730.502,37158.221
24,JTT+F+I+G4,18261.018,92,36706.036,36724.986,37157.181
25,WAG,19314.089,71,38770.178,38781.242,39118.344
26,WAG+I,18928.630,72,38001.260,38012.649,38354.329
27,WAG+G4,18506.326,72,37156.652,37168.041,37509.722
28,WAG+I+G4,18502.264,73,37150.528,37162.246,37508.502
29,WAG+F,19339.261,90,38858.522,38876.621,39299.859
30,WAG+F+I,18930.234,91,38042.468,38060.991,38488.709
31,WAG+F+G4,18459.634,91,37101.268,37119.790,37547.509
32,WAG+F+I+G4,18456.322,92,37096.645,37115.595,37547.790
33,cpREV,19387.089,71,38916.178,38927.243,39264.344
34,cpREV+I,18993.637,72,38131.273,38142.662,38484.343
35,cpREV+G4,18534.156,72,37212.313,37223.702,37565.382
36,cpREV+I+G4,18531.393,73,37208.786,37220.504,37566.760
37,cpREV+F,19410.417,90,39000.835,39018.934,39442.172
38,cpREV+F+I,19006.091,91,38194.183,38212.705,38640.424
39,cpREV+F+G4,18533.282,91,37248.565,37267.087,37694.806
40,cpREV+F+I+G4,18530.495,92,37244.990,37263.940,37696.135
41,mtREV,20304.288,71,40750.577,40761.642,41098.743
42,mtREV+I,19855.670,72,39855.340,39866.729,40208.410
43,mtREV+G4,19127.305,72,38398.610,38409.999,38751.680
44,mtREV+I+G4,19125.855,73,38397.711,38409.429,38755.684
45,mtREV+F,19762.283,90,39704.567,39722.666,40145.904
46,mtREV+F+I,19338.233,91,38858.466,38876.988,39304.707
47,mtREV+F+G4,18684.552,91,37551.104,37569.626,37997.345
48,mtREV+F+I+G4,18681.706,92,37547.412,37566.362,37998.556
49,rtREV,19726.120,71,39594.240,39605.305,39942.406
50,rtREV+I,19313.840,72,38771.681,38783.070,39124.750
51,rtREV+G4,18815.901,72,37775.802,37787.191,38128.872
52,rtREV+I+G4,18812.682,73,37771.363,37783.082,38129.337
53,rtREV+F,19712.442,90,39604.883,39622.982,40046.220
54,rtREV+F+I,19269.107,91,38720.213,38738.736,39166.454
55,rtREV+F+G4,18701.426,91,37584.851,37603.373,38031.092
56,rtREV+F+I+G4,18698.448,92,37580.896,37599.846,38032.041
57,mtART,21227.901,71,42597.802,42608.867,42945.968
58,mtART+I,20655.463,72,41454.927,41466.316,41807.997
59,mtART+G4,19569.199,72,39282.397,39293.786,39635.467
60,mtART+I+G4,19569.527,73,39285.054,39296.772,39643.028
61,mtART+F,20683.020,90,41546.040,41564.140,41987.378
62,mtART+F+I,20167.448,91,40516.896,40535.418,40963.137
63,mtART+F+G4,19203.742,91,38589.483,38608.006,39035.724
64,mtART+F+I+G4,19204.142,92,38592.284,38611.234,39043.429
65,mtZOA,20433.005,71,41008.010,41019.075,41356.176
66,mtZOA+I,19936.692,72,40017.385,40028.774,40370.455
67,mtZOA+G4,19052.550,72,38249.099,38260.488,38602.169
68,mtZOA+I+G4,19051.856,73,38249.712,38261.430,38607.686
69,mtZOA+F,20065.787,90,40311.575,40329.674,40752.912
70,mtZOA+F+I,19601.058,91,39384.116,39402.639,39830.357
71,mtZOA+F+G4,18834.573,91,37851.146,37869.668,38297.387
72,mtZOA+F+I+G4,18833.081,92,37850.162,37869.112,38301.307
73,VT,19292.799,71,38727.599,38738.664,39075.765
74,VT+I,18897.649,72,37939.297,37950.686,38292.367
75,VT+G4,18499.613,72,37143.227,37154.616,37496.296
76,VT+I+G4,18495.886,73,37137.772,37149.490,37495.746
77,VT+F,19328.236,90,38836.472,38854.571,39277.809
78,VT+F+I,18916.790,91,38015.580,38034.102,38461.821
79,VT+F+G4,18480.376,91,37142.751,37161.273,37588.992
80,VT+F+I+G4,18476.901,92,37137.802,37156.752,37588.946
81,LG,19490.043,71,39122.087,39133.152,39470.253
82,LG+I,19070.738,72,38285.475,38296.864,38638.545
83,LG+G4,18565.077,72,37274.153,37285.542,37627.223
84,LG+I+G4,18562.002,73,37270.004,37281.722,37627.978
85,LG+F,19539.290,90,39258.581,39276.680,39699.918
86,LG+F+I,19096.588,91,38375.177,38393.699,38821.418
87,LG+F+G4,18526.245,91,37234.491,37253.013,37680.732
88,LG+F+I+G4,18523.484,92,37230.967,37249.917,37682.112
89,DCMut,19421.877,71,38985.754,38996.819,39333.920
90,DCMut+I,19032.508,72,38209.015,38220.404,38562.085
91,DCMut+G4,18587.185,72,37318.369,37329.758,37671.439
92,DCMut+I+G4,18581.234,73,37308.467,37320.185,37666.441
93,DCMut+F,19384.987,90,38949.974,38968.074,39391.312
94,DCMut+F+I,18967.970,91,38117.939,38136.461,38564.180
95,DCMut+F+G4,18488.511,91,37159.022,37177.544,37605.263
96,DCMut+F+I+G4,18483.174,92,37150.348,37169.298,37601.492
97,PMB,19545.655,71,39233.309,39244.374,39581.475
98,PMB+I,19140.631,72,38425.262,38436.651,38778.332
99,PMB+G4,18709.971,72,37563.942,37575.331,37917.012
100,PMB+I+G4,18706.191,73,37558.383,37570.101,37916.356
101,PMB+F,19627.247,90,39434.495,39452.594,39875.832
102,PMB+F+I,19209.807,91,38601.614,38620.136,39047.855
103,PMB+F+G4,18737.522,91,37657.044,37675.566,38103.285
104,PMB+F+I+G4,18734.244,92,37652.488,37671.438,38103.632
105,HIVb,19613.167,71,39368.335,39379.400,39716.501
106,HIVb+I,19139.719,72,38423.438,38434.827,38776.508
107,HIVb+G4,18556.914,72,37257.828,37269.217,37610.898
108,HIVb+I+G4,18551.648,73,37249.297,37261.015,37607.270
109,HIVb+F,19616.757,90,39413.513,39431.613,39854.850
110,HIVb+F+I,19115.001,91,38412.001,38430.523,38858.242
111,HIVb+F+G4,18467.619,91,37117.238,37135.760,37563.479
112,HIVb+F+I+G4,18463.165,92,37110.330,37129.280,37561.474
113,HIVw,20097.447,71,40336.895,40347.960,40685.061
114,HIVw+I,19607.691,72,39359.383,39370.772,39712.452
115,HIVw+G4,19029.108,72,38202.216,38213.605,38555.286
116,HIVw+I+G4,19023.360,73,38192.720,38204.438,38550.694
117,HIVw+F,19824.072,90,39828.144,39846.243,40269.481
118,HIVw+F+I,19312.618,91,38807.236,38825.758,39253.477
119,HIVw+F+G4,18713.090,91,37608.181,37626.703,38054.422
120,HIVw+F+I+G4,18706.936,92,37597.872,37616.822,38049.017
121,JTTDCMut,19126.684,71,38395.367,38406.432,38743.533
122,JTTDCMut+I,18724.465,72,37592.931,37604.320,37946.001
123,JTTDCMut+G4,18293.198,72,36730.396,36741.785,37083.466
124,JTTDCMut+I+G4,18288.390,73,36722.780,36734.498,37080.753
125,JTTDCMut+F,19169.445,90,38518.889,38536.989,38960.227
126,JTTDCMut+F+I,18747.427,91,37676.854,37695.376,38123.095
127,JTTDCMut+F+G4,18270.225,91,36722.450,36740.972,37168.691
128,JTTDCMut+F+I+G4,18266.254,92,36716.507,36735.457,37167.652
129,FLU,19656.068,71,39454.136,39465.201,39802.302
130,FLU+I,19214.132,72,38572.264,38583.653,38925.334
131,FLU+G4,18572.444,72,37288.889,37300.278,37641.959
132,FLU+I+G4,18570.877,73,37287.755,37299.473,37645.728
133,FLU+F,19676.413,90,39532.826,39550.925,39974.163
134,FLU+F+I,19213.334,91,38608.667,38627.190,39054.908
135,FLU+F+G4,18472.539,91,37127.078,37145.600,37573.319
136,FLU+F+I+G4,18471.669,92,37127.337,37146.287,37578.482
137,Blosum62,19613.521,71,39369.041,39380.106,39717.207
138,Blosum62+I,19210.896,72,38565.791,38577.180,38918.861
139,Blosum62+G4,18774.612,72,37693.225,37704.614,38046.295
140,Blosum62+I+G4,18771.310,73,37688.620,37700.338,38046.593
141,Blosum62+F,19635.635,90,39451.269,39469.369,39892.606
142,Blosum62+F+I,19222.837,91,38627.673,38646.196,39073.914
143,Blosum62+F+G4,18753.114,91,37688.229,37706.751,38134.470
144,Blosum62+F+I+G4,18750.099,92,37684.198,37703.148,38135.343
145,mtMet,20200.856,71,40543.712,40554.777,40891.879
146,mtMet+I,19720.884,72,39585.769,39597.157,39938.838
147,mtMet+G4,18973.014,72,38090.028,38101.417,38443.098
148,mtMet+I+G4,18970.791,73,38087.581,38099.299,38445.555
149,mtMet+F,19616.315,90,39412.630,39430.729,39853.967
150,mtMet+F+I,19166.680,91,38515.359,38533.881,38961.600
151,mtMet+F+G4,18504.991,91,37191.983,37210.505,37638.224
152,mtMet+F+I+G4,18501.918,92,37187.837,37206.787,37638.981
153,mtVer,20314.515,71,40771.030,40782.095,41119.196
154,mtVer+I,19817.252,72,39778.503,39789.892,40131.573
155,mtVer+G4,18988.701,72,38121.402,38132.791,38474.472
156,mtVer+I+G4,18987.099,73,38120.198,38131.916,38478.171
157,mtVer+F,19762.557,90,39705.114,39723.213,40146.451
158,mtVer+F+I,19274.709,91,38731.418,38749.940,39177.659
159,mtVer+F+G4,18568.764,91,37319.528,37338.050,37765.769
160,mtVer+F+I+G4,18565.471,92,37314.941,37333.891,37766.086
161,mtInv,20356.313,71,40854.626,40865.691,41202.792
162,mtInv+I,19883.273,72,39910.545,39921.934,40263.615
163,mtInv+G4,19207.435,72,38558.870,38570.258,38911.939
164,mtInv+I+G4,19204.686,73,38555.373,38567.091,38913.346
165,mtInv+F,19564.047,90,39308.094,39326.193,39749.431
166,mtInv+F+I,19130.421,91,38442.842,38461.364,38889.083
167,mtInv+F+G4,18541.519,91,37265.038,37283.560,37711.279
168,mtInv+F+I+G4,18538.267,92,37260.535,37279.485,37711.680
