No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,3315.719,17,6665.439,6666.291,6743.659
2,JC+I,3306.816,18,6649.632,6650.586,6732.454
3,JC+G4,3304.428,18,6644.856,6645.810,6727.678
4,JC+I+G4,3306.049,19,6650.099,6651.160,6737.522
5,F81+F,3298.129,20,6636.258,6637.433,6728.282
6,F81+F+I,3288.766,21,6619.532,6620.827,6716.158
7,F81+F+G4,3286.632,21,6615.264,6616.558,6711.890
8,F81+F+I+G4,3287.923,22,6619.846,6621.265,6721.073
9,K2P,3260.088,18,6556.177,6557.131,6638.999
10,K2P+I,3248.540,19,6535.079,6536.141,6622.503
11,K2P+G4,3244.074,19,6526.149,6527.210,6613.572
12,K2P+I+G4,3245.796,20,6531.593,6532.768,6623.618
13,HKY+F,3235.746,21,6513.492,6514.786,6610.118
14,HKY+F+I,3223.254,22,6490.507,6491.926,6591.734
15,HKY+F+G4,3218.751,22,6481.502,6482.922,6582.729
16,HKY+F+I+G4,3220.256,23,6486.511,6488.062,6592.340
17,TNe,3259.047,19,6556.093,6557.155,6643.517
18,TNe+I,3247.999,20,6535.998,6537.173,6628.023
19,TNe+G4,3243.293,20,6526.585,6527.760,6618.610
20,TNe+I+G4,3244.892,21,6531.784,6533.078,6628.410
21,TN+F,3235.722,22,6515.445,6516.864,6616.672
22,TN+F+I,3223.023,23,6492.046,6493.597,6597.874
23,TN+F+G4,3218.672,23,6483.345,6484.895,6589.173
24,TN+F+I+G4,3219.887,24,6487.773,6489.461,6598.203
25,K3P,3259.989,19,6557.979,6559.040,6645.402
26,K3P+I,3248.458,20,6536.916,6538.091,6628.941
27,K3P+G4,3244.005,20,6528.010,6529.185,6620.035
28,K3P+I+G4,3245.308,21,6532.616,6533.910,6629.241
29,K3Pu+F,3235.746,22,6515.493,6516.912,6616.720
30,K3Pu+F+I,3223.242,23,6492.484,6494.034,6598.312
31,K3Pu+F+G4,3218.734,23,6483.469,6485.019,6589.297
32,K3Pu+F+I+G4,3219.930,24,6487.860,6489.547,6598.289
33,TPM2+F,3234.872,22,6513.744,6515.163,6614.971
34,TPM2+F+I,3222.153,23,6490.305,6491.856,6596.134
35,TPM2+F+G4,3217.354,23,6480.707,6482.258,6586.536
36,TPM2+F+I+G4,3218.550,24,6485.101,6486.789,6595.530
37,TPM2u+F,3234.872,22,6513.745,6515.164,6614.972
38,TPM2u+F+I,3222.153,23,6490.305,6491.856,6596.134
