No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,2082.351,53,4270.702,4309.640,4445.777
2,Dayhoff+I,1994.365,54,4096.730,4137.415,4275.108
3,Dayhoff+G4,1918.854,54,3945.707,3986.392,4124.086
4,Dayhoff+I+G4,1919.311,55,3948.622,3991.105,4130.304
5,Dayhoff+F,2103.074,72,4350.148,4432.273,4587.986
6,Dayhoff+F+I,2015.925,73,4177.851,4262.922,4418.992
7,Dayhoff+F+G4,1938.756,73,4023.513,4108.583,4264.654
8,Dayhoff+F+I+G4,1938.990,74,4025.981,4114.076,4270.425
9,mtMAM,2354.666,53,4815.332,4854.270,4990.407
10,mtMAM+I,2182.941,54,4473.882,4514.567,4652.260
11,mtMAM+G4,2070.613,54,4249.226,4289.911,4427.604
12,mtMAM+I+G4,2070.403,55,4250.806,4293.288,4432.487
13,mtMAM+F,2241.316,72,4626.633,4708.758,4864.471
14,mtMAM+F+I,2104.069,73,4354.139,4439.210,4595.280
15,mtMAM+F+G4,1992.686,73,4131.372,4216.443,4372.513
16,mtMAM+F+I+G4,1992.856,74,4133.712,4221.807,4378.157
17,JTT,2073.200,53,4252.400,4291.339,4427.475
18,JTT+I,1976.626,54,4061.251,4101.936,4239.630
19,JTT+G4,1910.420,54,3928.841,3969.526,4107.219
20,JTT+I+G4,1910.677,55,3931.354,3973.837,4113.036
21,JTT+F,2087.854,72,4319.707,4401.832,4557.545
22,JTT+F+I,1995.580,73,4137.161,4222.231,4378.302
23,JTT+F+G4,1930.437,73,4006.874,4091.945,4248.015
24,JTT+F+I+G4,1930.505,74,4009.011,4097.106,4253.456
25,WAG,2071.851,53,4249.703,4288.642,4424.778
26,WAG+I,1983.919,54,4075.839,4116.524,4254.217
27,WAG+G4,1917.479,54,3942.958,3983.643,4121.337
28,WAG+I+G4,1917.571,55,3945.142,3987.625,4126.824
29,WAG+F,2093.736,72,4331.472,4413.597,4569.310
30,WAG+F+I,2008.904,73,4163.809,4248.880,4404.950
31,WAG+F+G4,1940.234,73,4026.468,4111.539,4267.609
32,WAG+F+I+G4,1940.369,74,4028.738,4116.833,4273.183
33,cpREV,2117.450,53,4340.899,4379.838,4515.974
34,cpREV+I,2020.901,54,4149.803,4190.488,4328.181
35,cpREV+G4,1937.567,54,3983.134,4023.819,4161.513
36,cpREV+I+G4,1937.536,55,3985.073,4027.555,4166.754
37,cpREV+F,2135.175,72,4414.350,4496.475,4652.188
38,cpREV+F+I,2045.661,73,4237.322,4322.393,4478.463
39,cpREV+F+G4,1955.486,73,4056.972,4142.043,4298.114
40,cpREV+F+I+G4,1955.519,74,4059.037,4147.133,4303.482
41,mtREV,2252.050,53,4610.099,4649.038,4785.175
42,mtREV+I,2124.031,54,4356.061,4396.746,4534.440
43,mtREV+G4,2038.569,54,4185.139,4225.823,4363.517
44,mtREV+I+G4,2038.485,55,4186.971,4229.453,4368.652
45,mtREV+F,2163.903,72,4471.806,4553.931,4709.644
46,mtREV+F+I,2059.310,73,4264.620,4349.691,4505.761
47,mtREV+F+G4,1967.153,73,4080.305,4165.376,4321.446
48,mtREV+F+I+G4,1967.246,74,4082.491,4170.586,4326.936
49,rtREV,2103.746,53,4313.492,4352.430,4488.567
50,rtREV+I,2004.618,54,4117.236,4157.921,4295.615
51,rtREV+G4,1932.500,54,3973.000,4013.685,4151.379
52,rtREV+I+G4,1932.498,55,3974.997,4017.480,4156.679
53,rtREV+F,2106.464,72,4356.929,4439.054,4594.766
54,rtREV+F+I,2010.185,73,4166.371,4251.442,4407.512
55,rtREV+F+G4,1938.799,73,4023.599,4108.670,4264.740
56,rtREV+F+I+G4,1938.822,74,4025.645,4113.740,4270.089
57,mtART,2342.358,53,4790.716,4829.655,4965.791
58,mtART+I,2172.942,54,4453.884,4494.569,4632.262
59,mtART+G4,2063.536,54,4235.072,4275.757,4413.451
60,mtART+I+G4,2059.519,55,4229.039,4271.522,4410.721
61,mtART+F,2230.305,72,4604.610,4686.735,4842.448
62,mtART+F+I,2097.825,73,4341.650,4426.721,4582.791
63,mtART+F+G4,1987.800,73,4121.600,4206.671,4362.741
64,mtART+F+I+G4,1988.277,74,4124.554,4212.649,4368.998
65,mtZOA,2248.249,53,4602.499,4641.438,4777.574
66,mtZOA+I,2109.825,54,4327.649,4368.334,4506.028
67,mtZOA+G4,2022.430,54,4152.860,4193.545,4331.238
68,mtZOA+I+G4,2019.634,55,4149.268,4191.751,4330.950
69,mtZOA+F,2161.492,72,4466.984,4549.109,4704.822
70,mtZOA+F+I,2052.252,73,4250.504,4335.575,4491.645
71,mtZOA+F+G4,1957.419,73,4060.839,4145.910,4301.980
72,mtZOA+F+I+G4,1957.943,74,4063.885,4151.981,4308.330
73,VT,2060.905,53,4227.811,4266.750,4402.886
74,VT+I,1971.336,54,4050.673,4091.358,4229.051
75,VT+G4,1915.113,54,3938.226,3978.911,4116.605
76,VT+I+G4,1915.310,55,3940.621,3983.104,4122.303
77,VT+F,2078.929,72,4301.858,4383.983,4539.696
78,VT+F+I,1993.178,73,4132.357,4217.428,4373.498
79,VT+F+G4,1936.443,73,4018.887,4103.957,4260.028
80,VT+F+I+G4,1936.579,74,4021.159,4109.254,4265.603
81,LG,2088.574,53,4283.148,4322.087,4458.223
82,LG+I,1988.309,54,4084.617,4125.302,4262.996
83,LG+G4,1917.432,54,3942.865,3983.550,4121.243
84,LG+I+G4,1917.459,55,3944.918,3987.401,4126.600
85,LG+F,2098.331,72,4340.662,4422.787,4578.499
86,LG+F+I,2004.381,73,4154.761,4239.832,4395.903
87,LG+F+G4,1933.021,73,4012.041,4097.112,4253.183
88,LG+F+I+G4,1933.031,74,4014.062,4102.157,4258.506
89,DCMut,2082.244,53,4270.487,4309.426,4445.562
90,DCMut+I,1994.153,54,4096.306,4136.991,4274.685
91,DCMut+G4,1918.911,54,3945.821,3986.506,4124.200
92,DCMut+I+G4,1919.054,55,3948.109,3990.591,4129.790
93,DCMut+F,2102.913,72,4349.826,4431.951,4587.664
94,DCMut+F+I,2015.676,73,4177.352,4262.422,4418.493
95,DCMut+F+G4,1938.775,73,4023.549,4108.620,4264.690
96,DCMut+F+I+G4,1938.727,74,4025.455,4113.550,4269.900
97,PMB,2083.228,53,4272.457,4311.395,4447.532
98,PMB+I,1990.538,54,4089.076,4129.761,4267.454
99,PMB+G4,1935.157,54,3978.315,4019.000,4156.693
100,PMB+I+G4,1935.186,55,3980.372,4022.855,4162.054
101,PMB+F,2099.054,72,4342.107,4424.232,4579.945
102,PMB+F+I,2011.290,73,4168.580,4253.651,4409.722
103,PMB+F+G4,1952.602,73,4051.204,4136.275,4292.345
104,PMB+F+I+G4,1952.817,74,4053.634,4141.729,4298.079
105,HIVb,2161.215,53,4428.430,4467.368,4603.505
106,HIVb+I,2029.594,54,4167.189,4207.874,4345.567
107,HIVb+G4,1939.565,54,3987.131,4027.816,4165.509
108,HIVb+I+G4,1939.631,55,3989.263,4031.745,4170.944
109,HIVb+F,2162.431,72,4468.862,4550.987,4706.700
110,HIVb+F+I,2035.572,73,4217.144,4302.215,4458.285
111,HIVb+F+G4,1944.296,73,4034.592,4119.663,4275.733
112,HIVb+F+I+G4,1944.329,74,4036.658,4124.753,4281.103
113,HIVw,2241.347,53,4588.693,4627.632,4763.768
114,HIVw+I,2115.293,54,4338.586,4379.271,4516.965
115,HIVw+G4,2015.207,54,4138.414,4179.099,4316.792
116,HIVw+I+G4,2015.315,55,4140.629,4183.112,4322.311
117,HIVw+F,2215.899,72,4575.799,4657.924,4813.637
118,HIVw+F+I,2085.957,73,4317.915,4402.986,4559.056
119,HIVw+F+G4,1994.389,73,4134.778,4219.849,4375.920
120,HIVw+F+I+G4,1994.264,74,4136.528,4224.623,4380.972
121,JTTDCMut,2074.584,53,4255.167,4294.106,4430.242
122,JTTDCMut+I,1978.182,54,4064.364,4105.049,4242.742
123,JTTDCMut+G4,1910.903,54,3929.806,3970.491,4108.185
