dataset,species,datatype,ref_num,est_num,sp,tc
PF03547,PANDIT,AA,10,50,0.8566867620304641,0.43667296786389415
PF03547,PANDIT,AA,12,50,0.915495598450083,0.525096525096525
PF03547,PANDIT,AA,36,50,0.8622727150645932,0.387523629489603
PF03547,PANDIT,AA,32,50,0.8666814198459768,0.4792079207920792
PF03547,PANDIT,AA,9,50,0.878832642767069,0.3938294010889292
PF03547,PANDIT,AA,16,50,0.848998336459845,0.42938931297709926
PF03547,PANDIT,AA,14,50,0.8565703984006854,0.43238095238095237
PF03547,PANDIT,AA,29,50,0.8807594824136245,0.416988416988417
PF03547,PANDIT,AA,48,50,0.8195829555757026,0.35551330798479086
PF03547,PANDIT,AA,30,50,0.8088489272678715,0.35793357933579334
PF03547,PANDIT,AA,13,50,0.8579523479731249,0.35315315315315315
PF03547,PANDIT,AA,37,50,0.8079668862382055,0.3648393194706994
PF03547,PANDIT,AA,35,50,0.8606756598028498,0.3462897526501767
PF03547,PANDIT,AA,11,50,0.8362301909339802,0.3856589147286822
PF03547,PANDIT,AA,28,50,0.8520784145381699,0.3870967741935484
PF03547,PANDIT,AA,15,50,0.8756278772961393,0.35206611570247937
PF03547,PANDIT,AA,31,50,0.8148575549945907,0.3585951940850277
PF03547,PANDIT,AA,49,50,0.8484073429110434,0.3443478260869565
PF03547,PANDIT,AA,33,50,0.8391418282943526,0.4090909090909091
PF03547,PANDIT,AA,17,50,0.8239224408530789,0.37169811320754714
PF03547,PANDIT,AA,8,50,0.8514102087427631,0.4215686274509804
PF03547,PANDIT,AA,26,50,0.8391939132222908,0.3817504655493482
PF03547,PANDIT,AA,4,50,0.8941245740182346,0.4454713493530499
PF03547,PANDIT,AA,47,50,0.8893187056658388,0.4765625
PF03547,PANDIT,AA,45,50,0.8776804940117097,0.44680851063829785
PF03547,PANDIT,AA,19,50,0.8579563372286845,0.36221837088388215
PF03547,PANDIT,AA,24,50,0.8696444520628276,0.425
PF03547,PANDIT,AA,6,50,0.8739440735296722,0.4246575342465753
PF03547,PANDIT,AA,20,50,0.8562096731189677,0.41312741312741313
PF03547,PANDIT,AA,2,50,0.8591768149459762,0.414721723518851
PF03547,PANDIT,AA,41,50,0.8891377875369659,0.46833013435700577
PF03547,PANDIT,AA,39,50,0.8486772205694858,0.4169811320754717
PF03547,PANDIT,AA,43,50,0.8494089855510066,0.36311787072243346
PF03547,PANDIT,AA,22,50,0.8493032779458931,0.36833333333333335
PF03547,PANDIT,AA,44,50,0.9021909718835619,0.4745098039215686
PF03547,PANDIT,AA,25,50,0.8711583715210814,0.4831013916500994
PF03547,PANDIT,AA,7,50,0.8949582078380354,0.4423076923076923
PF03547,PANDIT,AA,18,50,0.821632906894101,0.359375
PF03547,PANDIT,AA,27,50,0.8490377877203386,0.36678832116788324
PF03547,PANDIT,AA,5,50,0.8780787409985491,0.4165067178502879
PF03547,PANDIT,AA,46,50,0.8376487053883834,0.37030075187969924
PF03547,PANDIT,AA,42,50,0.8334468420675317,0.3720508166969147
PF03547,PANDIT,AA,23,50,0.9090192884773699,0.49700598802395207
PF03547,PANDIT,AA,1,50,0.8484905172951352,0.38104448742746616
PF03547,PANDIT,AA,21,50,0.889472981987992,0.48221343873517786
PF03547,PANDIT,AA,3,50,0.8449303813574727,0.3394648829431438
PF03547,PANDIT,AA,38,50,0.8661364839940834,0.3433628318584071
PF03547,PANDIT,AA,40,50,0.8523825750103122,0.37566137566137564
