dataset,species,datatype,ref_num,est_num,sp,tc
PF07228,PANDIT,NT,5,50,0.8474763713999502,0.11378848728246319
PF07228,PANDIT,NT,41,50,0.8296007745921251,0.0
PF07228,PANDIT,NT,39,50,0.8387550613450239,0.08355795148247978
PF07228,PANDIT,NT,43,50,0.8309118798618093,0.08093994778067885
PF07228,PANDIT,NT,7,50,0.8386877830659916,0.08185053380782918
PF07228,PANDIT,NT,22,50,0.8256473782077803,0.0
PF07228,PANDIT,NT,26,50,0.843173468245235,0.08456375838926175
PF07228,PANDIT,NT,47,50,0.833594199568648,0.07607361963190185
PF07228,PANDIT,NT,3,50,0.8384279801422362,0.06490066225165562
PF07228,PANDIT,NT,1,50,0.8228434826061571,0.07559681697612732
PF07228,PANDIT,NT,45,50,0.8550039178116088,0.1479944674965422
PF07228,PANDIT,NT,19,50,0.8440414307407501,0.07192575406032482
PF07228,PANDIT,NT,24,50,0.8327606140019226,0.04
PF07228,PANDIT,NT,42,50,0.8318307835712712,0.0
PF07228,PANDIT,NT,6,50,0.859763299528728,0.16733067729083664
PF07228,PANDIT,NT,23,50,0.8324756086517399,0.1306884480746791
PF07228,PANDIT,NT,21,50,0.8462902240282574,0.09048178613396005
PF07228,PANDIT,NT,38,50,0.8081503743079177,0.02836004932182491
PF07228,PANDIT,NT,4,50,0.799550351661845,0.0022753128555176336
PF07228,PANDIT,NT,40,50,0.869075399070858,0.11439588688946016
PF07228,PANDIT,NT,44,50,0.8580527405441827,0.09517601043024772
PF07228,PANDIT,NT,25,50,0.833527581031404,0.09931506849315068
PF07228,PANDIT,NT,18,50,0.8276956656557675,0.0688360450563204
PF07228,PANDIT,NT,27,50,0.8242196384884032,0.03009259259259259
PF07228,PANDIT,NT,46,50,0.8327898688005013,0.0
PF07228,PANDIT,NT,2,50,0.8474852407942131,0.08762886597938144
PF07228,PANDIT,NT,32,50,0.8249573813473846,0.058029689608636977
PF07228,PANDIT,NT,16,50,0.8515384080257669,0.013033175355450236
PF07228,PANDIT,NT,14,50,0.8363213026469477,0.09162303664921466
PF07228,PANDIT,NT,29,50,0.8408735650654062,0.0
PF07228,PANDIT,NT,48,50,0.8288293347546227,0.11425061425061425
PF07228,PANDIT,NT,30,50,0.804914729600687,0.03631647211413749
PF07228,PANDIT,NT,8,50,0.8351940858286345,0.11848958333333333
PF07228,PANDIT,NT,34,50,0.8591265651166337,0.13019390581717452
PF07228,PANDIT,NT,10,50,0.8311419656678558,0.03811944091486658
PF07228,PANDIT,NT,12,50,0.846026472058279,0.07598039215686274
PF07228,PANDIT,NT,36,50,0.847110447326186,0.041666666666666664
PF07228,PANDIT,NT,28,50,0.8392417582501964,0.10344827586206896
PF07228,PANDIT,NT,15,50,0.8378373425694378,0.05391527599486521
PF07228,PANDIT,NT,31,50,0.8131349068558779,0.0660024906600249
PF07228,PANDIT,NT,49,50,0.8242142683844543,0.059453032104637336
PF07228,PANDIT,NT,33,50,0.8458000839554239,0.1261744966442953
PF07228,PANDIT,NT,17,50,0.8596186227979765,0.06852497096399536
PF07228,PANDIT,NT,13,50,0.814149575469578,0.038910505836575876
PF07228,PANDIT,NT,37,50,0.8350102915167702,0.0
PF07228,PANDIT,NT,35,50,0.8721457255446028,0.1053921568627451
PF07228,PANDIT,NT,9,50,0.8191225385739452,0.06338028169014084
PF07228,PANDIT,NT,11,50,0.853203705336715,0.10763454317897372
