dataset,species,datatype,ref_num,est_num,sp,tc
PF02221,PANDIT,NT,46,50,0.8110640795435893,0.40268456375838924
PF02221,PANDIT,NT,44,50,0.8164879654309022,0.2085889570552147
PF02221,PANDIT,NT,2,50,0.6344587152149967,0.0577319587628866
PF02221,PANDIT,NT,18,50,0.6259097739208748,0.125
PF02221,PANDIT,NT,25,50,0.7194746358813361,0.16129032258064516
PF02221,PANDIT,NT,6,50,0.8389526132508035,0.3123644251626898
PF02221,PANDIT,NT,21,50,0.6764627985678552,0.10986547085201794
PF02221,PANDIT,NT,40,50,0.6157031907097079,0.18244803695150116
PF02221,PANDIT,NT,38,50,0.8797926217747136,0.37365010799136067
PF02221,PANDIT,NT,42,50,0.7313855231588385,0.17035398230088494
PF02221,PANDIT,NT,23,50,0.6770214418053774,0.15570175438596492
PF02221,PANDIT,NT,4,50,0.7159688027530519,0.12419700214132762
PF02221,PANDIT,NT,45,50,0.8675852241367199,0.3107822410147992
PF02221,PANDIT,NT,24,50,0.6809255051430526,0.2160919540229885
PF02221,PANDIT,NT,19,50,0.7909240983128983,0.24210526315789474
PF02221,PANDIT,NT,3,50,0.8180362221224368,0.2826086956521739
PF02221,PANDIT,NT,1,50,0.7666510739096681,0.24269662921348314
PF02221,PANDIT,NT,26,50,0.7994939626233779,0.15665236051502146
PF02221,PANDIT,NT,47,50,0.8391793945777845,0.3616557734204793
PF02221,PANDIT,NT,43,50,0.7136501367230803,0.2043956043956044
PF02221,PANDIT,NT,5,50,0.7739865675221875,0.24782608695652175
PF02221,PANDIT,NT,22,50,0.7248487036396364,0.26824034334763946
PF02221,PANDIT,NT,20,50,0.712412481282124,0.04565217391304348
PF02221,PANDIT,NT,7,50,0.685167225063187,0.10067114093959731
PF02221,PANDIT,NT,39,50,0.7342863716849571,0.14157303370786517
PF02221,PANDIT,NT,41,50,0.6302403619099699,0.22121896162528218
PF02221,PANDIT,NT,35,50,0.8072358107939983,0.30855855855855857
PF02221,PANDIT,NT,11,50,0.7193796223874538,0.1279826464208243
PF02221,PANDIT,NT,9,50,0.7669176669400333,0.2737306843267108
PF02221,PANDIT,NT,13,50,0.7317682342733624,0.2012987012987013
PF02221,PANDIT,NT,37,50,0.7286166055073242,0.13129102844638948
PF02221,PANDIT,NT,33,50,0.7946703803189644,0.24145785876993167
PF02221,PANDIT,NT,17,50,0.7521950979427109,0.2990867579908676
PF02221,PANDIT,NT,15,50,0.8363024066504613,0.3832199546485261
PF02221,PANDIT,NT,28,50,0.7172000702960244,0.17607223476297967
PF02221,PANDIT,NT,49,50,0.769815407137056,0.22587719298245615
PF02221,PANDIT,NT,31,50,0.7578128118140092,0.34606741573033706
PF02221,PANDIT,NT,12,50,0.7515114369070093,0.24053452115812918
PF02221,PANDIT,NT,8,50,0.7556243176154362,0.2853881278538813
PF02221,PANDIT,NT,36,50,0.7750775974933435,0.27069351230425054
PF02221,PANDIT,NT,34,50,0.7414829358202526,0.13390928725701945
PF02221,PANDIT,NT,10,50,0.7810623858000522,0.16812227074235808
PF02221,PANDIT,NT,29,50,0.6344277673545966,0.1867881548974943
PF02221,PANDIT,NT,14,50,0.7272097445447354,0.15659955257270694
PF02221,PANDIT,NT,30,50,0.7293829275135478,0.10606060606060606
PF02221,PANDIT,NT,48,50,0.7422145669291339,0.23448275862068965
PF02221,PANDIT,NT,32,50,0.7393591394889241,0.25170068027210885
PF02221,PANDIT,NT,16,50,0.7742099998038485,0.21218961625282168
