dataset,species,datatype,ref_num,est_num,sp,tc
PF03945,PANDIT,AA,49,50,0.9720935103013167,0.7295081967213115
PF03945,PANDIT,AA,28,50,0.973217964565307,0.6942148760330579
PF03945,PANDIT,AA,15,50,0.9673452495910766,0.5991902834008097
PF03945,PANDIT,AA,17,50,0.9567269969137417,0.6219512195121951
PF03945,PANDIT,AA,33,50,0.9727969323501796,0.6816326530612244
PF03945,PANDIT,AA,37,50,0.9700598802395209,0.6707818930041153
PF03945,PANDIT,AA,13,50,0.9576134757342547,0.6157024793388429
PF03945,PANDIT,AA,9,50,0.9724388566938414,0.6926229508196722
PF03945,PANDIT,AA,11,50,0.959867947963653,0.639344262295082
PF03945,PANDIT,AA,35,50,0.9833653021544585,0.7439024390243902
PF03945,PANDIT,AA,16,50,0.9630484988452656,0.6963562753036437
PF03945,PANDIT,AA,32,50,0.9731197908154927,0.7024793388429752
PF03945,PANDIT,AA,48,50,0.9666839232236122,0.628
PF03945,PANDIT,AA,30,50,0.9664444036889541,0.6844262295081968
PF03945,PANDIT,AA,14,50,0.9551965684152532,0.552
PF03945,PANDIT,AA,29,50,0.9603826836311726,0.5614754098360656
PF03945,PANDIT,AA,10,50,0.971245483583809,0.6625514403292181
PF03945,PANDIT,AA,8,50,0.9721366692441776,0.6720647773279352
PF03945,PANDIT,AA,34,50,0.9553914038241543,0.6885245901639344
PF03945,PANDIT,AA,36,50,0.9585058157461409,0.628
PF03945,PANDIT,AA,12,50,0.9695519962251291,0.6544715447154471
PF03945,PANDIT,AA,23,50,0.9602197299153125,0.6
PF03945,PANDIT,AA,6,50,0.9569235199413605,0.6204081632653061
PF03945,PANDIT,AA,42,50,0.9601984506691484,0.5622489959839357
PF03945,PANDIT,AA,38,50,0.9664168839165237,0.6411290322580645
PF03945,PANDIT,AA,40,50,0.9532413512573726,0.5282258064516129
PF03945,PANDIT,AA,4,50,0.9593430070364103,0.6514522821576764
PF03945,PANDIT,AA,21,50,0.9710282639894624,0.6255144032921811
PF03945,PANDIT,AA,25,50,0.9585339998953044,0.659919028340081
PF03945,PANDIT,AA,18,50,0.9678793709382915,0.6882591093117408
PF03945,PANDIT,AA,44,50,0.9513731138096952,0.6153846153846154
PF03945,PANDIT,AA,46,50,0.9734400355965032,0.7283950617283951
PF03945,PANDIT,AA,2,50,0.948964133236272,0.5731225296442688
PF03945,PANDIT,AA,27,50,0.9575848434063057,0.6255144032921811
PF03945,PANDIT,AA,41,50,0.9581058612518493,0.5967741935483871
PF03945,PANDIT,AA,39,50,0.9724089534815087,0.6196078431372549
PF03945,PANDIT,AA,5,50,0.963802624080491,0.6748971193415638
PF03945,PANDIT,AA,20,50,0.9644096653788226,0.6666666666666666
PF03945,PANDIT,AA,22,50,0.9679178024743132,0.673469387755102
PF03945,PANDIT,AA,7,50,0.9701576466126575,0.6967213114754098
PF03945,PANDIT,AA,43,50,0.9655501891336501,0.6707317073170732
PF03945,PANDIT,AA,47,50,0.9630324749211996,0.6831275720164609
PF03945,PANDIT,AA,3,50,0.9768500923899511,0.7327935222672065
PF03945,PANDIT,AA,26,50,0.9615062213490504,0.6163265306122448
PF03945,PANDIT,AA,19,50,0.9549202066702902,0.6144578313253012
PF03945,PANDIT,AA,24,50,0.9696102006984805,0.6296296296296297
PF03945,PANDIT,AA,1,50,0.9614881310685964,0.6735537190082644
PF03945,PANDIT,AA,45,50,0.9692309708362545,0.6311475409836066
