dataset,species,datatype,ref_num,est_num,sp,tc
EMGT00050000000640,Drosophila,AA,39,50,0.9042544048130641,0.7204870301746956
EMGT00050000000640,Drosophila,AA,20,50,0.8957520682412448,0.7021276595744681
EMGT00050000000640,Drosophila,AA,22,50,0.9105154992293201,0.7123068726691529
EMGT00050000000640,Drosophila,AA,43,50,0.9080796628660662,0.7135250266240681
EMGT00050000000640,Drosophila,AA,47,50,0.9085367157921755,0.7027896995708155
EMGT00050000000640,Drosophila,AA,26,50,0.8862876254180602,0.686084142394822
EMGT00050000000640,Drosophila,AA,19,50,0.9097408017807838,0.7304625199362041
EMGT00050000000640,Drosophila,AA,24,50,0.9073329340292633,0.7119275825346113
EMGT00050000000640,Drosophila,AA,45,50,0.9021170823690752,0.726545842217484
EMGT00050000000640,Drosophila,AA,8,50,0.8956359982039385,0.7116827438370846
EMGT00050000000640,Drosophila,AA,23,50,0.8913469194516774,0.6545166402535658
EMGT00050000000640,Drosophila,AA,42,50,0.9118951224214382,0.7176220806794055
EMGT00050000000640,Drosophila,AA,38,50,0.9083458163920394,0.7125398512221042
EMGT00050000000640,Drosophila,AA,40,50,0.8873556322183891,0.6751457339692634
EMGT00050000000640,Drosophila,AA,21,50,0.9039857406691577,0.7176097303014278
EMGT00050000000640,Drosophila,AA,25,50,0.8915863128253264,0.684887459807074
EMGT00050000000640,Drosophila,AA,18,50,0.9035774835289826,0.7011188066062867
EMGT00050000000640,Drosophila,AA,9,50,0.9181354260474291,0.7415074309978769
EMGT00050000000640,Drosophila,AA,44,50,0.8738746444838869,0.6485911749069644
EMGT00050000000640,Drosophila,AA,46,50,0.9051759213653982,0.7062899786780383
EMGT00050000000640,Drosophila,AA,27,50,0.8855124276472591,0.6621548456957228
EMGT00050000000640,Drosophila,AA,16,50,0.8935435019090076,0.6743935309973046
EMGT00050000000640,Drosophila,AA,32,50,0.8878560336942418,0.666487358795051
EMGT00050000000640,Drosophila,AA,7,50,0.9001907456224951,0.7066950053134963
EMGT00050000000640,Drosophila,AA,48,50,0.8859671626475115,0.6894904458598726
EMGT00050000000640,Drosophila,AA,5,50,0.8951068376068376,0.6759209823812066
EMGT00050000000640,Drosophila,AA,30,50,0.8965962390808555,0.6932354483481908
EMGT00050000000640,Drosophila,AA,14,50,0.9062293121489738,0.7105263157894737
EMGT00050000000640,Drosophila,AA,29,50,0.9021934709964871,0.7139051678209909
EMGT00050000000640,Drosophila,AA,10,50,0.9156806949228695,0.7345744680851064
EMGT00050000000640,Drosophila,AA,1,50,0.9003638698630136,0.7071352502662407
EMGT00050000000640,Drosophila,AA,34,50,0.890922619047619,0.6691851052347545
EMGT00050000000640,Drosophila,AA,36,50,0.9096219858004818,0.7147470398277718
EMGT00050000000640,Drosophila,AA,3,50,0.8944086113365511,0.7007454739084132
EMGT00050000000640,Drosophila,AA,12,50,0.9020619660407254,0.7017543859649122
EMGT00050000000640,Drosophila,AA,4,50,0.888553448422485,0.7007023230686116
EMGT00050000000640,Drosophila,AA,31,50,0.9031496738757295,0.7181528662420382
EMGT00050000000640,Drosophila,AA,49,50,0.8980151024811219,0.6894377299001576
EMGT00050000000640,Drosophila,AA,28,50,0.907519780431846,0.7096430474160895
EMGT00050000000640,Drosophila,AA,15,50,0.8927014665779133,0.6834570519618239
EMGT00050000000640,Drosophila,AA,17,50,0.9072839162038725,0.7116303770578863
EMGT00050000000640,Drosophila,AA,33,50,0.8810366139550744,0.658288770053476
EMGT00050000000640,Drosophila,AA,6,50,0.9047710864022966,0.7068507700477961
EMGT00050000000640,Drosophila,AA,37,50,0.9149177659756724,0.7306666666666667
EMGT00050000000640,Drosophila,AA,2,50,0.8912355030598708,0.6915688367129136
EMGT00050000000640,Drosophila,AA,13,50,0.9052786738159834,0.711918760021379
EMGT00050000000640,Drosophila,AA,11,50,0.9045861321544305,0.7068783068783069
EMGT00050000000640,Drosophila,AA,35,50,0.8931151313686633,0.7168998923573735
