No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,17439.642,45,34969.283,34974.695,35180.705
2,Dayhoff+I,17262.610,46,34617.219,34622.879,34833.340
3,Dayhoff+G4,16993.575,46,34079.150,34084.809,34295.270
4,Dayhoff+I+G4,16988.827,47,34071.654,34077.568,34292.473
5,Dayhoff+F,17366.741,64,34861.481,34872.634,35162.170
6,Dayhoff+F+I,17195.165,65,34520.330,34531.847,34825.718
7,Dayhoff+F+G4,16910.102,65,33950.204,33961.721,34255.591
8,Dayhoff+F+I+G4,16906.659,66,33945.317,33957.204,34255.403
9,mtMAM,18568.880,45,37227.760,37233.172,37439.182
10,mtMAM+I,18321.931,46,36735.861,36741.521,36951.982
11,mtMAM+G4,17765.381,46,35622.762,35628.422,35838.882
12,mtMAM+I+G4,17762.306,47,35618.613,35624.526,35839.431
13,mtMAM+F,17270.007,64,34668.014,34679.167,34968.703
14,mtMAM+F+I,17053.719,65,34237.438,34248.954,34542.825
15,mtMAM+F+G4,16705.345,65,33540.690,33552.207,33846.078
16,mtMAM+F+I+G4,16699.068,66,33530.135,33542.022,33840.221
17,JTT,16604.709,45,33299.417,33304.829,33510.840
18,JTT+I,16448.116,46,32988.231,32993.891,33204.351
19,JTT+G4,16309.396,46,32710.792,32716.452,32926.913
20,JTT+I+G4,16300.210,47,32694.420,32700.334,32915.239
21,JTT+F,16527.678,64,33183.355,33194.508,33484.045
22,JTT+F+I,16376.091,65,32882.181,32893.698,33187.569
23,JTT+F+G4,16227.201,65,32584.403,32595.919,32889.790
24,JTT+F+I+G4,16219.237,66,32570.474,32582.361,32880.559
25,WAG,17177.909,45,34445.819,34451.231,34657.241
26,WAG+I,17008.016,46,34108.032,34113.692,34324.153
27,WAG+G4,16835.487,46,33762.974,33768.634,33979.095
28,WAG+I+G4,16827.940,47,33749.880,33755.793,33970.698
29,WAG+F,17002.946,64,34133.892,34145.044,34434.581
30,WAG+F+I,16844.261,65,33818.522,33830.039,34123.909
31,WAG+F+G4,16663.483,65,33456.966,33468.482,33762.353
32,WAG+F+I+G4,16657.052,66,33446.103,33457.990,33756.189
33,cpREV,17351.119,45,34792.237,34797.649,35003.660
34,cpREV+I,17164.982,46,34421.964,34427.624,34638.085
35,cpREV+G4,16915.071,46,33922.141,33927.801,34138.261
36,cpREV+I+G4,16909.892,47,33913.783,33919.697,34134.602
37,cpREV+F,17149.585,64,34427.171,34438.324,34727.860
38,cpREV+F+I,16974.268,65,34078.536,34090.053,34383.924
39,cpREV+F+G4,16696.303,65,33522.606,33534.123,33827.994
40,cpREV+F+I+G4,16692.398,66,33516.796,33528.684,33826.882
41,mtREV,18201.489,45,36492.978,36498.390,36704.400
42,mtREV+I,17982.421,46,36056.842,36062.502,36272.962
43,mtREV+G4,17646.686,46,35385.371,35391.031,35601.491
44,mtREV+I+G4,17639.994,47,35373.989,35379.902,35594.807
45,mtREV+F,17180.348,64,34488.696,34499.849,34789.386
46,mtREV+F+I,16993.646,65,34117.292,34128.809,34422.680
47,mtREV+F+G4,16697.683,65,33525.367,33536.884,33830.754
48,mtREV+F+I+G4,16692.781,66,33517.563,33529.450,33827.648
49,rtREV,17651.533,45,35393.065,35398.477,35604.487
50,rtREV+I,17463.259,46,35018.517,35024.177,35234.638
51,rtREV+G4,17260.384,46,34612.769,34618.429,34828.889
52,rtREV+I+G4,17251.355,47,34596.711,34602.624,34817.529
53,rtREV+F,17413.654,64,34955.308,34966.461,35255.997
54,rtREV+F+I,17240.045,65,34610.091,34621.608,34915.478
55,rtREV+F+G4,17010.991,65,34151.982,34163.499,34457.369
56,rtREV+F+I+G4,17004.412,66,34140.824,34152.711,34450.910
57,mtART,19696.076,45,39482.153,39487.565,39693.575
58,mtART+I,19400.439,46,38892.877,38898.537,39108.997
59,mtART+G4,18786.990,46,37665.979,37671.639,37882.100
60,mtART+I+G4,18784.400,47,37662.800,37668.714,37883.619
61,mtART+F,18523.135,64,37174.271,37185.424,37474.960
62,mtART+F+I,18299.333,65,36728.666,36740.183,37034.053
