No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,11427.517,69,22993.034,23013.719,23288.768
2,Dayhoff+I,11270.183,70,22680.365,22701.696,22980.385
3,Dayhoff+G4,11026.922,70,22193.843,22215.174,22493.863
4,Dayhoff+I+G4,11024.913,71,22191.826,22213.813,22496.132
5,Dayhoff+F,11333.617,88,22843.234,22878.199,23220.402
6,Dayhoff+F+I,11190.366,89,22558.731,22594.570,22940.185
7,Dayhoff+F+G4,10942.208,89,22062.417,22098.256,22443.871
8,Dayhoff+F+I+G4,10941.640,90,22063.279,22100.006,22449.019
9,mtMAM,11901.235,69,23940.470,23961.155,24236.203
10,mtMAM+I,11780.029,70,23700.058,23721.388,24000.078
11,mtMAM+G4,11233.770,70,22607.540,22628.870,22907.560
12,mtMAM+I+G4,11234.409,71,22610.817,22632.804,22915.123
13,mtMAM+F,11653.493,88,23482.985,23517.949,23860.153
14,mtMAM+F+I,11534.962,89,23247.925,23283.764,23629.379
15,mtMAM+F+G4,11026.725,89,22231.450,22267.289,22612.904
16,mtMAM+F+I+G4,11027.267,90,22234.533,22271.260,22620.273
17,JTT,11186.605,69,22511.211,22531.896,22806.945
18,JTT+I,11029.645,70,22199.290,22220.621,22499.310
19,JTT+G4,10817.536,70,21775.072,21796.403,22075.092
20,JTT+I+G4,10816.737,71,21775.475,21797.462,22079.781
21,JTT+F,11170.136,88,22516.271,22551.235,22893.439
22,JTT+F+I,11026.386,89,22230.772,22266.611,22612.226
23,JTT+F+G4,10790.948,89,21759.896,21795.735,22141.350
24,JTT+F+I+G4,10790.330,90,21760.659,21797.386,22146.399
25,WAG,11267.168,69,22672.336,22693.021,22968.070
26,WAG+I,11127.729,70,22395.458,22416.788,22695.477
27,WAG+G4,10928.405,70,21996.809,22018.140,22296.829
28,WAG+I+G4,10927.521,71,21997.042,22019.029,22301.347
29,WAG+F,11214.488,88,22604.977,22639.941,22982.145
30,WAG+F+I,11087.109,89,22352.217,22388.056,22733.671
31,WAG+F+G4,10868.341,89,21914.683,21950.522,22296.137
32,WAG+F+I+G4,10867.892,90,21915.785,21952.511,22301.525
33,cpREV,11254.672,69,22647.344,22668.029,22943.078
34,cpREV+I,11118.032,70,22376.064,22397.394,22676.083
35,cpREV+G4,10892.148,70,21924.296,21945.626,22224.315
36,cpREV+I+G4,10891.049,71,21924.098,21946.085,22228.404
37,cpREV+F,11225.028,88,22626.055,22661.020,23003.223
38,cpREV+F+I,11093.086,89,22364.172,22400.011,22745.626
39,cpREV+F+G4,10863.839,89,21905.678,21941.517,22287.132
40,cpREV+F+I+G4,10863.016,90,21906.031,21942.758,22291.771
41,mtREV,11599.691,69,23337.383,23358.068,23633.116
42,mtREV+I,11488.816,70,23117.632,23138.963,23417.652
43,mtREV+G4,11137.831,70,22415.662,22436.992,22715.682
44,mtREV+I+G4,11138.061,71,22418.122,22440.109,22722.428
45,mtREV+F,11350.833,88,22877.667,22912.631,23254.835
46,mtREV+F+I,11244.736,89,22667.473,22703.312,23048.927
47,mtREV+F+G4,10911.106,89,22000.211,22036.050,22381.665
48,mtREV+F+I+G4,10911.335,90,22002.670,22039.396,22388.410
49,rtREV,11458.969,69,23055.939,23076.624,23351.672
50,rtREV+I,11331.593,70,22803.186,22824.517,23103.206
51,rtREV+G4,11092.526,70,22325.052,22346.382,22625.072
52,rtREV+I+G4,11092.044,71,22326.089,22348.076,22630.394
53,rtREV+F,11375.914,88,22927.827,22962.792,23304.995
54,rtREV+F+I,11253.666,89,22685.332,22721.171,23066.786
55,rtREV+F+G4,10976.103,89,22130.207,22166.046,22511.661
56,rtREV+F+I+G4,10976.113,90,22132.227,22168.953,22517.966
57,mtART,11912.793,69,23963.585,23984.271,24259.319
58,mtART+I,11781.806,70,23703.611,23724.942,24003.631
59,mtART+G4,11255.249,70,22650.499,22671.829,22950.519
60,mtART+I+G4,11255.840,71,22653.679,22675.667,22957.985
61,mtART+F,11764.457,88,23704.914,23739.878,24082.081
62,mtART+F+I,11644.223,89,23466.447,23502.285,23847.900
