name,datatype,AIC,AICc,BIC
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,VT+F+I,VT+F+I,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+G4
EMGT00050000001528.Drosophila.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+F+I+G4
EMGT00050000001528.Drosophila.001,AA,VT+F+I+G4,VT+F+I+G4,VT+F+I+G4
EMGT00050000001528.Drosophila.001,AA,LG+F+I+G4,LG+F+I+G4,LG+F+I+G4
