name,datatype,AIC,AICc,BIC
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
ENSGT00390000003758.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
