No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,85376.683,69,170891.367,170892.884,171358.463
2,JC+I,81266.339,70,162672.678,162674.240,163146.543
3,JC+G4,79852.997,70,159845.993,159847.555,160319.859
4,JC+I+G4,79803.238,71,159748.476,159750.083,160229.111
5,F81+F,85398.666,72,170941.332,170942.984,171428.737
6,F81+F+I,81317.406,73,162780.813,162782.511,163274.987
7,F81+F+G4,79907.458,73,159960.916,159962.614,160455.090
8,F81+F+I+G4,79857.411,74,159862.821,159864.567,160363.765
9,K2P,82442.418,70,165024.837,165026.398,165498.702
10,K2P+I,78158.414,71,156458.828,156460.435,156939.463
11,K2P+G4,76547.243,71,153236.487,153238.094,153717.122
12,K2P+I+G4,76489.546,72,153123.092,153124.744,153610.496
13,HKY+F,82470.682,73,165087.365,165089.063,165581.539
14,HKY+F+I,78239.985,74,156627.970,156629.715,157128.913
15,HKY+F+G4,76617.137,74,153382.274,153384.020,153883.218
16,HKY+F+I+G4,76560.981,75,153271.962,153273.755,153779.675
17,TNe,82376.132,71,164894.264,164895.871,165374.899
18,TNe+I,78099.061,72,156342.121,156343.774,156829.526
19,TNe+G4,76522.774,72,153189.548,153191.200,153676.952
20,TNe+I+G4,76460.041,73,153066.082,153067.781,153560.256
21,TN+F,82392.462,74,164932.924,164934.669,165433.867
22,TN+F+I,78174.391,75,156498.781,156500.574,157006.494
23,TN+F+G4,76585.213,75,153320.426,153322.219,153828.139
24,TN+F+I+G4,76524.102,76,153200.204,153202.044,153714.686
25,K3P,82439.293,71,165020.586,165022.193,165501.221
26,K3P+I,78154.201,72,156452.403,156454.055,156939.807
27,K3P+G4,76541.557,72,153227.114,153228.767,153714.519
28,K3P+I+G4,76483.817,73,153113.634,153115.333,153607.808
29,K3Pu+F,82467.713,74,165083.426,165085.171,165584.369
30,K3Pu+F+I,78236.723,75,156623.447,156625.240,157131.160
31,K3Pu+F+G4,76612.028,75,153374.056,153375.848,153881.769
32,K3Pu+F+I+G4,76555.889,76,153263.777,153265.618,153778.260
33,TPM2+F,82469.420,74,165086.840,165088.585,165587.783
