No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,13057.457,41,26196.915,26203.602,26374.140
2,Dayhoff+I,12861.943,42,25807.886,25814.914,25989.434
3,Dayhoff+G4,12636.804,42,25357.609,25364.636,25539.157
4,Dayhoff+I+G4,12621.386,43,25328.772,25336.149,25514.643
5,Dayhoff+F,13025.917,60,26171.835,26186.593,26431.189
6,Dayhoff+F+I,12837.182,61,25796.364,25811.645,26060.040
7,Dayhoff+F+G4,12621.696,61,25365.393,25380.674,25629.069
8,Dayhoff+F+I+G4,12606.464,62,25336.928,25352.742,25604.927
9,mtMAM,14131.695,41,28345.390,28352.077,28522.615
10,mtMAM+I,13973.356,42,28030.711,28037.739,28212.259
11,mtMAM+G4,13260.657,42,26605.315,26612.342,26786.862
12,mtMAM+I+G4,13257.508,43,26601.016,26608.393,26786.887
13,mtMAM+F,13405.653,60,26931.307,26946.065,27190.661
14,mtMAM+F+I,13224.994,61,26571.988,26587.269,26835.665
15,mtMAM+F+G4,12769.282,61,25660.564,25675.844,25924.240
16,mtMAM+F+I+G4,12760.205,62,25644.410,25660.224,25912.409
17,JTT,12870.729,41,25823.457,25830.145,26000.683
18,JTT+I,12675.564,42,25435.129,25442.156,25616.676
19,JTT+G4,12469.793,42,25023.586,25030.613,25205.133
20,JTT+I+G4,12455.093,43,24996.186,25003.562,25182.056
21,JTT+F,12891.056,60,25902.111,25916.869,26161.465
22,JTT+F+I,12697.871,61,25517.743,25533.024,25781.419
23,JTT+F+G4,12497.911,61,25117.821,25133.102,25381.498
24,JTT+F+I+G4,12483.046,62,25090.092,25105.906,25358.092
25,WAG,12812.677,41,25707.354,25714.041,25884.579
26,WAG+I,12638.080,42,25360.161,25367.188,25541.708
27,WAG+G4,12484.521,42,25053.043,25060.070,25234.591
28,WAG+I+G4,12467.147,43,25020.293,25027.669,25206.164
29,WAG+F,12792.200,60,25704.400,25719.158,25963.753
30,WAG+F+I,12619.942,61,25361.885,25377.165,25625.561
31,WAG+F+G4,12472.752,61,25067.504,25082.785,25331.181
32,WAG+F+I+G4,12455.001,62,25034.002,25049.816,25302.001
33,cpREV,12872.554,41,25827.107,25833.795,26004.333
34,cpREV+I,12722.473,42,25528.947,25535.974,25710.494
35,cpREV+G4,12547.444,42,25178.888,25185.916,25360.436
36,cpREV+I+G4,12533.337,43,25152.673,25160.049,25338.543
37,cpREV+F,12795.818,60,25711.635,25726.393,25970.989
38,cpREV+F+I,12641.563,61,25405.126,25420.407,25668.803
39,cpREV+F+G4,12478.896,61,25079.792,25095.073,25343.468
40,cpREV+F+I+G4,12463.120,62,25050.241,25066.054,25318.240
41,mtREV,13588.333,41,27258.666,27265.353,27435.891
42,mtREV+I,13448.161,42,26980.321,26987.349,27161.869
43,mtREV+G4,13068.858,42,26221.717,26228.744,26403.265
44,mtREV+I+G4,13062.418,43,26210.836,26218.212,26396.706
45,mtREV+F,13000.061,60,26120.122,26134.880,26379.476
46,mtREV+F+I,12847.069,61,25816.138,25831.418,26079.814
47,mtREV+F+G4,12588.192,61,25298.384,25313.665,25562.061
48,mtREV+F+I+G4,12577.606,62,25279.213,25295.026,25547.212
49,rtREV,12982.357,41,26046.715,26053.402,26223.940
50,rtREV+I,12825.094,42,25734.189,25741.216,25915.737
51,rtREV+G4,12615.870,42,25315.741,25322.768,25497.289
52,rtREV+I+G4,12603.928,43,25293.856,25301.232,25479.726
53,rtREV+F,12905.890,60,25931.779,25946.537,26191.133
54,rtREV+F+I,12744.337,61,25610.675,25625.956,25874.351
55,rtREV+F+G4,12537.805,61,25197.611,25212.892,25461.287
56,rtREV+F+I+G4,12525.699,62,25175.398,25191.212,25443.397
57,mtART,14008.601,41,28099.202,28105.890,28276.428
58,mtART+I,13861.270,42,27806.540,27813.567,27988.087
59,mtART+G4,13242.048,42,26568.095,26575.123,26749.643
60,mtART+I+G4,13236.472,43,26558.944,26566.320,26744.814
61,mtART+F,13333.640,60,26787.279,26802.037,27046.633
