name,datatype,AIC,AICc,BIC
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+I+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF00324,AA,LG+F+G4,LG+F+G4,LG+F+G4
