name,datatype,AIC,AICc,BIC
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVM+F+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVM+F+G4,TVM+F+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+I+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+G4,K3P+G4
PF01988,NT,SYM+I+G4,SYM+G4,TVMe+G4
PF01988,NT,TVM+F+I+G4,TVM+F+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+I+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVM+F+I+G4,TVM+F+I+G4,K3P+I+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVM+F+G4,TVMe+G4,K3P+G4
PF01988,NT,TVM+F+I+G4,TVM+F+G4,K3P+G4
PF01988,NT,GTR+F+I+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,GTR+F+G4,TVMe+I+G4,K3P+G4
PF01988,NT,GTR+F+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+G4,TVMe+G4
PF01988,NT,GTR+F+I+G4,TVM+F+I+G4,TVMe+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,GTR+F+I+G4,GTR+F+I+G4,TVMe+I+G4
PF01988,NT,GTR+F+I+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,TVMe+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,GTR+F+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVMe+I+G4,TVMe+G4,K3P+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVMe+I+G4,TVMe+G4,K3P+G4
PF01988,NT,GTR+F+G4,GTR+F+G4,K3P+G4
PF01988,NT,GTR+F+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVM+F+I+G4,TVM+F+G4,K3P+G4
PF01988,NT,GTR+F+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,TVMe+G4
PF01988,NT,GTR+F+I+G4,TVM+F+I+G4,K3P+I+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+I+G4
PF01988,NT,TVMe+I+G4,TVMe+I+G4,K3P+G4
PF01988,NT,GTR+F+G4,TVMe+I+G4,K3P+G4
