name,datatype,AIC,AICc,BIC
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TN+F+I+G4,TN+F+I+G4,TN+F+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
EMGT00050000001574.Drosophila.001,NT,TIM3+F+I+G4,TIM3+F+I+G4,TN+F+I+G4
