name,datatype,AIC,AICc,BIC
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
PF01756,NT,SYM+I+G4,SYM+I+G4,TVMe+I+G4
