name,datatype,AIC,AICc,BIC
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+G4,TVM+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3u+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,GTR+F+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+G4,TVM+F+G4
PF03944,NT,GTR+F+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,TVM+F+G4,TVM+F+G4,TVM+F+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TPM3u+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+G4
PF03944,NT,GTR+F+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,GTR+F+G4,GTR+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,GTR+F+I+G4,TVM+F+I+G4
PF03944,NT,TVM+F+I+G4,TVM+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
PF03944,NT,GTR+F+I+G4,TVM+F+G4,TVM+F+G4
PF03944,NT,GTR+F+I+G4,TVM+F+I+G4,TVM+F+I+G4
