name,datatype,AIC,AICc,BIC
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVM+F+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVM+F+I+G4,TVM+F+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVM+F+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,SYM+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
EMGT00050000002783.Drosophila.001,NT,TVMe+I+G4,TVMe+I+G4,TVMe+I+G4
