name,datatype,AIC,AICc,BIC
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+G4,GTR+F+G4,GTR+F+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+G4,GTR+F+G4,GTR+F+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
PF07228,NT,GTR+F+I+G4,GTR+F+I+G4,GTR+F+I+G4
