name,datatype,AIC,AICc,BIC
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,HKY+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3u+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3u+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,HKY+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3u+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TN+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TIM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,TPM3+F+G4
ENSGT00390000007209.Euteleostomi.001,NT,GTR+F+I+G4,GTR+F+I+G4,HKY+F+G4
