name,datatype,AIC,AICc,BIC
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,mtInv+F+G4,mtInv+F+G4,mtInv+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,mtInv+F+G4,mtInv+F+G4,mtInv+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,mtInv+F+G4,mtInv+F+G4,mtInv+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,mtInv+F+G4,mtInv+F+G4,mtInv+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,mtInv+F+G4,mtInv+F+G4,mtInv+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,VT+F+G4,VT+F+G4,VT+F+G4
PF04156,AA,LG+F+G4,LG+F+G4,LG+F+G4
