name,datatype,AIC,AICc,BIC
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TPM2u+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,K3Pu+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TPM2u+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,K3Pu+F+I+G4,K3Pu+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
ENSGT00390000006215.Euteleostomi.001,NT,TVM+F+I+G4,TVM+F+I+G4,HKY+F+I+G4
