name,datatype,AIC,AICc,BIC
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
ENSGT00390000004600.Euteleostomi.001,AA,JTT+F+I+G4,JTT+F+I+G4,JTT+I+G4
