No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103740.100,599,208678.199,213704.773,211440.006
2,Dayhoff+I,101545.709,600,204291.418,209370.291,207057.836
3,Dayhoff+G4,96127.224,600,193454.448,198533.321,196220.866
4,Dayhoff+I+G4,95881.413,601,192964.827,198096.770,195735.855
5,Dayhoff+F,104278.789,618,209793.577,215963.610,212642.987
6,Dayhoff+F+I,102147.338,619,205532.675,211773.000,208386.696
7,Dayhoff+F+G4,96427.498,619,194092.996,200333.322,196947.017
8,Dayhoff+F+I+G4,96199.979,620,193639.958,199951.761,196498.590
9,mtMAM,119872.356,599,240942.711,245969.285,243704.518
10,mtMAM+I,118444.961,600,238089.921,243168.795,240856.339
11,mtMAM+G4,104972.821,600,211145.642,216224.515,213912.060
12,mtMAM+I+G4,104750.238,601,210702.476,215834.419,213473.504
13,mtMAM+F,113204.182,618,227644.365,233814.397,230493.775
14,mtMAM+F+I,111484.826,619,224207.653,230447.978,227061.674
15,mtMAM+F+G4,100904.173,619,203046.346,209286.672,205900.367
16,mtMAM+F+I+G4,100784.740,620,202809.479,209121.283,205668.111
17,JTT,103950.858,599,209099.717,214126.290,211861.524
18,JTT+I,101847.597,600,204895.195,209974.068,207661.612
19,JTT+G4,95968.407,600,193136.814,198215.687,195903.231
20,JTT+I+G4,95759.513,601,192721.026,197852.969,195492.054
21,JTT+F,104250.197,618,209736.394,215906.426,212585.804
22,JTT+F+I,102167.695,619,205573.390,211813.715,208427.411
23,JTT+F+G4,96050.947,619,193339.894,199580.219,196193.914
24,JTT+F+I+G4,95847.843,620,192935.685,199247.489,195794.317
25,WAG,101493.862,599,204185.724,209212.297,206947.531
26,WAG+I,99544.382,600,200288.765,205367.638,203055.182
27,WAG+G4,94647.849,600,190495.698,195574.571,193262.115
28,WAG+I+G4,94438.240,601,190078.480,195210.423,192849.508
29,WAG+F,101699.366,618,204634.732,210804.764,207484.142
30,WAG+F+I,99786.796,619,200811.591,207051.917,203665.612
31,WAG+F+G4,94703.727,619,190645.453,196885.778,193499.474
32,WAG+F+I+G4,94502.934,620,190245.869,196557.672,193104.500
33,cpREV,102536.292,599,206270.583,211297.156,209032.390
34,cpREV+I,100756.285,600,202712.570,207791.444,205478.988
35,cpREV+G4,95828.160,600,192856.319,197935.193,195622.737
36,cpREV+I+G4,95611.308,601,192424.616,197556.559,195195.645
37,cpREV+F,102265.699,618,205767.398,211937.430,208616.808
38,cpREV+F+I,100331.636,619,201901.273,208141.598,204755.293
39,cpREV+F+G4,95463.439,619,192164.878,198405.204,195018.899
40,cpREV+F+I+G4,95219.921,620,191679.843,197991.646,194538.474
41,mtREV,111945.606,599,225089.212,230115.786,227851.019
42,mtREV+I,110409.875,600,222019.750,227098.623,224786.167
43,mtREV+G4,101737.695,600,204675.391,209754.264,207441.808
44,mtREV+I+G4,101634.978,601,204471.956,209603.900,207242.985
