No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103651.775,599,208501.550,212994.050,211276.908
2,Dayhoff+I,101458.988,600,204117.977,208653.826,206897.968
3,Dayhoff+G4,96003.962,600,193207.923,197743.772,195987.914
4,Dayhoff+I+G4,95764.794,601,192731.587,197311.359,195516.212
5,Dayhoff+F,104199.669,618,209635.339,215061.466,212498.730
6,Dayhoff+F+I,102067.002,619,205372.003,210854.575,208240.027
7,Dayhoff+F+G4,96301.994,619,193841.989,199324.560,196710.013
8,Dayhoff+F+I+G4,96078.945,620,193397.889,198937.745,196270.547
9,mtMAM,119689.019,599,240576.037,245068.537,243351.395
10,mtMAM+I,118256.445,600,237712.889,242248.738,240492.880
11,mtMAM+G4,104699.634,600,210599.267,215135.117,213379.259
12,mtMAM+I+G4,104544.519,601,210291.038,214870.810,213075.662
13,mtMAM+F,113031.674,618,227299.347,232725.475,230162.738
14,mtMAM+F+I,111309.608,619,223857.216,229339.787,226725.240
15,mtMAM+F+G4,100711.170,619,202660.339,208142.911,205528.363
16,mtMAM+F+I+G4,100553.486,620,202346.973,207886.829,205219.630
17,JTT,103828.101,599,208854.202,213346.702,211629.559
18,JTT+I,101728.272,600,204656.545,209192.394,207436.536
19,JTT+G4,95838.584,600,192877.169,197413.018,195657.160
20,JTT+I+G4,95642.063,601,192486.127,197065.899,195270.751
21,JTT+F,104139.852,618,209515.704,214941.832,212379.095
22,JTT+F+I,102059.580,619,205357.160,210839.731,208225.184
23,JTT+F+G4,95907.469,619,193052.937,198535.509,195920.962
24,JTT+F+I+G4,95729.680,620,192699.361,198239.217,195572.018
25,WAG,101341.141,599,203880.282,208372.782,206655.640
26,WAG+I,99399.329,600,199998.657,204534.506,202778.648
27,WAG+G4,94519.312,600,190238.624,194774.474,193018.616
28,WAG+I+G4,94316.888,601,189835.777,194415.549,192620.401
29,WAG+F,101568.999,618,204373.997,209800.125,207237.388
30,WAG+F+I,99662.441,619,200562.882,206045.454,203430.906
31,WAG+F+G4,94579.241,619,190396.482,195879.054,193264.506
32,WAG+F+I+G4,94386.203,620,190012.405,195552.261,192885.063
33,cpREV,102415.282,599,206028.563,210521.063,208803.921
34,cpREV+I,100638.781,600,202477.561,207013.410,205257.552
35,cpREV+G4,95739.040,600,192678.081,197213.930,195458.072
36,cpREV+I+G4,95523.191,601,192248.383,196828.155,195033.007
37,cpREV+F,102124.869,618,205485.737,210911.865,208349.128
38,cpREV+F+I,100195.432,619,201628.864,207111.435,204496.888
39,cpREV+F+G4,95345.431,619,191928.863,197411.434,194796.887
40,cpREV+F+I+G4,95099.374,620,191438.747,196978.604,194311.405
41,mtREV,111767.179,599,224732.359,229224.859,227507.716
42,mtREV+I,110234.181,600,221668.362,226204.211,224448.353
43,mtREV+G4,101586.610,600,204373.221,208909.070,207153.212
44,mtREV+I+G4,101445.976,601,204093.952,208673.724,206878.576
45,mtREV+F,106097.680,618,213431.359,218857.487,216294.750
46,mtREV+F+I,104290.811,619,209819.622,215302.193,212687.646
47,mtREV+F+G4,97347.653,619,195933.307,201415.878,198801.331
48,mtREV+F+I+G4,97182.500,620,195605.000,201144.856,198477.657
49,rtREV,103033.886,599,207265.771,211758.271,210041.129
50,rtREV+I,101243.395,600,203686.790,208222.639,206466.781
51,rtREV+G4,95260.598,600,191721.197,196257.046,194501.188
52,rtREV+I+G4,95117.363,601,191436.725,196016.498,194221.350
53,rtREV+F,102506.597,618,206249.194,211675.321,209112.584
54,rtREV+F+I,100695.896,619,202629.793,208112.364,205497.817
55,rtREV+F+G4,94445.880,619,190129.760,195612.331,192997.784
56,rtREV+F+I+G4,94286.375,620,189812.749,195352.605,192685.407
57,mtART,115847.806,599,232893.612,237386.112,235668.970
58,mtART+I,114414.660,600,230029.321,234565.170,232809.312
59,mtART+G4,102141.113,600,205482.226,210018.075,208262.217
60,mtART+I+G4,102052.470,601,205306.941,209886.713,208091.565
61,mtART+F,109566.208,618,220368.416,225794.544,223231.807
62,mtART+F+I,107844.135,619,216926.270,222408.842,219794.294
63,mtART+F+G4,98228.119,619,197694.238,203176.810,200562.263
64,mtART+F+I+G4,98069.436,620,197378.871,202918.727,200251.529
65,mtZOA,111652.135,599,224502.270,228994.770,227277.628
66,mtZOA+I,110150.619,600,221501.239,226037.088,224281.230
67,mtZOA+G4,99428.553,600,200057.105,204592.954,202837.096
68,mtZOA+I+G4,99316.341,601,199834.682,204414.454,202619.306
69,mtZOA+F,106888.615,618,215013.231,220439.359,217876.622
70,mtZOA+F+I,105078.534,619,211395.069,216877.640,214263.093
71,mtZOA+F+G4,96845.133,619,194928.266,200410.837,197796.290
72,mtZOA+F+I+G4,96676.208,620,194592.415,200132.272,197465.073
73,VT,102324.427,599,205846.855,210339.355,208622.213
74,VT+I,100366.290,600,201932.580,206468.429,204712.571
75,VT+G4,95204.329,600,191608.658,196144.507,194388.649
76,VT+I+G4,95017.729,601,191237.457,195817.229,194022.082
77,VT+F,102536.241,618,206308.483,211734.610,209171.874
78,VT+F+I,100578.995,619,202395.990,207878.561,205264.014
79,VT+F+G4,95262.461,619,191762.922,197245.493,194630.946
80,VT+F+I+G4,95059.059,620,191358.119,196897.975,194230.776
81,LG,102129.017,599,205456.035,209948.535,208231.393
82,LG+I,100265.448,600,201730.895,206266.744,204510.886
83,LG+G4,94211.645,600,189623.290,194159.139,192403.281
84,LG+I+G4,94043.560,601,189289.120,193868.892,192073.744
85,LG+F,102326.516,618,205889.032,211315.160,208752.423
86,LG+F+I,100448.914,619,202135.827,207618.399,205003.851
87,LG+F+G4,94135.342,619,189508.684,194991.255,192376.708
88,LG+F+I+G4,93963.032,620,189166.064,194705.921,192038.722
89,DCMut,103647.655,599,208493.309,212985.809,211268.667
90,DCMut+I,101455.124,600,204110.249,208646.098,206890.240
91,DCMut+G4,96008.042,600,193216.084,197751.933,195996.075
92,DCMut+I+G4,95768.378,601,192738.756,197318.528,195523.380
93,DCMut+F,104192.511,618,209621.023,215047.150,212484.414
94,DCMut+F+I,102059.822,619,205357.645,210840.216,208225.669
95,DCMut+F+G4,96304.305,619,193846.610,199329.182,196714.634
96,DCMut+F+I+G4,96080.190,620,193400.381,198940.237,196273.038
97,PMB,103232.222,599,207662.445,212154.945,210437.803
98,PMB+I,101407.011,600,204014.022,208549.871,206794.013
99,PMB+G4,96188.307,600,193576.614,198112.463,196356.605
100,PMB+I+G4,96002.870,601,193207.740,197787.512,195992.364
101,PMB+F,102946.246,618,207128.492,212554.620,209991.883
102,PMB+F+I,101080.027,619,203398.053,208880.625,206266.077
103,PMB+F+G4,95786.012,619,192810.024,198292.595,195678.048
104,PMB+F+I+G4,95590.294,620,192420.587,197960.443,195293.245
105,HIVb,108903.120,599,219004.240,223496.740,221779.597
106,HIVb+I,106525.067,600,214250.134,218785.983,217030.125
107,HIVb+G4,99439.188,600,200078.375,204614.224,202858.366
108,HIVb+I+G4,99209.446,601,199620.893,204200.665,202405.517
109,HIVb+F,108849.072,618,218934.144,224360.272,221797.535
110,HIVb+F+I,106445.741,619,214129.483,219612.054,216997.507
111,HIVb+F+G4,98980.816,619,199199.633,204682.204,202067.657
112,HIVb+F+I+G4,98783.106,620,198806.212,204346.069,201678.870
113,HIVw,113121.815,599,227441.629,231934.129,230216.987
114,HIVw+I,110692.157,600,222584.313,227120.162,225364.304
115,HIVw+G4,104085.182,600,209370.364,213906.213,212150.355
116,HIVw+I+G4,103792.367,601,208786.734,213366.506,211571.358
117,HIVw+F,112778.159,618,226792.319,232218.446,229655.710
118,HIVw+F+I,110261.721,619,221761.441,227244.013,224629.465
119,HIVw+F+G4,103150.990,619,207539.979,213022.551,210408.003
120,HIVw+F+I+G4,102941.588,620,207123.177,212663.033,209995.834
121,JTTDCMut,103729.989,599,208657.979,213150.479,211433.337
122,JTTDCMut+I,101644.557,600,204489.113,209024.962,207269.104
123,JTTDCMut+G4,95790.674,600,192781.349,197317.198,195561.340
124,JTTDCMut+I+G4,95597.709,601,192397.418,196977.190,195182.042
125,JTTDCMut+F,104032.735,618,209301.470,214727.597,212164.860
126,JTTDCMut+F+I,101963.241,619,205164.483,210647.054,208032.507
127,JTTDCMut+F+G4,95840.939,619,192919.877,198402.449,195787.901
128,JTTDCMut+F+I+G4,95664.027,620,192568.055,198107.911,195440.712
129,FLU,106591.657,599,214381.313,218873.813,217156.671
130,FLU+I,104675.833,600,210551.665,215087.514,213331.656
131,FLU+G4,98284.385,600,197768.770,202304.619,200548.761
132,FLU+I+G4,98057.484,601,197316.967,201896.739,200101.592
133,FLU+F,106560.760,618,214357.519,219783.647,217220.910
134,FLU+F+I,104600.322,619,210438.644,215921.215,213306.668
135,FLU+F+G4,97790.843,619,196819.687,202302.258,199687.711
136,FLU+F+I+G4,97611.660,620,196463.320,202003.176,199335.977
137,Blosum62,102860.373,599,206918.746,211411.246,209694.104
138,Blosum62+I,101070.025,600,203340.050,207875.899,206120.041
139,Blosum62+G4,95816.916,600,192833.831,197369.680,195613.822
140,Blosum62+I+G4,95645.077,601,192492.154,197071.926,195276.778
141,Blosum62+F,102786.471,618,206808.943,212235.071,209672.334
142,Blosum62+F+I,100935.594,619,203109.187,208591.759,205977.211
143,Blosum62+F+G4,95614.934,619,192467.868,197950.439,195335.892
144,Blosum62+F+I+G4,95433.370,620,192106.741,197646.597,194979.398
145,mtMet,112424.383,599,226046.765,230539.265,228822.123
146,mtMet+I,110857.845,600,222915.689,227451.538,225695.680
147,mtMet+G4,101265.976,600,203731.953,208267.802,206511.944
148,mtMet+I+G4,101113.119,601,203428.238,208008.010,206212.862
149,mtMet+F,107486.762,618,216209.523,221635.651,219072.914
150,mtMet+F+I,105620.525,619,212479.049,217961.621,215347.073
151,mtMet+F+G4,97639.777,619,196517.555,202000.126,199385.579
152,mtMet+F+I+G4,97462.985,620,196165.970,201705.826,199038.628
153,mtVer,114667.537,599,230533.074,235025.574,233308.432
154,mtVer+I,113109.873,600,227419.747,231955.596,230199.738
155,mtVer+G4,102408.410,600,206016.820,210552.669,208796.811
156,mtVer+I+G4,102269.969,601,205741.938,210321.710,208526.563
157,mtVer+F,109763.845,618,220763.690,226189.817,223627.080
158,mtVer+F+I,107813.046,619,216864.091,222346.663,219732.116
159,mtVer+F+G4,99480.386,619,200198.772,205681.343,203066.796
160,mtVer+F+I+G4,99331.029,620,199902.058,205441.914,202774.715
161,mtInv,111587.613,599,224373.227,228865.727,227148.584
162,mtInv+I,109932.677,600,221065.353,225601.202,223845.344
163,mtInv+G4,101233.950,600,203667.900,208203.750,206447.892
164,mtInv+I+G4,101090.166,601,203382.332,207962.104,206166.956
165,mtInv+F,105805.564,618,212847.127,218273.255,215710.518
166,mtInv+F+I,103854.715,619,208947.429,214430.001,211815.453
167,mtInv+F+G4,96646.111,619,194530.223,200012.794,197398.247
168,mtInv+F+I+G4,96466.510,620,194173.020,199712.876,197045.678
