No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103888.360,599,208974.720,213439.316,211750.865
2,Dayhoff+I,101684.224,600,204568.447,209075.947,207349.227
3,Dayhoff+G4,96255.698,600,193711.395,198218.895,196492.175
4,Dayhoff+I+G4,95975.544,601,193153.087,197704.056,195938.502
5,Dayhoff+F,104483.307,618,210202.614,215590.530,213066.818
6,Dayhoff+F+I,102340.697,619,205919.395,211363.083,208788.233
7,Dayhoff+F+G4,96618.203,619,194474.406,199918.094,197343.244
8,Dayhoff+F+I+G4,96342.046,620,193924.092,199424.378,196797.565
9,mtMAM,120062.090,599,241322.181,245786.777,244098.326
10,mtMAM+I,118618.734,600,238437.468,242944.968,241218.248
11,mtMAM+G4,105161.369,600,211522.737,216030.237,214303.517
12,mtMAM+I+G4,104941.848,601,211085.696,215636.664,213871.111
13,mtMAM+F,113409.789,618,228055.579,233443.494,230919.782
14,mtMAM+F+I,111667.652,619,224573.304,230016.992,227442.142
15,mtMAM+F+G4,101060.083,619,203358.166,208801.854,206227.004
16,mtMAM+F+I+G4,100910.155,620,203060.311,208560.596,205933.783
17,JTT,104052.493,599,209302.985,213767.581,212079.131
18,JTT+I,101942.034,600,205084.068,209591.568,207864.848
19,JTT+G4,96077.332,600,193354.664,197862.164,196135.444
20,JTT+I+G4,95852.293,601,192906.586,197457.554,195692.000
21,JTT+F,104412.761,618,210061.523,215449.438,212925.726
22,JTT+F+I,102322.588,619,205883.176,211326.864,208752.014
23,JTT+F+G4,96195.088,619,193628.176,199071.864,196497.014
24,JTT+F+I+G4,95988.412,620,193216.825,198717.110,196090.297
25,WAG,101599.098,599,204396.196,208860.792,207172.341
26,WAG+I,99643.714,600,200487.429,204994.929,203268.209
27,WAG+G4,94767.552,600,190735.104,195242.604,193515.884
28,WAG+I+G4,94567.084,601,190336.167,194887.136,193121.582
29,WAG+F,101857.079,618,204950.158,210338.074,207814.362
30,WAG+F+I,99938.510,619,201115.020,206558.708,203983.858
31,WAG+F+G4,94874.667,619,190987.335,196431.023,193856.173
32,WAG+F+I+G4,94654.472,620,190548.944,196049.229,193422.416
33,cpREV,102654.090,599,206506.180,210970.776,209282.325
34,cpREV+I,100867.860,600,202935.719,207443.219,205716.499
35,cpREV+G4,95968.151,600,193136.303,197643.803,195917.083
36,cpREV+I+G4,95728.443,601,192658.886,197209.855,195444.301
37,cpREV+F,102411.695,618,206059.390,211447.306,208923.594
38,cpREV+F+I,100471.241,619,202180.482,207624.170,205049.320
39,cpREV+F+G4,95622.038,619,192482.076,197925.764,195350.914
40,cpREV+F+I+G4,95355.501,620,191951.001,197451.287,194824.474
41,mtREV,112132.878,599,225463.756,229928.352,228239.901
42,mtREV+I,110584.719,600,222369.438,226876.938,225150.218
43,mtREV+G4,101946.644,600,205093.289,209600.789,207874.069
44,mtREV+I+G4,101799.349,601,204800.697,209351.666,207586.112
45,mtREV+F,106477.084,618,214190.167,219578.083,217054.371
46,mtREV+F+I,104650.830,619,210539.660,215983.348,213408.498
47,mtREV+F+G4,97703.708,619,196645.417,202089.105,199514.255
48,mtREV+F+I+G4,97529.452,620,196298.905,201799.190,199172.377
49,rtREV,103305.370,599,207808.739,212273.336,210584.885
50,rtREV+I,101500.393,600,204200.786,208708.286,206981.566
51,rtREV+G4,95530.455,600,192260.909,196768.409,195041.689
52,rtREV+I+G4,95364.213,601,191930.425,196481.394,194715.840
53,rtREV+F,102814.696,618,206865.391,212253.307,209729.595
54,rtREV+F+I,100987.851,619,203213.702,208657.389,206082.540
55,rtREV+F+G4,94761.087,619,190760.173,196203.861,193629.011
56,rtREV+F+I+G4,94581.939,620,190403.878,195904.164,193277.351
57,mtART,116241.634,599,233681.267,238145.864,236457.413
58,mtART+I,114793.020,600,230786.040,235293.540,233566.820
59,mtART+G4,102514.549,600,206229.098,210736.598,209009.878
60,mtART+I+G4,102404.948,601,206011.897,210562.865,208797.311
61,mtART+F,109918.750,618,221073.500,226461.415,223937.703
62,mtART+F+I,108179.154,619,217596.308,223039.996,220465.146
63,mtART+F+G4,98559.130,619,198356.259,203799.947,201225.097
64,mtART+F+I+G4,98410.586,620,198061.173,203561.458,200934.645
65,mtZOA,111991.790,599,225181.579,229646.175,227957.725
66,mtZOA+I,110478.297,600,222156.594,226664.094,224937.374
67,mtZOA+G4,99753.267,600,200706.535,205214.035,203487.315
68,mtZOA+I+G4,99641.367,601,200484.733,205035.702,203270.148
69,mtZOA+F,107224.275,618,215684.549,221072.465,218548.752
70,mtZOA+F+I,105398.252,619,212034.505,217478.193,214903.343
71,mtZOA+F+G4,97155.607,619,195549.213,200992.901,198418.051
72,mtZOA+F+I+G4,96988.533,620,195217.065,200717.351,198090.538
