No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103718.308,599,208634.617,212358.969,211435.435
2,Dayhoff+I,101531.247,600,204262.494,208018.744,207067.988
3,Dayhoff+G4,96097.962,600,193395.923,197152.173,196201.417
4,Dayhoff+I+G4,95860.244,601,192922.488,196710.990,195732.658
5,Dayhoff+F,104255.469,618,209746.937,214143.972,212636.596
6,Dayhoff+F+I,102131.723,619,205501.447,209938.210,208395.781
7,Dayhoff+F+G4,96413.444,619,194064.889,198501.652,196959.223
8,Dayhoff+F+I+G4,96181.119,620,193602.239,198079.216,196501.249
9,mtMAM,119846.654,599,240891.308,244615.660,243692.126
10,mtMAM+I,118424.456,600,238048.911,241805.161,240854.405
11,mtMAM+G4,105000.981,600,211201.961,214958.211,214007.455
12,mtMAM+I+G4,104770.595,601,210743.189,214531.692,213553.359
13,mtMAM+F,113138.355,618,227512.710,231909.744,230402.369
14,mtMAM+F+I,111424.455,619,224086.910,228523.673,226981.245
15,mtMAM+F+G4,100874.564,619,202987.128,207423.891,205881.463
16,mtMAM+F+I+G4,100753.836,620,202747.672,207224.648,205646.682
17,JTT,103909.083,599,209016.167,212740.519,211816.985
18,JTT+I,101815.504,600,204831.007,208587.257,207636.501
19,JTT+G4,95932.381,600,193064.762,196821.012,195870.256
20,JTT+I+G4,95746.349,601,192694.698,196483.201,195504.868
21,JTT+F,104211.864,618,209659.727,214056.761,212549.386
22,JTT+F+I,102139.163,619,205516.325,209953.088,208410.660
23,JTT+F+G4,96023.194,619,193284.387,197721.150,196178.722
24,JTT+F+I+G4,95838.892,620,192917.784,197394.761,195816.795
25,WAG,101423.850,599,204045.699,207770.052,206846.517
26,WAG+I,99484.612,600,200169.224,203925.474,202974.718
27,WAG+G4,94597.006,600,190394.011,194150.261,193199.505
28,WAG+I+G4,94400.680,601,190003.360,193791.863,192813.530
29,WAG+F,101634.398,618,204504.796,208901.830,207394.455
30,WAG+F+I,99732.697,619,200703.395,205140.158,203597.729
31,WAG+F+G4,94664.348,619,190566.696,195003.459,193461.030
32,WAG+F+I+G4,94471.498,620,190182.996,194659.972,193082.006
33,cpREV,102503.869,599,206205.737,209930.089,209006.555
34,cpREV+I,100731.996,600,202663.992,206420.242,205469.486
35,cpREV+G4,95820.207,600,192840.413,196596.663,195645.907
36,cpREV+I+G4,95601.636,601,192405.273,196193.775,195215.443
37,cpREV+F,102208.424,618,205652.849,210049.883,208542.508
38,cpREV+F+I,100284.670,619,201807.340,206244.103,204701.675
39,cpREV+F+G4,95427.983,619,192093.966,196530.729,194988.301
40,cpREV+F+I+G4,95191.897,620,191623.793,196100.770,194522.804
41,mtREV,111924.812,599,225047.624,228771.977,227848.442
42,mtREV+I,110397.897,600,221995.795,225752.045,224801.289
43,mtREV+G4,101781.918,600,204763.836,208520.086,207569.330
44,mtREV+I+G4,101652.847,601,204507.694,208296.197,207317.864
45,mtREV+F,106186.932,618,213609.864,218006.898,216499.522
46,mtREV+F+I,104386.905,619,210011.810,214448.573,212906.145
47,mtREV+F+G4,97505.527,619,196249.055,200685.818,199143.389
48,mtREV+F+I+G4,97348.541,620,195937.082,200414.058,198836.092
49,rtREV,103100.046,599,207398.093,211122.445,210198.911
50,rtREV+I,101314.408,600,203828.815,207585.065,206634.309
51,rtREV+G4,95331.138,600,191862.275,195618.525,194667.769
52,rtREV+I+G4,95214.411,601,191630.822,195419.325,194440.992
53,rtREV+F,102559.512,618,206355.023,210752.058,209244.682
54,rtREV+F+I,100752.390,619,202742.779,207179.542,205637.114
55,rtREV+F+G4,94522.903,619,190283.806,194720.569,193178.141
56,rtREV+F+I+G4,94374.975,620,189989.951,194466.927,192888.961
57,mtART,116009.776,599,233217.552,236941.904,236018.370
58,mtART+I,114584.334,600,230368.668,234124.918,233174.161
59,mtART+G4,102345.886,600,205891.772,209648.022,208697.266
60,mtART+I+G4,102232.120,601,205666.239,209454.742,208476.409
61,mtART+F,109671.971,618,220579.943,224976.977,223469.602
62,mtART+F+I,107956.915,619,217151.830,221588.593,220046.165
63,mtART+F+G4,98413.631,619,198065.263,202502.026,200959.598
64,mtART+F+I+G4,98251.281,620,197742.562,202219.539,200641.573
65,mtZOA,111812.500,599,224822.999,228547.352,227623.818
66,mtZOA+I,110317.862,600,221835.723,225591.973,224641.217
67,mtZOA+G4,99609.283,600,200418.567,204174.817,203224.061
68,mtZOA+I+G4,99495.224,601,200192.449,203980.951,203002.619
69,mtZOA+F,106995.424,618,215226.849,219623.883,218116.507
70,mtZOA+F+I,105191.738,619,211621.477,216058.240,214515.811
71,mtZOA+F+G4,96997.167,619,195232.334,199669.097,198126.668
72,mtZOA+F+I+G4,96832.700,620,194905.400,199382.376,197804.410
73,VT,102386.276,599,205970.552,209694.905,208771.370
74,VT+I,100432.076,600,202064.152,205820.402,204869.646
75,VT+G4,95255.298,600,191710.596,195466.846,194516.090
76,VT+I+G4,95093.660,601,191389.320,195177.823,194199.490
77,VT+F,102584.097,618,206404.195,210801.229,209293.853
78,VT+F+I,100631.602,619,202501.204,206937.967,205395.539
79,VT+F+G4,95324.723,619,191887.447,196324.210,194781.781
80,VT+F+I+G4,95138.707,620,191517.413,195994.390,194416.423
81,LG,102188.788,599,205575.576,209299.928,208376.394
82,LG+I,100330.192,600,201860.384,205616.634,204665.877
83,LG+G4,94277.990,600,189755.980,193512.230,192561.474
84,LG+I+G4,94124.210,601,189450.420,193238.922,192260.589
85,LG+F,102380.876,618,205997.752,210394.787,208887.411
86,LG+F+I,100508.901,619,202255.802,206692.565,205150.136
87,LG+F+G4,94221.287,619,189680.575,194117.338,192574.909
88,LG+F+I+G4,94051.731,620,189343.462,193820.438,192242.472
89,DCMut,103714.550,599,208627.100,212351.452,211427.918
90,DCMut+I,101527.649,600,204255.298,208011.548,207060.792
91,DCMut+G4,96101.789,600,193403.579,197159.829,196209.072
92,DCMut+I+G4,95863.559,601,192929.117,196717.620,195739.287
93,DCMut+F,104248.606,618,209733.213,214130.247,212622.871
94,DCMut+F+I,102124.772,619,205487.544,209924.307,208381.878
95,DCMut+F+G4,96415.088,619,194068.176,198504.939,196962.511
96,DCMut+F+I+G4,96182.053,620,193604.106,198081.082,196503.116
97,PMB,103284.389,599,207766.778,211491.130,210567.596
98,PMB+I,101461.441,600,204122.883,207879.133,206928.377
99,PMB+G4,96236.702,600,193673.403,197429.653,196478.897
100,PMB+I+G4,96077.142,601,193356.284,197144.786,196166.454
101,PMB+F,102983.754,618,207203.509,211600.543,210093.167
102,PMB+F+I,101121.154,619,203480.308,207917.071,206374.643
103,PMB+F+G4,95844.953,619,192927.906,197364.669,195822.240
104,PMB+F+I+G4,95664.349,620,192568.698,197045.675,195467.709
105,HIVb,109023.099,599,219244.197,222968.550,222045.015
106,HIVb+I,106651.630,600,214503.260,218259.510,217308.754
