No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103970.047,599,209138.094,213468.215,211918.162
2,Dayhoff+I,101777.756,600,204755.513,209126.422,207540.222
3,Dayhoff+G4,96250.115,600,193700.230,198071.139,196484.939
4,Dayhoff+I+G4,96002.587,601,193207.175,197619.394,195996.525
5,Dayhoff+F,104511.953,618,210259.906,215464.559,213128.157
6,Dayhoff+F+I,102381.349,619,206000.697,211257.957,208873.589
7,Dayhoff+F+G4,96550.363,619,194338.727,199595.987,197211.618
8,Dayhoff+F+I+G4,96315.729,620,193871.457,199182.078,196748.990
9,mtMAM,120117.265,599,241432.529,245762.650,244212.597
10,mtMAM+I,118700.891,600,238601.781,242972.690,241386.491
11,mtMAM+G4,105152.514,600,211505.028,215875.937,214289.737
12,mtMAM+I+G4,104942.955,601,211087.910,215500.129,213877.260
13,mtMAM+F,113433.716,618,228103.431,233308.084,230971.682
14,mtMAM+F+I,111719.450,619,224676.900,229934.160,227549.791
15,mtMAM+F+G4,101039.037,619,203316.075,208573.335,206188.966
16,mtMAM+F+I+G4,100895.748,620,203031.496,208342.117,205909.029
17,JTT,104133.442,599,209464.885,213795.005,212244.953
18,JTT+I,102035.124,600,205270.249,209641.158,208054.958
19,JTT+G4,96089.356,600,193378.713,197749.622,196163.422
20,JTT+I+G4,95893.079,601,192988.158,197400.377,195777.508
21,JTT+F,104461.646,618,210159.292,215363.945,213027.543
22,JTT+F+I,102383.332,619,206004.664,211261.924,208877.556
23,JTT+F+G4,96172.430,619,193582.859,198840.120,196455.751
24,JTT+F+I+G4,95992.021,620,193224.042,198534.662,196101.574
25,WAG,101647.697,599,204493.393,208823.514,207273.462
26,WAG+I,99704.875,600,200609.750,204980.660,203394.460
27,WAG+G4,94759.595,600,190719.190,195090.099,193503.899
28,WAG+I+G4,94558.065,601,190318.131,194730.350,193107.481
29,WAG+F,101876.265,618,204988.530,210193.183,207856.780
30,WAG+F+I,99970.406,619,201178.812,206436.073,204051.704
31,WAG+F+G4,94827.136,619,190892.272,196149.533,193765.164
32,WAG+F+I+G4,94632.808,620,190505.616,195816.237,193383.149
33,cpREV,102718.070,599,206634.139,210964.260,209414.208
34,cpREV+I,100939.920,600,203079.840,207450.749,205864.549
35,cpREV+G4,95984.090,600,193168.180,197539.089,195952.889
36,cpREV+I+G4,95768.519,601,192739.037,197151.257,195528.388
37,cpREV+F,102455.514,618,206147.028,211351.681,209015.279
38,cpREV+F+I,100521.957,619,202281.913,207539.174,205154.805
39,cpREV+F+G4,95592.078,619,192422.156,197679.416,195295.048
40,cpREV+F+I+G4,95349.391,620,191938.783,197249.403,194816.315
41,mtREV,112150.737,599,225499.473,229829.594,228279.541
42,mtREV+I,110626.816,600,222453.632,226824.541,225238.341
43,mtREV+G4,101932.149,600,205064.298,209435.208,207849.008
