No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103799.537,599,208797.074,212521.427,211597.892
2,Dayhoff+I,101612.011,600,204424.022,208180.272,207229.516
3,Dayhoff+G4,96126.357,600,193452.715,197208.965,196258.209
4,Dayhoff+I+G4,95855.331,601,192912.662,196701.165,195722.832
5,Dayhoff+F,104362.019,618,209960.038,214357.073,212849.697
6,Dayhoff+F+I,102236.673,619,205711.346,210148.109,208605.680
7,Dayhoff+F+G4,96444.392,619,194126.784,198563.547,197021.118
8,Dayhoff+F+I+G4,96171.385,620,193582.770,198059.746,196481.780
9,mtMAM,119976.015,599,241150.030,244874.383,243950.848
10,mtMAM+I,118557.310,600,238314.620,242070.870,241120.114
11,mtMAM+G4,105013.610,600,211227.220,214983.470,214032.714
12,mtMAM+I+G4,104789.759,601,210781.518,214570.020,213591.688
13,mtMAM+F,113283.905,618,227803.810,232200.844,230693.468
14,mtMAM+F+I,111574.373,619,224386.745,228823.508,227281.080
15,mtMAM+F+G4,100915.283,619,203068.567,207505.330,205962.902
16,mtMAM+F+I+G4,100782.791,620,202805.582,207282.559,205704.592
17,JTT,103987.003,599,209172.006,212896.358,211972.824
18,JTT+I,101892.639,600,204985.278,208741.528,207790.771
19,JTT+G4,95963.269,600,193126.538,196882.788,195932.032
20,JTT+I+G4,95761.682,601,192725.363,196513.866,195535.533
21,JTT+F,104307.075,618,209850.151,214247.185,212739.810
22,JTT+F+I,102233.918,619,205705.837,210142.600,208600.171
23,JTT+F+G4,96061.742,619,193361.483,197798.246,196255.818
24,JTT+F+I+G4,95860.356,620,192960.712,197437.689,195859.722
25,WAG,101509.570,599,204217.140,207941.492,207017.958
26,WAG+I,99569.871,600,200339.741,204095.991,203145.235
27,WAG+G4,94642.998,600,190485.996,194242.246,193291.490
28,WAG+I+G4,94437.130,601,190076.259,193864.762,192886.429
29,WAG+F,101741.013,618,204718.026,209115.061,207607.685
30,WAG+F+I,99838.943,619,200915.887,205352.650,203810.221
31,WAG+F+G4,94719.864,619,190677.728,195114.491,193572.063
32,WAG+F+I+G4,94516.003,620,190272.006,194748.983,193171.017
33,cpREV,102577.346,599,206352.691,210077.043,209153.509
34,cpREV+I,100802.521,600,202805.043,206561.293,205610.537
35,cpREV+G4,95849.418,600,192898.836,196655.086,195704.330
36,cpREV+I+G4,95621.900,601,192445.801,196234.303,195255.971
37,cpREV+F,102305.727,618,205847.454,210244.488,208737.113
38,cpREV+F+I,100378.365,619,201994.729,206431.492,204889.064
39,cpREV+F+G4,95485.404,619,192208.809,196645.572,195103.143
40,cpREV+F+I+G4,95216.975,620,191673.949,196150.926,194572.960
41,mtREV,112037.914,599,225273.828,228998.181,228074.647
42,mtREV+I,110512.391,600,222224.781,225981.031,225030.275
43,mtREV+G4,101804.914,600,204809.828,208566.078,207615.322
44,mtREV+I+G4,101653.019,601,204508.038,208296.541,207318.208
45,mtREV+F,106345.585,618,213927.170,218324.205,216816.829
46,mtREV+F+I,104543.618,619,210325.236,214761.999,213219.571
47,mtREV+F+G4,97548.781,619,196335.563,200772.326,199229.897
48,mtREV+F+I+G4,97399.475,620,196038.951,200515.927,198937.961
49,rtREV,103188.353,599,207574.706,211299.058,210375.524
50,rtREV+I,101402.989,600,204005.977,207762.227,206811.471
51,rtREV+G4,95360.327,600,191920.653,195676.903,194726.147
52,rtREV+I+G4,95235.405,601,191672.810,195461.313,194482.980
53,rtREV+F,102679.951,618,206595.902,210992.936,209485.560
54,rtREV+F+I,100872.297,619,202982.593,207419.356,205876.928
55,rtREV+F+G4,94584.700,619,190407.401,194844.164,193301.735
56,rtREV+F+I+G4,94429.331,620,190098.662,194575.639,192997.672
57,mtART,116148.600,599,233495.200,237219.552,236296.018
58,mtART+I,114722.459,600,230644.918,234401.168,233450.412
59,mtART+G4,102365.854,600,205931.708,209687.958,208737.202
60,mtART+I+G4,102273.056,601,205748.112,209536.615,208558.282
61,mtART+F,109826.002,618,220888.004,225285.039,223777.663
62,mtART+F+I,108109.631,619,217457.263,221894.026,220351.598
