No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103856.595,599,208911.191,212817.713,211705.172
2,Dayhoff+I,101737.548,600,204675.096,208616.079,207473.741
3,Dayhoff+G4,96174.085,600,193548.169,197489.153,196346.815
4,Dayhoff+I+G4,95926.334,601,193054.667,197030.513,195857.977
5,Dayhoff+F,104407.915,618,210051.830,214688.702,212934.435
6,Dayhoff+F+I,102351.409,619,205940.819,210621.063,208828.088
7,Dayhoff+F+G4,96473.154,619,194184.308,198864.552,197071.577
8,Dayhoff+F+I+G4,96245.109,620,193730.219,198454.391,196622.152
9,mtMAM,120020.908,599,241239.815,245146.337,244033.796
10,mtMAM+I,118601.884,600,238403.768,242344.752,241202.413
11,mtMAM+G4,105063.450,600,211326.900,215267.884,214125.546
12,mtMAM+I+G4,104846.978,601,210895.956,214871.802,213699.265
13,mtMAM+F,113354.578,618,227945.156,232582.029,230827.761
14,mtMAM+F+I,111675.162,619,224588.324,229268.567,227475.593
15,mtMAM+F+G4,100970.627,619,203179.254,207859.498,206066.524
16,mtMAM+F+I+G4,100844.349,620,202928.697,207652.869,205820.631
17,JTT,104040.862,599,209279.724,213186.246,212073.705
18,JTT+I,101990.236,600,205180.473,209121.456,207979.118
19,JTT+G4,96009.670,600,193219.341,197160.325,196017.986
20,JTT+I+G4,95805.621,601,192813.243,196789.089,195616.553
21,JTT+F,104363.740,618,209963.480,214600.353,212846.085
22,JTT+F+I,102340.572,619,205919.145,210599.389,208806.414
23,JTT+F+G4,96089.638,619,193417.276,198097.520,196304.546
24,JTT+F+I+G4,95902.335,620,193044.670,197768.842,195936.604
25,WAG,101569.310,599,204336.620,208243.142,207130.601
26,WAG+I,99689.781,600,200579.562,204520.545,203378.207
27,WAG+G4,94696.081,600,190592.162,194533.145,193390.807
28,WAG+I+G4,94496.610,601,190195.220,194171.066,192998.530
29,WAG+F,101795.271,618,204826.542,209463.414,207709.146
30,WAG+F+I,99952.532,619,201143.063,205823.307,204030.332
31,WAG+F+G4,94763.475,619,190764.950,195445.194,193652.219
32,WAG+F+I+G4,94572.676,620,190385.353,195109.525,193277.286
33,cpREV,102642.218,599,206482.437,210388.958,209276.418
34,cpREV+I,100928.185,600,203056.370,206997.354,205855.016
35,cpREV+G4,95910.671,600,193021.343,196962.326,195819.988
36,cpREV+I+G4,95698.470,601,192598.941,196574.787,195402.251
37,cpREV+F,102372.238,618,205980.476,210617.349,208863.081
38,cpREV+F+I,100517.021,619,202272.043,206952.287,205159.312
