No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103747.416,599,208692.832,212871.902,211477.574
2,Dayhoff+I,101631.419,600,204462.838,208680.382,207252.228
3,Dayhoff+G4,96128.655,600,193457.310,197674.854,196246.701
4,Dayhoff+I+G4,95888.745,601,192979.490,197235.984,195773.530
5,Dayhoff+F,104287.108,618,209810.216,214810.765,212683.288
6,Dayhoff+F+I,102234.755,619,205707.510,210757.247,208585.231
7,Dayhoff+F+G4,96429.950,619,194097.899,199147.636,196975.621
8,Dayhoff+F+I+G4,96204.272,620,193648.544,198748.146,196530.914
9,mtMAM,119948.417,599,241094.833,245273.903,243879.575
10,mtMAM+I,118533.998,600,238267.995,242485.539,241057.386
11,mtMAM+G4,104964.544,600,211129.089,215346.632,213918.479
12,mtMAM+I+G4,104792.573,601,210787.146,215043.640,213581.186
13,mtMAM+F,113253.693,618,227743.387,232743.936,230616.459
14,mtMAM+F+I,111575.601,619,224389.202,229438.939,227266.924
15,mtMAM+F+G4,100945.158,619,203128.317,208178.054,206006.038
16,mtMAM+F+I+G4,100789.071,620,202818.141,207917.744,205700.511
17,JTT,103947.480,599,209092.960,213272.030,211877.702
18,JTT+I,101900.826,600,205001.652,209219.196,207791.043
19,JTT+G4,95969.596,600,193139.191,197356.735,195928.582
20,JTT+I+G4,95772.489,601,192746.977,197003.472,195541.017
21,JTT+F,104266.559,618,209769.117,214769.666,212642.190
22,JTT+F+I,102247.570,619,205733.140,210782.877,208610.862
23,JTT+F+G4,96052.504,619,193343.008,198392.745,196220.729
24,JTT+F+I+G4,95863.254,620,192966.508,198066.110,195848.878
25,WAG,101453.369,599,204104.739,208283.809,206889.480
26,WAG+I,99576.933,600,200353.865,204571.409,203143.256
27,WAG+G4,94636.404,600,190472.809,194690.353,193262.200
28,WAG+I+G4,94447.415,601,190096.830,194353.324,192890.870
29,WAG+F,101677.270,618,204590.540,209591.089,207463.612
30,WAG+F+I,99838.394,619,200914.789,205964.525,203792.510
31,WAG+F+G4,94701.707,619,190641.414,195691.151,193519.135
32,WAG+F+I+G4,94512.071,620,190264.142,195363.745,193146.512
33,cpREV,102499.894,599,206197.788,210376.857,208982.529
34,cpREV+I,100790.466,600,202780.931,206998.475,205570.322
35,cpREV+G4,95840.218,600,192880.437,197097.980,195669.827
36,cpREV+I+G4,95626.701,601,192455.401,196711.895,195249.441
37,cpREV+F,102237.703,618,205711.406,210711.955,208584.479
38,cpREV+F+I,100388.268,619,202014.536,207064.272,204892.257
39,cpREV+F+G4,95460.116,619,192158.231,197207.968,195035.953
40,cpREV+F+I+G4,95222.441,620,191684.881,196784.484,194567.252
41,mtREV,111948.726,599,225095.451,229274.521,227880.193
42,mtREV+I,110436.862,600,222073.724,226291.268,224863.115
43,mtREV+G4,101805.514,600,204811.028,209028.572,207600.419
44,mtREV+I+G4,101643.109,601,204488.219,208744.713,207282.259
45,mtREV+F,106277.802,618,213791.605,218792.154,216664.677
46,mtREV+F+I,104519.999,619,210277.997,215327.734,213155.719
47,mtREV+F+G4,97550.492,619,196338.983,201388.720,199216.705
48,mtREV+F+I+G4,97384.295,620,196008.590,201108.193,198890.961
49,rtREV,103140.875,599,207479.751,211658.821,210264.493
50,rtREV+I,101400.844,600,204001.687,208219.231,206791.078
51,rtREV+G4,95387.230,600,191974.460,196192.004,194763.851
52,rtREV+I+G4,95242.335,601,191686.670,195943.165,194480.710
53,rtREV+F,102615.453,618,206466.905,211467.454,209339.978
54,rtREV+F+I,100855.667,619,202949.335,207999.072,205827.056
55,rtREV+F+G4,94581.809,619,190401.617,195451.354,193279.339
56,rtREV+F+I+G4,94412.562,620,190065.125,195164.727,192947.495
57,mtART,116044.692,599,233287.385,237466.455,236072.127
58,mtART+I,114633.327,600,230466.654,234684.198,233256.045
59,mtART+G4,102348.942,600,205897.884,210115.428,208687.275
60,mtART+I+G4,102220.374,601,205642.748,209899.242,208436.788
61,mtART+F,109740.708,618,220717.415,225717.964,223590.488
62,mtART+F+I,108068.104,619,217374.209,222423.946,220251.930
63,mtART+F+G4,98434.331,619,198106.662,203156.399,200984.384
64,mtART+F+I+G4,98267.772,620,197775.543,202875.146,200657.914
65,mtZOA,111826.850,599,224851.701,229030.770,227636.442
66,mtZOA+I,110348.605,600,221897.210,226114.754,224686.601
67,mtZOA+G4,99603.286,600,200406.571,204624.115,203195.962
68,mtZOA+I+G4,99482.429,601,200166.859,204423.353,202960.898
69,mtZOA+F,107063.377,618,215362.754,220363.303,218235.827
70,mtZOA+F+I,105306.219,619,211850.438,216900.174,214728.159
71,mtZOA+F+G4,97033.442,619,195304.884,200354.620,198182.605
72,mtZOA+F+I+G4,96841.107,620,194922.214,200021.816,197804.584
73,VT,102414.990,599,206027.980,210207.050,208812.722
74,VT+I,100512.152,600,202224.304,206441.847,205013.694
75,VT+G4,95308.486,600,191816.971,196034.515,194606.362
76,VT+I+G4,95122.280,601,191446.559,195703.054,194240.599
77,VT+F,102633.856,618,206503.713,211504.262,209376.785
78,VT+F+I,100735.266,619,202708.533,207758.269,205586.254
79,VT+F+G4,95381.404,619,192000.808,197050.545,194878.530
80,VT+F+I+G4,95178.714,620,191597.428,196697.031,194479.799
81,LG,102241.586,599,205681.172,209860.242,208465.914
82,LG+I,100423.712,600,202047.424,206264.968,204836.815
83,LG+G4,94341.379,600,189882.757,194100.301,192672.148
84,LG+I+G4,94170.991,601,189543.982,193800.476,192338.022
85,LG+F,102446.561,618,206129.122,211129.671,209002.194
86,LG+F+I,100617.559,619,202473.119,207522.856,205350.840
87,LG+F+G4,94273.262,619,189784.523,194834.260,192662.245
88,LG+F+I+G4,94096.626,620,189433.253,194532.855,192315.623
89,DCMut,103743.323,599,208684.646,212863.716,211469.388
90,DCMut+I,101627.370,600,204454.740,208672.284,207244.131
91,DCMut+G4,96132.164,600,193464.327,197681.871,196253.718
92,DCMut+I+G4,95891.944,601,192985.888,197242.382,195779.928
93,DCMut+F,104279.983,618,209795.967,214796.516,212669.039
94,DCMut+F+I,102227.382,619,205692.764,210742.501,208570.485
95,DCMut+F+G4,96431.333,619,194100.666,199150.403,196978.387
96,DCMut+F+I+G4,96204.807,620,193649.614,198749.217,196531.985
97,PMB,103310.319,599,207818.638,211997.708,210603.380
98,PMB+I,101535.425,600,204270.850,208488.394,207060.241
99,PMB+G4,96276.417,600,193752.834,197970.378,196542.225
100,PMB+I+G4,96102.514,601,193407.027,197663.522,196201.067
101,PMB+F,103035.455,618,207306.910,212307.459,210179.982
102,PMB+F+I,101224.380,619,203686.760,208736.497,206564.481
103,PMB+F+G4,95891.964,619,193021.928,198071.665,195899.650
104,PMB+F+I+G4,95710.061,620,192660.122,197759.724,195542.492
105,HIVb,109081.435,599,219360.870,223539.940,222145.612
106,HIVb+I,106744.225,600,214688.451,218905.995,217477.842
107,HIVb+G4,99593.564,600,200387.129,204604.673,203176.520
108,HIVb+I+G4,99353.118,601,199908.236,204164.730,202702.276
109,HIVb+F,109040.189,618,219316.378,224316.927,222189.451
110,HIVb+F+I,106691.561,619,214621.122,219670.859,217498.843
111,HIVb+F+G4,99150.805,619,199539.610,204589.347,202417.331
112,HIVb+F+I+G4,98946.773,620,199133.546,204233.149,202015.916
113,HIVw,113245.511,599,227689.022,231868.092,230473.764
114,HIVw+I,110885.668,600,222971.335,227188.879,225760.726
115,HIVw+G4,104204.800,600,209609.599,213827.143,212398.990
116,HIVw+I+G4,103941.125,601,209084.249,213340.743,211878.289
117,HIVw+F,112924.468,618,227084.936,232085.485,229958.008
118,HIVw+F+I,110500.962,619,222239.923,227289.660,225117.645
119,HIVw+F+G4,103328.425,619,207894.851,212944.588,210772.572
120,HIVw+F+I+G4,103104.264,620,207448.529,212548.131,210330.899
121,JTTDCMut,103847.539,599,208893.078,213072.148,211677.820
122,JTTDCMut+I,101816.131,600,204832.261,209049.805,207621.652
123,JTTDCMut+G4,95920.527,600,193041.055,197258.599,195830.445
124,JTTDCMut+I+G4,95726.846,601,192655.692,196912.186,195449.732
125,JTTDCMut+F,104157.499,618,209550.999,214551.548,212424.071
126,JTTDCMut+F+I,102149.705,619,205537.410,210587.146,208415.131
127,JTTDCMut+F+G4,95985.036,619,193208.072,198257.809,196085.794
128,JTTDCMut+F+I+G4,95792.577,620,192825.154,197924.757,195707.525
129,FLU,106756.142,599,214710.283,218889.353,217495.025
130,FLU+I,104885.716,600,210971.432,215188.976,213760.823
131,FLU+G4,98464.656,600,198129.312,202346.856,200918.702
132,FLU+I+G4,98232.645,601,197667.291,201923.785,200461.330
133,FLU+F,106743.620,618,214723.240,219723.789,217596.312
134,FLU+F+I,104844.344,619,210926.687,215976.424,213804.409
135,FLU+F+G4,98005.640,619,197249.281,202299.018,200127.002
136,FLU+F+I+G4,97789.461,620,196818.923,201918.526,199701.293
137,Blosum62,102943.295,599,207084.589,211263.659,209869.331
138,Blosum62+I,101207.030,600,203614.060,207831.604,206403.450
139,Blosum62+G4,95907.307,600,193014.614,197232.157,195804.004
140,Blosum62+I+G4,95751.890,601,192705.780,196962.274,195499.819
141,Blosum62+F,102882.147,618,207000.294,212000.843,209873.367
142,Blosum62+F+I,101086.247,619,203410.493,208460.230,206288.214
143,Blosum62+F+G4,95723.380,619,192684.760,197734.497,195562.482
144,Blosum62+F+I+G4,95559.847,620,192359.694,197459.297,195242.064
145,mtMet,112604.005,599,226406.011,230585.081,229190.752
146,mtMet+I,111064.910,600,223329.820,227547.364,226119.210
147,mtMet+G4,101438.310,600,204076.619,208294.163,206866.010
148,mtMet+I+G4,101283.256,601,203768.511,208025.005,206562.551
149,mtMet+F,107686.431,618,216608.862,221609.411,219481.934
150,mtMet+F+I,105878.073,619,212994.146,218043.883,215871.867
151,mtMet+F+G4,97825.393,619,196888.785,201938.522,199766.507
152,mtMet+F+I+G4,97650.074,620,196540.149,201639.751,199422.519
153,mtVer,114887.686,599,230973.372,235152.441,233758.113
154,mtVer+I,113357.539,600,227915.077,232132.621,230704.468
155,mtVer+G4,102645.020,600,206490.039,210707.583,209279.430
156,mtVer+I+G4,102501.741,601,206205.483,210461.977,208999.522
157,mtVer+F,109974.187,618,221184.374,226184.923,224057.447
158,mtVer+F+I,108088.656,619,217415.311,222465.048,220293.033
