No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103711.975,599,208621.950,212706.041,211409.788
2,Dayhoff+I,101603.517,600,204407.034,208528.177,207199.526
3,Dayhoff+G4,96065.690,600,193331.380,197452.523,196123.872
4,Dayhoff+I+G4,95831.477,601,192864.954,197023.597,195662.099
5,Dayhoff+F,104255.062,618,209746.123,214619.270,212622.390
6,Dayhoff+F+I,102209.944,619,205657.888,210578.145,208538.809
7,Dayhoff+F+G4,96353.721,619,193945.442,198865.699,196826.363
8,Dayhoff+F+I+G4,96144.657,620,193529.314,198497.314,196414.889
9,mtMAM,119723.693,599,240645.387,244729.478,243433.224
10,mtMAM+I,118331.839,600,237863.678,241984.821,240656.169
11,mtMAM+G4,104803.854,600,210807.707,214928.850,213600.199
12,mtMAM+I+G4,104551.974,601,210305.949,214464.592,213103.094
13,mtMAM+F,113088.258,618,227412.516,232285.662,230288.782
14,mtMAM+F+I,111434.488,619,224106.976,229027.232,226987.896
15,mtMAM+F+G4,100751.936,619,202741.872,207662.129,205622.793
16,mtMAM+F+I+G4,100632.704,620,202505.409,207473.409,205390.983
17,JTT,103890.832,599,208979.663,213063.754,211767.501
18,JTT+I,101853.335,600,204906.670,209027.813,207699.161
19,JTT+G4,95898.284,600,192996.567,197117.710,195789.059
20,JTT+I+G4,95710.472,601,192622.943,196781.587,195420.089
21,JTT+F,104195.306,618,209626.612,214499.758,212502.878
22,JTT+F+I,102186.211,619,205610.423,210530.679,208491.343
23,JTT+F+G4,95956.946,619,193151.891,198072.148,196032.812
24,JTT+F+I+G4,95784.425,620,192808.849,197776.849,195694.424
25,WAG,101422.141,599,204042.282,208126.373,206830.119
26,WAG+I,99555.092,600,200310.185,204431.327,203102.676
27,WAG+G4,94588.741,600,190377.481,194498.624,193169.973
28,WAG+I+G4,94391.853,601,189985.706,194144.350,192782.852
29,WAG+F,101632.926,618,204501.852,209374.999,207378.119
30,WAG+F+I,99804.209,619,200846.419,205766.675,203727.339
31,WAG+F+G4,94645.230,619,190528.460,195448.716,193409.380
32,WAG+F+I+G4,94455.044,620,190150.088,195118.088,193035.663
33,cpREV,102471.011,599,206140.023,210224.114,208927.860
34,cpREV+I,100765.994,600,202731.989,206853.132,205524.480
35,cpREV+G4,95783.006,600,192766.013,196887.156,195558.504
36,cpREV+I+G4,95577.006,601,192356.013,196514.657,195153.159
37,cpREV+F,102189.789,618,205615.577,210488.724,208491.844
38,cpREV+F+I,100344.554,619,201927.108,206847.365,204808.029
39,cpREV+F+G4,95403.881,619,192045.762,196966.018,194926.682
40,cpREV+F+I+G4,95163.388,620,191566.776,196534.776,194452.351
41,mtREV,111835.894,599,224869.789,228953.880,227657.626
42,mtREV+I,110340.580,600,221881.160,226002.303,224673.652
43,mtREV+G4,101625.658,600,204451.317,208572.459,207243.808
44,mtREV+I+G4,101518.265,601,204238.531,208397.175,207035.677
