No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103893.377,599,208984.753,212748.104,211784.059
2,Dayhoff+I,101701.847,600,204603.694,208399.484,207407.673
3,Dayhoff+G4,96194.746,600,193589.492,197385.281,196393.470
4,Dayhoff+I+G4,95943.758,601,193089.516,196918.109,195898.168
5,Dayhoff+F,104452.786,618,210141.572,214589.735,213029.671
6,Dayhoff+F+I,102322.466,619,205882.931,210371.586,208775.703
7,Dayhoff+F+G4,96507.015,619,194252.031,198740.686,197144.802
8,Dayhoff+F+I+G4,96274.454,620,193788.908,198318.555,196686.352
9,mtMAM,120004.326,599,241206.652,244970.002,244005.957
10,mtMAM+I,118580.174,600,238360.349,242156.138,241164.327
11,mtMAM+G4,105017.570,600,211235.141,215030.930,214039.119
12,mtMAM+I+G4,104828.128,601,210858.255,214686.848,213666.907
13,mtMAM+F,113331.134,618,227898.267,232346.430,230786.365
14,mtMAM+F+I,111615.132,619,224468.265,228956.920,227361.036
15,mtMAM+F+G4,100954.999,619,203147.999,207636.654,206040.770
16,mtMAM+F+I+G4,100817.438,620,202874.876,207404.523,205772.321
17,JTT,104061.605,599,209321.210,213084.561,212120.516
18,JTT+I,101961.226,600,205122.452,208918.242,207926.431
19,JTT+G4,96015.183,600,193230.367,197026.156,196034.346
20,JTT+I+G4,95801.512,601,192805.025,196633.617,195613.677
21,JTT+F,104389.046,618,210014.091,214462.254,212902.189
22,JTT+F+I,102309.601,619,205857.202,210345.857,208749.973
23,JTT+F+G4,96098.935,619,193435.871,197924.526,196328.642
24,JTT+F+I+G4,95904.273,620,193048.547,197578.194,195945.992
25,WAG,101614.302,599,204426.604,208189.955,207225.910
26,WAG+I,99668.872,600,200537.743,204333.533,203341.722
27,WAG+G4,94712.747,600,190625.495,194421.284,193429.473
28,WAG+I+G4,94515.458,601,190232.915,194061.508,193041.567
29,WAG+F,101840.211,618,204916.423,209364.586,207804.521
30,WAG+F+I,99931.393,619,201100.786,205589.441,203993.557
31,WAG+F+G4,94779.202,619,190796.404,195285.059,193689.176
32,WAG+F+I+G4,94579.373,620,190398.746,194928.393,193296.190
33,cpREV,102666.882,599,206531.763,210295.114,209331.069
34,cpREV+I,100890.669,600,202981.338,206777.127,205785.317
35,cpREV+G4,95907.242,600,193014.484,196810.274,195818.463
36,cpREV+I+G4,95697.384,601,192596.769,196425.361,195405.421
37,cpREV+F,102401.623,618,206039.245,210487.408,208927.343
38,cpREV+F+I,100472.113,619,202182.226,206670.881,205074.997
39,cpREV+F+G4,95522.347,619,192282.694,196771.349,195175.465
40,cpREV+F+I+G4,95300.162,620,191840.323,196369.970,194737.768
41,mtREV,112120.317,599,225438.635,229201.986,228237.940
42,mtREV+I,110587.700,600,222375.400,226171.189,225179.378
43,mtREV+G4,101848.641,600,204897.282,208693.071,207701.261
44,mtREV+I+G4,101706.824,601,204615.648,208444.240,207424.300
45,mtREV+F,106424.183,618,214084.366,218532.529,216972.465
46,mtREV+F+I,104614.934,619,210467.868,214956.523,213360.640
47,mtREV+F+G4,97600.405,619,196438.809,200927.464,199331.581
48,mtREV+F+I+G4,97445.496,620,196130.991,200660.638,199028.436
49,rtREV,103290.052,599,207778.104,211541.455,210577.410
50,rtREV+I,101497.953,600,204195.906,207991.696,206999.885
51,rtREV+G4,95448.700,600,192097.401,195893.190,194901.379
52,rtREV+I+G4,95306.915,601,191815.829,195644.422,194624.482
53,rtREV+F,102780.503,618,206797.005,211245.168,209685.103
54,rtREV+F+I,100966.308,619,203170.615,207659.270,206063.387
55,rtREV+F+G4,94662.102,619,190562.205,195050.860,193454.976
56,rtREV+F+I+G4,94495.210,620,190230.420,194760.067,193127.865
57,mtART,116221.364,599,233640.729,237404.080,236440.034
58,mtART+I,114786.759,600,230773.518,234569.307,233577.496
59,mtART+G4,102429.573,600,206059.145,209854.935,208863.124
60,mtART+I+G4,102323.987,601,205849.974,209678.566,208658.626
61,mtART+F,109906.568,618,221049.136,225497.299,223937.234
62,mtART+F+I,108183.510,619,217605.021,222093.676,220497.792
63,mtART+F+G4,98504.015,619,198246.030,202734.685,201138.801
64,mtART+F+I+G4,98340.910,620,197921.821,202451.468,200819.265
65,mtZOA,112026.834,599,225251.669,229015.019,228050.974
66,mtZOA+I,110526.050,600,222252.100,226047.889,225056.079
67,mtZOA+G4,99693.652,600,200587.304,204383.093,203391.283
