No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103632.779,599,208463.558,212307.408,211259.827
2,Dayhoff+I,101440.074,600,204080.148,207957.567,206881.085
3,Dayhoff+G4,95997.739,600,193195.478,197072.897,195996.415
4,Dayhoff+I+G4,95755.940,601,192713.881,196625.254,195519.486
5,Dayhoff+F,104150.742,618,209537.485,214091.556,212422.450
6,Dayhoff+F+I,102020.605,619,205279.210,209875.378,208168.844
7,Dayhoff+F+G4,96280.402,619,193798.803,198394.971,196688.436
8,Dayhoff+F+I+G4,96053.191,620,193346.382,197985.177,196240.684
9,mtMAM,119771.777,599,240741.555,244585.405,243537.823
10,mtMAM+I,118343.001,600,237886.003,241763.422,240686.940
11,mtMAM+G4,104748.063,600,210696.126,214573.546,213497.063
12,mtMAM+I+G4,104598.796,601,210399.591,214310.964,213205.196
13,mtMAM+F,113115.726,618,227467.452,232021.523,230352.417
14,mtMAM+F+I,111391.391,619,224020.782,228616.949,226910.415
15,mtMAM+F+G4,100747.102,619,202732.205,207328.372,205621.838
16,mtMAM+F+I+G4,100610.440,620,202460.879,207099.674,205355.181
17,JTT,103807.982,599,208813.964,212657.815,211610.233
18,JTT+I,101709.473,600,204618.946,208496.366,207419.883
19,JTT+G4,95818.678,600,192837.355,196714.775,195638.292
20,JTT+I+G4,95622.197,601,192446.394,196357.767,195251.999
21,JTT+F,104122.133,618,209480.265,214034.337,212365.230
22,JTT+F+I,102043.741,619,205325.482,209921.650,208215.116
23,JTT+F+G4,95903.429,619,193044.859,197641.026,195934.492
24,JTT+F+I+G4,95714.331,620,192668.662,197307.457,195562.964
25,WAG,101329.074,599,203856.147,207699.998,206652.416
26,WAG+I,99385.495,600,199970.990,203848.409,202771.926
27,WAG+G4,94502.436,600,190204.873,194082.292,193005.810
28,WAG+I+G4,94302.512,601,189807.023,193718.396,192612.628
29,WAG+F,101544.922,618,204325.844,208879.915,207210.809
30,WAG+F+I,99638.070,619,200514.139,205110.307,203403.772
31,WAG+F+G4,94564.951,619,190367.901,194964.069,193257.534
32,WAG+F+I+G4,94366.340,620,189972.680,194611.475,192866.981
33,cpREV,102396.158,599,205990.317,209834.167,208786.586
34,cpREV+I,100621.545,600,202443.089,206320.508,205244.026
35,cpREV+G4,95712.117,600,192624.235,196501.654,195425.172
36,cpREV+I+G4,95484.492,601,192170.983,196082.356,194976.589
37,cpREV+F,102115.256,618,205466.513,210020.584,208351.478
38,cpREV+F+I,100187.804,619,201613.607,206209.775,204503.241
39,cpREV+F+G4,95341.097,619,191920.194,196516.362,194809.827
40,cpREV+F+I+G4,95091.765,620,191423.530,196062.325,194317.832
41,mtREV,111817.600,599,224833.200,228677.051,227629.469
42,mtREV+I,110283.781,600,221767.561,225644.980,224568.498
43,mtREV+G4,101607.835,600,204415.671,208293.090,207216.608
44,mtREV+I+G4,101470.032,601,204142.064,208053.437,206947.669
45,mtREV+F,106138.727,618,213513.453,218067.525,216398.418
46,mtREV+F+I,104327.375,619,209892.750,214488.918,212782.384
47,mtREV+F+G4,97381.882,619,196001.764,200597.932,198891.398
48,mtREV+F+I+G4,97223.696,620,195687.391,200326.187,198581.693
49,rtREV,103034.015,599,207266.030,211109.881,210062.299
50,rtREV+I,101241.299,600,203682.597,207560.017,206483.534
51,rtREV+G4,95239.185,600,191678.370,195555.790,194479.307
52,rtREV+I+G4,95098.799,601,191399.598,195310.971,194205.203
53,rtREV+F,102498.544,618,206233.087,210787.159,209118.052
54,rtREV+F+I,100683.737,619,202605.474,207201.641,205495.107
55,rtREV+F+G4,94441.011,619,190120.021,194716.189,193009.655
56,rtREV+F+I+G4,94268.734,620,189777.468,194416.263,192671.769
57,mtART,115893.478,599,232984.956,236828.806,235781.225
58,mtART+I,114460.455,600,230120.909,233998.329,232921.846
59,mtART+G4,102132.935,600,205465.869,209343.288,208266.806
60,mtART+I+G4,102044.951,601,205291.902,209203.275,208097.507
61,mtART+F,109597.299,618,220430.597,224984.669,223315.562
62,mtART+F+I,107875.093,619,216988.185,221584.353,219877.819
63,mtART+F+G4,98230.057,619,197698.114,202294.282,200587.747
64,mtART+F+I+G4,98086.639,620,197413.278,202052.073,200307.579
65,mtZOA,111687.973,599,224573.946,228417.796,227370.215
66,mtZOA+I,110189.257,600,221578.514,225455.933,224379.451
67,mtZOA+G4,99440.102,600,200080.204,203957.623,202881.141
68,mtZOA+I+G4,99329.571,601,199861.141,203772.514,202666.747
69,mtZOA+F,106921.172,618,215078.344,219632.416,217963.309
70,mtZOA+F+I,105111.623,619,211461.247,216057.414,214350.880
71,mtZOA+F+G4,96863.480,619,194964.960,199561.128,197854.594
72,mtZOA+F+I+G4,96690.691,620,194621.383,199260.178,197515.684
73,VT,102288.534,599,205775.069,209618.919,208571.337
74,VT+I,100329.981,600,201859.961,205737.381,204660.898
75,VT+G4,95162.135,600,191524.271,195401.690,194325.208
76,VT+I+G4,94970.508,601,191143.017,195054.390,193948.622
77,VT+F,102510.693,618,206257.386,210811.458,209142.351
78,VT+F+I,100553.692,619,202345.383,206941.551,205235.016
79,VT+F+G4,95240.318,619,191718.636,196314.804,194608.270
80,VT+F+I+G4,95035.253,620,191310.506,195949.302,194204.808
81,LG,102099.983,599,205397.966,209241.817,208194.235
82,LG+I,100235.875,600,201671.749,205549.169,204472.686
83,LG+G4,94181.067,600,189562.133,193439.553,192363.070
84,LG+I+G4,94006.789,601,189215.578,193126.951,192021.184
85,LG+F,102309.231,618,205854.462,210408.533,208739.427
86,LG+F+I,100431.016,619,202100.031,206696.199,204989.665
87,LG+F+G4,94128.506,619,189495.011,194091.179,192384.644
88,LG+F+I+G4,93944.676,620,189129.351,193768.146,192023.653
89,DCMut,103628.442,599,208454.884,212298.735,211251.153
90,DCMut+I,101435.996,600,204071.992,207949.412,206872.929
91,DCMut+G4,96001.025,600,193202.051,197079.470,196002.988
92,DCMut+I+G4,95759.010,601,192720.020,196631.393,195525.625
93,DCMut+F,104143.135,618,209522.269,214076.341,212407.234
94,DCMut+F+I,102013.046,619,205264.092,209860.260,208153.725
95,DCMut+F+G4,96281.492,619,193800.984,198397.152,196690.617
96,DCMut+F+I+G4,96053.800,620,193347.601,197986.396,196241.902
97,PMB,103202.367,599,207602.733,211446.583,210399.002
98,PMB+I,101374.769,600,203949.538,207826.958,206750.475
99,PMB+G4,96143.239,600,193486.478,197363.897,196287.415
100,PMB+I+G4,95963.327,601,193128.655,197040.028,195934.260
101,PMB+F,102921.642,618,207079.285,211633.356,209964.250
102,PMB+F+I,101054.400,619,203346.801,207942.968,206236.434
103,PMB+F+G4,95764.681,619,192767.362,197363.530,195656.996
104,PMB+F+I+G4,95572.577,620,192385.154,197023.949,195279.455
105,HIVb,108911.021,599,219020.042,222863.892,221816.311
106,HIVb+I,106536.109,600,214272.218,218149.637,217073.155
107,HIVb+G4,99439.911,600,200079.822,203957.242,202880.759
108,HIVb+I+G4,99204.734,601,199611.468,203522.841,202417.073
109,HIVb+F,108868.744,618,218973.488,223527.560,221858.453
110,HIVb+F+I,106468.795,619,214175.590,218771.757,217065.223
111,HIVb+F+G4,99009.233,619,199256.465,203852.633,202146.099
112,HIVb+F+I+G4,98802.103,620,198844.207,203483.002,201738.508
113,HIVw,113103.858,599,227405.716,231249.566,230201.985
114,HIVw+I,110677.687,600,222555.375,226432.794,225356.312
115,HIVw+G4,104035.419,600,209270.837,213148.257,212071.774
116,HIVw+I+G4,103767.494,601,208736.987,212648.360,211542.592
117,HIVw+F,112801.861,618,226839.722,231393.793,229724.687
118,HIVw+F+I,110289.810,619,221817.620,226413.788,224707.253
119,HIVw+F+G4,103164.804,619,207567.608,212163.776,210457.242
120,HIVw+F+I+G4,102956.659,620,207153.318,211792.113,210047.620
121,JTTDCMut,103709.783,599,208617.567,212461.417,211413.835
122,JTTDCMut+I,101625.618,600,204451.236,208328.655,207252.173
123,JTTDCMut+G4,95770.796,600,192741.593,196619.012,195542.530
124,JTTDCMut+I+G4,95576.831,601,192355.662,196267.035,195161.268
125,JTTDCMut+F,104015.369,618,209266.739,213820.810,212151.704
126,JTTDCMut+F+I,101947.735,619,205133.470,209729.637,208023.103
127,JTTDCMut+F+G4,95836.809,619,192911.617,197507.785,195801.250
128,JTTDCMut+F+I+G4,95649.050,620,192538.099,197176.895,195432.401
129,FLU,106613.799,599,214425.598,218269.448,217221.867
130,FLU+I,104697.782,600,210595.564,214472.983,213396.501
131,FLU+G4,98279.326,600,197758.653,201636.072,200559.590
132,FLU+I+G4,98066.643,601,197335.286,201246.659,200140.891
133,FLU+F,106585.822,618,214407.644,218961.715,217292.609
134,FLU+F+I,104626.487,619,210490.974,215087.142,213380.608
135,FLU+F+G4,97824.458,619,196886.916,201483.084,199776.549
136,FLU+F+I+G4,97625.283,620,196490.566,201129.361,199384.867
137,Blosum62,102834.550,599,206867.100,210710.950,209663.369
138,Blosum62+I,101041.438,600,203282.876,207160.295,206083.813
139,Blosum62+G4,95776.511,600,192753.023,196630.442,195553.960
140,Blosum62+I+G4,95610.723,601,192423.446,196334.819,195229.051
141,Blosum62+F,102771.106,618,206778.213,211332.284,209663.178
142,Blosum62+F+I,100918.503,619,203075.005,207671.173,205964.638
143,Blosum62+F+G4,95596.811,619,192431.623,197027.791,195321.256
144,Blosum62+F+I+G4,95422.521,620,192085.042,196723.837,194979.343
145,mtMet,112458.876,599,226115.752,229959.602,228912.021
146,mtMet+I,110894.727,600,222989.453,226866.873,225790.390
147,mtMet+G4,101234.995,600,203669.991,207547.410,206470.928
148,mtMet+I+G4,101100.859,601,203403.717,207315.090,206209.322
149,mtMet+F,107535.594,618,216307.189,220861.260,219192.154
150,mtMet+F+I,105669.936,619,212577.871,217174.039,215467.505
151,mtMet+F+G4,97670.366,619,196578.731,201174.899,199468.365
152,mtMet+F+I+G4,97494.490,620,196228.981,200867.776,199123.282
153,mtVer,114731.102,599,230660.205,234504.055,233456.473
154,mtVer+I,113180.374,600,227560.748,231438.168,230361.685
155,mtVer+G4,102443.452,600,206086.904,209964.323,208887.841
156,mtVer+I+G4,102319.431,601,205840.863,209752.236,208646.468
157,mtVer+F,109805.415,618,220846.830,225400.901,223731.795
158,mtVer+F+I,107855.030,619,216948.059,221544.227,219837.693
159,mtVer+F+G4,99533.559,619,200305.119,204901.286,203194.752
160,mtVer+F+I+G4,99366.314,620,199972.629,204611.424,202866.930
161,mtInv,111584.363,599,224366.726,228210.576,227162.995
162,mtInv+I,109928.943,600,221057.886,224935.306,223858.823
163,mtInv+G4,101183.845,600,203567.690,207445.110,206368.627
164,mtInv+I+G4,101041.263,601,203284.526,207195.899,206090.132
165,mtInv+F,105839.432,618,212914.863,217468.935,215799.828
166,mtInv+F+I,103890.052,619,209018.103,213614.271,211907.736
167,mtInv+F+G4,96674.243,619,194586.486,199182.654,197476.120
168,mtInv+F+I+G4,96496.617,620,194233.234,198872.030,197127.536
