No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103861.470,599,208920.939,212764.790,211717.208
2,Dayhoff+I,101740.291,600,204680.582,208558.002,207481.519
3,Dayhoff+G4,96154.013,600,193508.026,197385.445,196308.963
4,Dayhoff+I+G4,95907.633,601,193017.267,196928.640,195822.872
5,Dayhoff+F,104394.781,618,210025.563,214579.634,212910.528
6,Dayhoff+F+I,102338.195,619,205914.390,210510.558,208804.023
7,Dayhoff+F+G4,96449.086,619,194136.172,198732.340,197025.805
8,Dayhoff+F+I+G4,96217.747,620,193675.494,198314.289,196569.795
9,mtMAM,120085.339,599,241368.678,245212.528,244164.946
10,mtMAM+I,118670.100,600,238540.201,242417.620,241341.138
11,mtMAM+G4,105066.159,600,211332.319,215209.738,214133.256
12,mtMAM+I+G4,104815.146,601,210832.291,214743.664,213637.897
13,mtMAM+F,113351.157,618,227938.314,232492.385,230823.279
14,mtMAM+F+I,111674.400,619,224586.799,229182.967,227476.432
15,mtMAM+F+G4,100917.925,619,203073.850,207670.018,205963.484
16,mtMAM+F+I+G4,100769.139,620,202778.278,207417.073,205672.580
17,JTT,104035.972,599,209269.944,213113.794,212066.212
18,JTT+I,101986.416,600,205172.833,209050.252,207973.770
19,JTT+G4,95977.580,600,193155.161,197032.580,195956.098
20,JTT+I+G4,95779.307,601,192760.614,196671.987,195566.219
21,JTT+F,104350.440,618,209936.880,214490.951,212821.845
22,JTT+F+I,102329.135,619,205896.269,210492.437,208785.903
23,JTT+F+G4,96053.129,619,193344.258,197940.426,196233.891
24,JTT+F+I+G4,95873.253,620,192986.506,197625.301,195880.807
25,WAG,101549.153,599,204296.307,208140.157,207092.576
26,WAG+I,99669.962,600,200539.924,204417.344,203340.861
27,WAG+G4,94673.707,600,190547.414,194424.834,193348.351
28,WAG+I+G4,94470.705,601,190143.410,194054.783,192949.015
29,WAG+F,101770.689,618,204777.379,209331.450,207662.344
30,WAG+F+I,99929.070,619,201096.140,205692.308,203985.774
31,WAG+F+G4,94724.920,619,190687.840,195284.008,193577.474
32,WAG+F+I+G4,94528.590,620,190297.179,194935.974,193191.481
33,cpREV,102627.956,599,206453.913,210297.763,209250.181
34,cpREV+I,100913.241,600,203026.481,206903.901,205827.418
35,cpREV+G4,95877.773,600,192955.546,196832.966,195756.483
36,cpREV+I+G4,95667.567,601,192537.135,196448.508,195342.740
37,cpREV+F,102339.970,618,205915.940,210470.012,208800.905
38,cpREV+F+I,100485.845,619,202209.690,206805.858,205099.323
39,cpREV+F+G4,95497.446,619,192232.892,196829.060,195122.525
40,cpREV+F+I+G4,95261.265,620,191762.530,196401.325,194656.832
