No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103748.616,599,208695.232,212898.741,211479.197
2,Dayhoff+I,101627.092,600,204454.185,208696.538,207242.798
3,Dayhoff+G4,96086.947,600,193373.894,197616.247,196162.507
4,Dayhoff+I+G4,95837.195,601,192876.390,197158.070,195669.650
5,Dayhoff+F,104286.075,618,209808.150,214841.597,212680.421
6,Dayhoff+F+I,102229.238,619,205696.475,210779.654,208573.395
7,Dayhoff+F+G4,96381.983,619,194001.967,199085.146,196878.886
8,Dayhoff+F+I+G4,96156.084,620,193552.168,198685.768,196433.735
9,mtMAM,119961.094,599,241120.187,245323.696,243904.153
10,mtMAM+I,118545.553,600,238291.107,242533.460,241079.720
11,mtMAM+G4,104945.819,600,211091.638,215333.991,213880.251
12,mtMAM+I+G4,104785.357,601,210772.715,215054.395,213565.975
13,mtMAM+F,113242.279,618,227720.557,232754.005,230592.829
14,mtMAM+F+I,111563.930,619,224365.860,229449.039,227242.779
15,mtMAM+F+G4,100890.338,619,203018.677,208101.855,205895.596
16,mtMAM+F+I+G4,100746.062,620,202732.125,207865.725,205613.691
17,JTT,103992.571,599,209183.142,213386.651,211967.108
18,JTT+I,101940.817,600,205081.634,209323.986,207870.247
19,JTT+G4,95977.799,600,193155.598,197397.951,195944.211
20,JTT+I+G4,95763.612,601,192729.224,197010.905,195522.485
21,JTT+F,104298.328,618,209832.656,214866.104,212704.928
22,JTT+F+I,102274.482,619,205786.964,210870.143,208663.883
23,JTT+F+G4,96034.480,619,193306.960,198390.139,196183.879
24,JTT+F+I+G4,95850.377,620,192940.755,198074.355,195822.321
25,WAG,101511.106,599,204220.213,208423.721,207004.178
26,WAG+I,99628.957,600,200457.914,204700.267,203246.527
27,WAG+G4,94653.740,600,190507.480,194749.833,193296.093
28,WAG+I+G4,94447.736,601,190097.472,194379.152,192890.733
29,WAG+F,101715.092,618,204666.185,209699.632,207538.456
30,WAG+F+I,99871.356,619,200980.712,206063.891,203857.631
31,WAG+F+G4,94708.041,619,190654.083,195737.262,193531.002
32,WAG+F+I+G4,94505.461,620,190250.923,195384.523,193132.490
33,cpREV,102557.959,599,206313.918,210517.427,209097.884
34,cpREV+I,100841.876,600,202883.752,207126.105,205672.365
35,cpREV+G4,95823.264,600,192846.528,197088.881,195635.141
36,cpREV+I+G4,95611.941,601,192425.882,196707.562,195219.142
37,cpREV+F,102270.475,618,205776.949,210810.397,208649.221
