No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103915.636,599,209029.273,213067.475,211818.652
2,Dayhoff+I,101718.176,600,204636.352,208710.928,207430.388
3,Dayhoff+G4,96229.417,600,193658.835,197733.411,196452.870
4,Dayhoff+I+G4,95983.537,601,193169.075,197280.461,195967.768
5,Dayhoff+F,104471.108,618,210178.215,214990.064,213056.072
6,Dayhoff+F+I,102335.799,619,205909.599,210767.574,208792.113
7,Dayhoff+F+G4,96533.221,619,194304.442,199162.417,197186.956
8,Dayhoff+F+I+G4,96293.451,620,193826.902,198731.616,196714.073
9,mtMAM,120097.906,599,241393.812,245432.014,244183.191
10,mtMAM+I,118669.583,600,238539.165,242613.741,241333.201
11,mtMAM+G4,105058.316,600,211316.632,215391.208,214110.667
12,mtMAM+I+G4,104903.429,601,211008.857,215120.244,213807.550
13,mtMAM+F,113379.270,618,227994.540,232806.389,230872.397
14,mtMAM+F+I,111656.965,619,224551.931,229409.906,227434.445
15,mtMAM+F+G4,100992.547,619,203223.093,208081.068,206105.607
16,mtMAM+F+I+G4,100851.349,620,202942.698,207847.412,205829.869
17,JTT,104085.018,599,209368.036,213406.238,212157.415
18,JTT+I,101979.781,600,205159.563,209234.139,207953.599
19,JTT+G4,96035.999,600,193271.999,197346.575,196066.035
20,JTT+I+G4,95855.435,601,192912.869,197024.256,195711.562
21,JTT+F,104396.335,618,210028.669,214840.519,212906.526
22,JTT+F+I,102312.380,619,205862.759,210720.734,208745.273
23,JTT+F+G4,96126.707,619,193491.415,198349.389,196373.928
24,JTT+F+I+G4,95935.918,620,193111.837,198016.550,195999.007
25,WAG,101608.897,599,204415.794,208453.996,207205.173
26,WAG+I,99658.744,600,200517.488,204592.064,203311.524
27,WAG+G4,94719.541,600,190639.082,194713.658,193433.118
28,WAG+I+G4,94525.884,601,190253.768,194365.154,193052.460
29,WAG+F,101833.781,618,204903.562,209715.412,207781.419
30,WAG+F+I,99921.609,619,201081.218,205939.193,203963.732
31,WAG+F+G4,94789.302,619,190816.603,195674.578,193699.117
32,WAG+F+I+G4,94594.494,620,190428.988,195333.702,193316.159
33,cpREV,102715.173,599,206628.346,210666.548,209417.725
34,cpREV+I,100930.042,600,203060.084,207134.660,205854.120
35,cpREV+G4,95975.930,600,193151.859,197226.436,195945.895
36,cpREV+I+G4,95745.556,601,192693.112,196804.499,195491.805
37,cpREV+F,102424.416,618,206084.832,210896.681,208962.689
38,cpREV+F+I,100486.067,619,202210.133,207068.108,205092.647
39,cpREV+F+G4,95581.390,619,192400.781,197258.755,195283.294
40,cpREV+F+I+G4,95325.007,620,191890.014,196794.728,194777.185
41,mtREV,112188.013,599,225574.025,229612.228,228363.405
42,mtREV+I,110652.403,600,222504.806,226579.382,225298.842
43,mtREV+G4,101946.916,600,205093.833,209168.409,207887.869
44,mtREV+I+G4,101802.850,601,204807.701,208919.087,207606.393
45,mtREV+F,106451.080,618,214138.160,218950.009,217016.017
46,mtREV+F+I,104638.563,619,210515.127,215373.102,213397.641
47,mtREV+F+G4,97644.380,619,196526.760,201384.735,199409.274
48,mtREV+F+I+G4,97479.803,620,196199.606,201104.319,199086.777
49,rtREV,103318.766,599,207835.531,211873.733,210624.910
50,rtREV+I,101522.186,600,204244.372,208318.949,207038.408
51,rtREV+G4,95470.146,600,192140.292,196214.868,194934.328
52,rtREV+I+G4,95340.641,601,191883.283,195994.669,194681.976
53,rtREV+F,102792.271,618,206820.542,211632.391,209698.399
54,rtREV+F+I,100973.286,619,203184.571,208042.546,206067.085
55,rtREV+F+G4,94673.876,619,190585.753,195443.728,193468.267
56,rtREV+F+I+G4,94512.532,620,190265.064,195169.778,193152.235
57,mtART,116339.639,599,233877.277,237915.480,236666.657
58,mtART+I,114904.956,600,231009.911,235084.488,233803.947
59,mtART+G4,102534.128,600,206268.255,210342.831,209062.291
60,mtART+I+G4,102445.146,601,206092.292,210203.679,208890.985
61,mtART+F,109972.035,618,221180.069,225991.918,224057.926
62,mtART+F+I,108244.469,619,217726.937,222584.912,220609.451
63,mtART+F+G4,98563.908,619,198365.816,203223.790,201248.329
64,mtART+F+I+G4,98420.788,620,198081.576,202986.289,200968.746
65,mtZOA,112067.237,599,225332.474,229370.676,228121.853
66,mtZOA+I,110565.237,600,222330.475,226405.051,225124.511
67,mtZOA+G4,99770.636,600,200741.272,204815.849,203535.308
68,mtZOA+I+G4,99660.245,601,200522.489,204633.875,203321.182
69,mtZOA+F,107245.969,618,215727.938,220539.787,218605.795
70,mtZOA+F+I,105430.863,619,212099.726,216957.701,214982.240
71,mtZOA+F+G4,97153.454,619,195544.908,200402.883,198427.422
72,mtZOA+F+I+G4,96977.578,620,195195.156,200099.869,198082.326
73,VT,102582.792,599,206363.583,210401.786,209152.963
74,VT+I,100618.014,600,202436.028,206510.604,205230.064
75,VT+G4,95388.888,600,191977.777,196052.353,194771.813
76,VT+I+G4,95217.895,601,191637.790,195749.176,194436.482
77,VT+F,102793.477,618,206822.954,211634.803,209700.811
78,VT+F+I,100830.651,619,202899.301,207757.276,205781.815
79,VT+F+G4,95454.962,619,192147.925,197005.899,195030.438
80,VT+F+I+G4,95265.335,620,191770.671,196675.384,194657.841
81,LG,102414.960,599,206027.920,210066.123,208817.299
82,LG+I,100543.796,600,202287.592,206362.168,205081.627
83,LG+G4,94424.592,600,190049.184,194123.760,192843.220
84,LG+I+G4,94267.378,601,189736.757,193848.143,192535.449
85,LG+F,102614.394,618,206464.787,211276.636,209342.644
86,LG+F+I,100730.192,619,202698.384,207556.359,205580.898
87,LG+F+G4,94368.994,619,189975.987,194833.962,192858.501
88,LG+F+I+G4,94192.239,620,189624.478,194529.191,192511.649
89,DCMut,103912.056,599,209022.113,213060.315,211811.492
90,DCMut+I,101714.715,600,204629.429,208704.005,207423.465
91,DCMut+G4,96233.476,600,193666.952,197741.528,196460.988
92,DCMut+I+G4,95987.266,601,193176.532,197287.918,195975.225
93,DCMut+F,104464.467,618,210164.933,214976.782,213042.790
94,DCMut+F+I,102329.011,619,205896.022,210753.996,208778.535
95,DCMut+F+G4,96535.447,619,194308.893,199166.868,197191.407
96,DCMut+F+I+G4,96294.593,620,193829.187,198733.900,196716.357
97,PMB,103486.876,599,208171.752,212209.954,210961.131
98,PMB+I,101655.385,600,204510.770,208585.346,207304.806
99,PMB+G4,96369.449,600,193938.899,198013.475,196732.934
100,PMB+I+G4,96198.105,601,193598.209,197709.595,196396.902
101,PMB+F,103201.839,618,207639.679,212451.528,210517.536
102,PMB+F+I,101330.421,619,203898.843,208756.818,206781.357
103,PMB+F+G4,95979.363,619,193196.726,198054.701,196079.240
104,PMB+F+I+G4,95800.895,620,192841.790,197746.504,195728.961
105,HIVb,109221.992,599,219641.983,223680.185,222431.362
106,HIVb+I,106836.051,600,214872.101,218946.677,217666.137
107,HIVb+G4,99698.397,600,200596.794,204671.370,203390.830
108,HIVb+I+G4,99448.458,601,200098.916,204210.302,202897.608
109,HIVb+F,109165.973,618,219567.945,224379.795,222445.802
110,HIVb+F+I,106755.723,619,214749.445,219607.420,217631.959
111,HIVb+F+G4,99238.293,619,199714.586,204572.561,202597.100
112,HIVb+F+I+G4,99028.299,620,199296.597,204201.311,202183.768
113,HIVw,113406.640,599,228011.281,232049.483,230800.660
114,HIVw+I,110973.302,600,223146.605,227221.181,225940.641
115,HIVw+G4,104302.972,600,209805.944,213880.521,212599.980
116,HIVw+I+G4,104022.330,601,209246.660,213358.046,212045.352
