No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103810.283,599,208818.565,212601.723,211617.113
2,Dayhoff+I,101619.397,600,204438.794,208254.667,207242.014
3,Dayhoff+G4,96173.172,600,193546.343,197362.216,196349.563
4,Dayhoff+I+G4,95920.442,601,193042.884,196891.841,195850.776
5,Dayhoff+F,104375.147,618,209986.295,214460.470,212873.611
6,Dayhoff+F+I,102246.296,619,205730.592,210245.651,208622.581
7,Dayhoff+F+G4,96500.885,619,194239.770,198754.829,197131.758
8,Dayhoff+F+I+G4,96253.043,620,193746.085,198302.535,196642.746
9,mtMAM,119857.112,599,240912.224,244695.382,243710.771
10,mtMAM+I,118429.998,600,238059.997,241875.870,240863.217
11,mtMAM+G4,104946.019,600,211092.039,214907.912,213895.259
12,mtMAM+I+G4,104743.677,601,210689.355,214538.312,213497.247
13,mtMAM+F,113211.887,618,227659.774,232133.949,230547.090
14,mtMAM+F+I,111488.162,619,224214.325,228729.384,227106.313
15,mtMAM+F+G4,100863.814,619,202965.629,207480.688,205857.617
16,mtMAM+F+I+G4,100743.110,620,202726.219,207282.669,205622.880
17,JTT,103988.081,599,209174.162,212957.320,211972.710
18,JTT+I,101887.304,600,204974.608,208790.481,207777.828
19,JTT+G4,95989.896,600,193179.792,196995.665,195983.012
20,JTT+I+G4,95783.999,601,192769.998,196618.955,195577.890
21,JTT+F,104309.162,618,209854.324,214328.500,212741.641
22,JTT+F+I,102229.979,619,205697.957,210213.016,208589.946
23,JTT+F+G4,96087.115,619,193412.230,197927.288,196304.218
24,JTT+F+I+G4,95894.803,620,193029.606,197586.056,195926.266
25,WAG,101506.744,599,204211.489,207994.647,207010.037
26,WAG+I,99561.974,600,200323.949,204139.822,203127.169
27,WAG+G4,94661.750,600,190523.499,194339.372,193326.719
28,WAG+I+G4,94462.246,601,190126.492,193975.450,192934.384
29,WAG+F,101730.864,618,204697.728,209171.904,207585.044
30,WAG+F+I,99824.358,619,200886.716,205401.775,203778.704
31,WAG+F+G4,94741.160,619,190720.320,195235.379,193612.308
32,WAG+F+I+G4,94547.770,620,190335.540,194891.989,193232.200
33,cpREV,102548.800,599,206295.599,210078.757,209094.147
34,cpREV+I,100771.214,600,202742.428,206558.301,205545.648
35,cpREV+G4,95850.640,600,192901.280,196717.153,195704.499
36,cpREV+I+G4,95621.766,601,192445.533,196294.490,195253.425
37,cpREV+F,102279.878,618,205795.756,210269.932,208683.072
38,cpREV+F+I,100350.722,619,201939.443,206454.502,204831.432
39,cpREV+F+G4,95480.127,619,192198.254,196713.313,195090.242
40,cpREV+F+I+G4,95241.965,620,191723.929,196280.379,194620.590
41,mtREV,111926.439,599,225050.878,228834.036,227849.426
42,mtREV+I,110395.298,600,221990.595,225806.468,224793.815
43,mtREV+G4,101757.714,600,204715.428,208531.301,207518.648
44,mtREV+I+G4,101615.879,601,204433.759,208282.716,207241.650
45,mtREV+F,106253.367,618,213742.735,218216.910,216630.051
46,mtREV+F+I,104446.390,619,210130.779,214645.838,213022.768
47,mtREV+F+G4,97498.149,619,196234.297,200749.356,199126.286
48,mtREV+F+I+G4,97353.685,620,195947.369,200503.819,198844.030
