No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103813.508,599,208825.017,213585.282,211593.239
2,Dayhoff+I,101618.372,600,204436.744,209244.744,207209.587
3,Dayhoff+G4,96100.042,600,193400.083,198208.083,196172.927
4,Dayhoff+I+G4,95850.876,601,192903.752,197760.155,195681.217
5,Dayhoff+F,104344.480,618,209924.959,215721.050,212780.988
6,Dayhoff+F+I,102211.750,619,205661.500,211520.736,208522.150
7,Dayhoff+F+G4,96396.417,619,194030.834,199890.070,196891.484
8,Dayhoff+F+I+G4,96150.268,620,193540.536,199463.920,196405.807
9,mtMAM,120019.652,599,241237.304,245997.569,244005.526
10,mtMAM+I,118588.862,600,238377.724,243185.724,241150.567
11,mtMAM+G4,104960.756,600,211121.512,215929.512,213894.355
12,mtMAM+I+G4,104736.073,601,210674.146,215530.549,213451.611
13,mtMAM+F,113287.578,618,227811.156,233607.247,230667.185
14,mtMAM+F+I,111563.637,619,224365.274,230224.511,227225.924
15,mtMAM+F+G4,100819.202,619,202876.405,208735.642,205737.055
16,mtMAM+F+I+G4,100700.284,620,202640.569,208563.953,205505.840
17,JTT,103973.465,599,209144.931,213905.196,211913.153
18,JTT+I,101871.116,600,204942.232,209750.232,207715.076
19,JTT+G4,95914.029,600,193028.058,197836.058,195800.902
20,JTT+I+G4,95694.703,601,192591.407,197447.809,195368.872
21,JTT+F,104266.203,618,209768.406,215564.497,212624.435
22,JTT+F+I,102184.166,619,205606.331,211465.568,208466.981
23,JTT+F+G4,95973.659,619,193185.319,199044.555,196045.969
24,JTT+F+I+G4,95767.205,620,192774.410,198697.794,195639.681
25,WAG,101499.260,599,204196.521,208956.786,206964.743
26,WAG+I,99552.694,600,200305.389,205113.389,203078.232
27,WAG+G4,94600.300,600,190400.600,195208.600,193173.443
28,WAG+I+G4,94397.336,601,189996.673,194853.075,192774.137
29,WAG+F,101699.775,618,204635.550,210431.641,207491.579
30,WAG+F+I,99790.160,619,200818.321,206677.557,203678.971
31,WAG+F+G4,94658.273,619,190554.546,196413.783,193415.196
32,WAG+F+I+G4,94431.298,620,190102.595,196025.980,192967.867
33,cpREV,102558.183,599,206314.367,211074.632,209082.589
34,cpREV+I,100778.185,600,202756.370,207564.370,205529.213
35,cpREV+G4,95788.848,600,192777.696,197585.696,195550.539
36,cpREV+I+G4,95555.522,601,192313.045,197169.448,195090.510
37,cpREV+F,102263.536,618,205763.072,211559.163,208619.101
38,cpREV+F+I,100330.949,619,201899.898,207759.134,204760.548
39,cpREV+F+G4,95405.661,619,192049.321,197908.558,194909.972
40,cpREV+F+I+G4,95138.885,620,191517.771,197441.155,194383.042
41,mtREV,112010.231,599,225218.462,229978.727,227986.684
42,mtREV+I,110477.209,600,222154.418,226962.418,224927.262
43,mtREV+G4,101711.910,600,204623.820,209431.820,207396.663
44,mtREV+I+G4,101585.925,601,204373.850,209230.253,207151.315
45,mtREV+F,106285.428,618,213806.857,219602.947,216662.885
46,mtREV+F+I,104475.016,619,210188.032,216047.268,213048.682
47,mtREV+F+G4,97445.160,619,196128.321,201987.557,198988.971
48,mtREV+F+I+G4,97281.623,620,195803.245,201726.630,198668.517
49,rtREV,103182.331,599,207562.663,212322.928,210330.885
50,rtREV+I,101388.915,600,203977.831,208785.831,206750.674
51,rtREV+G4,95319.465,600,191838.930,196646.930,194611.773
52,rtREV+I+G4,95160.704,601,191523.408,196379.810,194300.872
53,rtREV+F,102622.561,618,206481.123,212277.214,209337.152
54,rtREV+F+I,100807.110,619,202852.221,208711.457,205712.871
55,rtREV+F+G4,94494.785,619,190227.569,196086.806,193088.219
56,rtREV+F+I+G4,94316.077,620,189872.154,195795.539,192737.426
57,mtART,116093.744,599,233385.488,238145.752,236153.710
58,mtART+I,114661.195,600,230522.389,235330.389,233295.233
59,mtART+G4,102217.593,600,205635.186,210443.186,208408.030
60,mtART+I+G4,102114.875,601,205431.749,210288.152,208209.214
61,mtART+F,109759.490,618,220754.980,226551.071,223611.009
62,mtART+F+I,108035.305,619,217308.610,223167.847,220169.260
63,mtART+F+G4,98274.627,619,197787.254,203646.490,200647.904
64,mtART+F+I+G4,98123.830,620,197487.659,203411.044,200352.931
65,mtZOA,111875.502,599,224949.004,229709.269,227717.226
66,mtZOA+I,110374.675,600,221949.349,226757.349,224722.193
67,mtZOA+G4,99478.140,600,200156.280,204964.280,202929.123
68,mtZOA+I+G4,99364.814,601,199931.629,204788.031,202709.093
69,mtZOA+F,107073.377,618,215382.754,221178.845,218238.783
70,mtZOA+F+I,105260.962,619,211759.923,217619.160,214620.573
71,mtZOA+F+G4,96900.701,619,195039.402,200898.639,197900.053
72,mtZOA+F+I+G4,96730.554,620,194701.109,200624.493,197566.380
73,VT,102454.477,599,206106.954,210867.219,208875.176
74,VT+I,100492.852,600,202185.703,206993.703,204958.547
75,VT+G4,95244.535,600,191689.069,196497.069,194461.913
76,VT+I+G4,95046.435,601,191294.869,196151.272,194072.334
77,VT+F,102648.858,618,206533.716,212329.807,209389.745
78,VT+F+I,100688.345,619,202614.690,208473.926,205475.340
79,VT+F+G4,95304.738,619,191847.476,197706.712,194708.126
80,VT+F+I+G4,95086.098,620,191412.197,197335.582,194277.468
81,LG,102270.532,599,205739.065,210499.329,208507.287
82,LG+I,100403.445,600,202006.890,206814.890,204779.734
83,LG+G4,94263.729,600,189727.458,194535.458,192500.301
84,LG+I+G4,94077.363,601,189356.725,194213.128,192134.190
85,LG+F,102455.381,618,206146.761,211942.852,209002.790
86,LG+F+I,100574.536,619,202387.072,208246.309,205247.722
87,LG+F+G4,94189.420,619,189616.840,195476.077,192477.490
88,LG+F+I+G4,93997.941,620,189235.881,195159.266,192101.153
89,DCMut,103809.124,599,208816.249,213576.514,211584.471
90,DCMut+I,101614.188,600,204428.376,209236.376,207201.219
91,DCMut+G4,96103.783,600,193407.565,198215.565,196180.409
92,DCMut+I+G4,95854.143,601,192910.286,197766.689,195687.751
93,DCMut+F,104337.236,618,209910.472,215706.563,212766.501
94,DCMut+F+I,102204.416,619,205646.832,211506.068,208507.482
95,DCMut+F+G4,96398.279,619,194034.557,199893.794,196895.207
96,DCMut+F+I+G4,96151.075,620,193542.149,199465.534,196407.421
97,PMB,103362.785,599,207923.570,212683.835,210691.792
98,PMB+I,101533.353,600,204266.705,209074.705,207039.549
99,PMB+G4,96227.718,600,193655.436,198463.436,196428.279
100,PMB+I+G4,96033.093,601,193268.187,198124.589,196045.651
101,PMB+F,103065.029,618,207366.059,213162.149,210222.087
102,PMB+F+I,101195.053,619,203628.106,209487.343,206488.756
