No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103887.792,599,208973.584,212622.315,211777.416
2,Dayhoff+I,101769.155,600,204738.310,208417.902,207546.823
3,Dayhoff+G4,96247.560,600,193695.119,197374.711,196503.632
4,Dayhoff+I+G4,95999.944,601,193201.888,196912.678,196015.082
5,Dayhoff+F,104439.280,618,210114.561,214412.786,213007.329
6,Dayhoff+F+I,102384.756,619,206007.512,210344.009,208904.961
7,Dayhoff+F+G4,96562.699,619,194363.399,198699.896,197260.848
8,Dayhoff+F+I+G4,96330.022,620,193900.044,198275.271,196802.174
9,mtMAM,120015.444,599,241228.887,244877.618,244032.719
10,mtMAM+I,118608.889,600,238417.777,242097.369,241226.290
11,mtMAM+G4,105094.344,600,211388.689,215068.281,214197.202
12,mtMAM+I+G4,104870.659,601,210943.318,214654.108,213756.512
13,mtMAM+F,113341.471,618,227918.943,232217.168,230811.711
14,mtMAM+F+I,111674.064,619,224586.128,228922.625,227483.577
15,mtMAM+F+G4,101013.961,619,203265.922,207602.419,206163.371
16,mtMAM+F+I+G4,100867.123,620,202974.246,207349.473,205876.376
17,JTT,104066.178,599,209330.356,212979.086,212134.187
18,JTT+I,102019.083,600,205238.166,208917.758,208046.679
19,JTT+G4,96092.491,600,193384.982,197064.574,196193.495
20,JTT+I+G4,95893.550,601,192989.100,196699.889,195802.293
21,JTT+F,104391.766,618,210019.533,214317.757,212912.301
22,JTT+F+I,102372.552,619,205983.104,210319.602,208880.553
23,JTT+F+G4,96186.578,619,193611.156,197947.653,196508.605
24,JTT+F+I+G4,95989.831,620,193219.662,197594.889,196121.792
25,WAG,101611.673,599,204421.346,208070.077,207225.178
26,WAG+I,99735.622,600,200671.244,204350.836,203479.757
27,WAG+G4,94787.641,600,190775.283,194454.875,193583.796
28,WAG+I+G4,94585.991,601,190373.982,194084.772,193187.176
29,WAG+F,101831.955,618,204899.910,209198.134,207792.678
30,WAG+F+I,99993.778,619,201225.557,205562.054,204123.006
31,WAG+F+G4,94850.970,619,190939.940,195276.438,193837.389
32,WAG+F+I+G4,94665.731,620,190571.461,194946.688,193473.591
33,cpREV,102664.205,599,206526.411,210175.142,209330.243
34,cpREV+I,100951.930,600,203103.861,206783.453,205912.374
35,cpREV+G4,95967.713,600,193135.426,196815.018,195943.939
36,cpREV+I+G4,95753.735,601,192709.471,196420.261,195522.664
37,cpREV+F,102403.084,618,206042.168,210340.393,208934.937
38,cpREV+F+I,100549.790,619,202337.580,206674.077,205235.029
39,cpREV+F+G4,95610.331,619,192458.661,196795.158,195356.110
40,cpREV+F+I+G4,95360.026,620,191960.051,196335.279,194862.181
41,mtREV,112082.991,599,225363.981,229012.712,228167.813
42,mtREV+I,110577.041,600,222354.081,226033.673,225162.594
43,mtREV+G4,101904.886,600,205009.773,208689.364,207818.285
44,mtREV+I+G4,101763.413,601,204728.826,208439.615,207542.019
45,mtREV+F,106406.005,618,214048.011,218346.236,216940.779
46,mtREV+F+I,104651.300,619,210540.600,214877.097,213438.049
47,mtREV+F+G4,97681.224,619,196600.448,200936.945,199497.897
48,mtREV+F+I+G4,97504.214,620,196248.427,200623.654,199150.557
49,rtREV,103282.105,599,207762.210,211410.941,210566.042
50,rtREV+I,101547.411,600,204294.823,207974.415,207103.336
51,rtREV+G4,95517.335,600,192234.670,195914.262,195043.183
52,rtREV+I+G4,95395.913,601,191993.826,195704.616,194807.020
53,rtREV+F,102756.599,618,206749.199,211047.423,209641.967
54,rtREV+F+I,101000.702,619,203239.404,207575.901,206136.853
55,rtREV+F+G4,94726.493,619,190690.986,195027.483,193588.435
56,rtREV+F+I+G4,94555.063,620,190350.125,194725.352,193252.255
57,mtART,116162.620,599,233523.239,237171.970,236327.071
58,mtART+I,114758.435,600,230716.869,234396.461,233525.382
59,mtART+G4,102452.784,600,206105.568,209785.160,208914.081
60,mtART+I+G4,102350.265,601,205902.530,209613.320,208715.724
61,mtART+F,109869.755,618,220975.510,225273.735,223868.278
62,mtART+F+I,108204.589,619,217647.178,221983.675,220544.627
63,mtART+F+G4,98539.667,619,198317.333,202653.830,201214.782
64,mtART+F+I+G4,98394.890,620,198029.779,202405.006,200931.909
65,mtZOA,111954.353,599,225106.706,228755.436,227910.537
66,mtZOA+I,110482.562,600,222165.123,225844.715,224973.636
67,mtZOA+G4,99723.601,600,200647.201,204326.793,203455.714
68,mtZOA+I+G4,99603.026,601,200408.051,204118.841,203221.245
69,mtZOA+F,107200.275,618,215636.549,219934.774,218529.318
70,mtZOA+F+I,105445.912,619,212129.824,216466.321,215027.273
71,mtZOA+F+G4,97177.956,619,195593.911,199930.408,198491.360
72,mtZOA+F+I+G4,96991.178,620,195222.355,199597.582,198124.485
73,VT,102557.700,599,206313.400,209962.131,209117.232
74,VT+I,100654.868,600,202509.736,206189.328,205318.249
75,VT+G4,95441.869,600,192083.739,195763.331,194892.252
76,VT+I+G4,95254.914,601,191711.829,195422.618,194525.022
77,VT+F,102783.685,618,206803.370,211101.595,209696.138
78,VT+F+I,100884.880,619,203007.759,207344.256,205905.208
79,VT+F+G4,95528.482,619,192294.963,196631.461,195192.412
80,VT+F+I+G4,95329.227,620,191898.455,196273.682,194800.584
81,LG,102385.761,599,205969.522,209618.253,208773.354
82,LG+I,100569.931,600,202339.861,206019.453,205148.374
83,LG+G4,94470.055,600,190140.110,193819.702,192948.623
84,LG+I+G4,94320.518,601,189843.037,193553.826,192656.230
85,LG+F,102591.447,618,206418.894,210717.119,209311.662
86,LG+F+I,100764.519,619,202767.038,207103.536,205664.487
87,LG+F+G4,94431.076,619,190100.153,194436.650,192997.602
88,LG+F+I+G4,94250.218,620,189740.436,194115.663,192642.566
89,DCMut,103884.355,599,208966.710,212615.441,211770.541
90,DCMut+I,101765.719,600,204731.438,208411.030,207539.951
91,DCMut+G4,96251.992,600,193703.984,197383.576,196512.497
92,DCMut+I+G4,96003.947,601,193209.894,196920.683,196023.087
93,DCMut+F,104432.788,618,210101.576,214399.801,212994.344
94,DCMut+F+I,102377.974,619,205993.949,210330.446,208891.398
95,DCMut+F+G4,96564.852,619,194367.705,198704.202,197265.154
96,DCMut+F+I+G4,96331.532,620,193903.064,198278.292,196805.194
97,PMB,103470.956,599,208139.912,211788.643,210943.744
98,PMB+I,101697.349,600,204594.699,208274.291,207403.212
99,PMB+G4,96420.907,600,194041.814,197721.405,196850.326
100,PMB+I+G4,96251.053,601,193704.106,197414.896,196517.300
101,PMB+F,103192.493,618,207620.985,211919.210,210513.754
102,PMB+F+I,101382.348,619,204002.696,208339.193,206900.145
103,PMB+F+G4,96051.545,619,193341.089,197677.586,196238.538
104,PMB+F+I+G4,95869.268,620,192978.535,197353.762,195880.665
105,HIVb,109200.748,599,219599.496,223248.227,222403.328
106,HIVb+I,106863.656,600,214927.313,218606.905,217735.826
107,HIVb+G4,99723.563,600,200647.126,204326.717,203455.638
108,HIVb+I+G4,99474.201,601,200150.403,203861.192,202963.596
109,HIVb+F,109165.589,618,219567.178,223865.403,222459.946
110,HIVb+F+I,106818.653,619,214875.306,219211.803,217772.755
111,HIVb+F+G4,99286.977,619,199811.955,204148.452,202709.404
112,HIVb+F+I+G4,99073.921,620,199387.841,203763.068,202289.971
113,HIVw,113363.435,599,227924.871,231573.602,230728.703
114,HIVw+I,111000.737,600,223201.474,226881.065,226009.986
115,HIVw+G4,104301.636,600,209803.272,213482.864,212611.785
116,HIVw+I+G4,104026.861,601,209255.723,212966.513,212068.916
117,HIVw+F,113057.013,618,227350.025,231648.250,230242.793
118,HIVw+F+I,110627.415,619,222492.830,226829.328,225390.279
119,HIVw+F+G4,103402.274,619,208042.547,212379.044,210939.996
120,HIVw+F+I+G4,103200.780,620,207641.560,212016.787,210543.690
121,JTTDCMut,103970.362,599,209138.724,212787.455,211942.556
122,JTTDCMut+I,101938.338,600,205076.677,208756.269,207885.190
123,JTTDCMut+G4,96046.658,600,193293.315,196972.907,196101.828
124,JTTDCMut+I+G4,95850.180,601,192902.360,196613.150,195715.554
125,JTTDCMut+F,104287.171,618,209810.341,214108.566,212703.110
126,JTTDCMut+F+I,102278.938,619,205795.877,210132.374,208693.326
127,JTTDCMut+F+G4,96122.658,619,193483.316,197819.814,196380.766
128,JTTDCMut+F+I+G4,95925.401,620,193090.802,197466.029,195992.931
129,FLU,106893.358,599,214984.717,218633.448,217788.549
130,FLU+I,105025.527,600,211251.055,214930.647,214059.568
131,FLU+G4,98580.202,600,198360.404,202039.996,201168.916
132,FLU+I+G4,98357.952,601,197917.904,201628.693,200731.097
133,FLU+F,106880.818,618,214997.637,219295.861,217890.405
134,FLU+F+I,104984.220,619,211206.439,215542.936,214103.888
135,FLU+F+G4,98107.962,619,197453.924,201790.421,200351.373
136,FLU+F+I+G4,97919.040,620,197078.080,201453.307,199980.209
137,Blosum62,103105.636,599,207409.273,211058.004,210213.105
138,Blosum62+I,101371.135,600,203942.269,207621.861,206750.782
139,Blosum62+G4,96055.793,600,193311.586,196991.178,196120.099
140,Blosum62+I+G4,95897.149,601,192996.297,196707.087,195809.491
141,Blosum62+F,103037.072,618,207310.145,211608.369,210202.913
142,Blosum62+F+I,101242.594,619,203723.188,208059.686,206620.637
143,Blosum62+F+G4,95877.463,619,192992.927,197329.424,195890.376
144,Blosum62+F+I+G4,95719.183,620,192678.367,197053.594,195580.497
145,mtMet,112711.861,599,226621.722,230270.453,229425.554
146,mtMet+I,111177.703,600,223555.406,227234.998,226363.919
147,mtMet+G4,101547.446,600,204294.891,207974.483,207103.404
148,mtMet+I+G4,101394.018,601,203990.036,207700.826,206803.230
149,mtMet+F,107786.889,618,216809.779,221108.003,219702.547
150,mtMet+F+I,105980.068,619,213198.136,217534.633,216095.585
151,mtMet+F+G4,97932.437,619,197102.874,201439.371,200000.323
152,mtMet+F+I+G4,97759.947,620,196759.893,201135.121,199662.023
153,mtVer,114970.549,599,231139.098,234787.829,233942.930
154,mtVer+I,113446.345,600,228092.690,231772.282,230901.203
