No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103666.139,599,208530.279,212783.533,211312.688
2,Dayhoff+I,101484.017,600,204168.034,208460.892,206955.089
3,Dayhoff+G4,96062.793,600,193325.587,197618.444,196112.641
4,Dayhoff+I+G4,95787.297,601,192776.594,197109.552,195568.293
5,Dayhoff+F,104225.182,618,209686.364,214786.924,212557.030
6,Dayhoff+F+I,102104.539,619,205447.077,210598.487,208322.389
7,Dayhoff+F+G4,96366.833,619,193971.667,199123.076,196846.978
8,Dayhoff+F+I+G4,96125.516,620,193491.033,198694.006,196370.989
9,mtMAM,119804.041,599,240806.082,245059.337,243588.492
10,mtMAM+I,118394.130,600,237988.260,242281.117,240775.314
11,mtMAM+G4,104929.476,600,211058.951,215351.808,213846.006
12,mtMAM+I+G4,104740.629,601,210683.257,215016.216,213474.957
13,mtMAM+F,113084.832,618,227405.665,232506.225,230276.331
14,mtMAM+F+I,111381.056,619,224000.113,229151.522,226875.424
15,mtMAM+F+G4,100831.094,619,202900.188,208051.597,205775.499
16,mtMAM+F+I+G4,100688.918,620,202617.836,207820.809,205497.792
17,JTT,103859.493,599,208916.985,213170.240,211699.395
18,JTT+I,101768.891,600,204737.783,209030.640,207524.837
19,JTT+G4,95909.825,600,193019.650,197312.507,195806.705
20,JTT+I+G4,95694.077,601,192590.154,196923.112,195381.854
21,JTT+F,104180.351,618,209596.702,214697.262,212467.368
22,JTT+F+I,102110.635,619,205459.270,210610.679,208334.581
23,JTT+F+G4,95999.305,619,193236.610,198388.019,196111.921
24,JTT+F+I+G4,95799.763,620,192839.526,198042.499,195719.482
25,WAG,101412.118,599,204022.236,208275.490,206804.645
26,WAG+I,99476.073,600,200152.145,204445.002,202939.200
27,WAG+G4,94596.953,600,190393.906,194686.764,193180.961
28,WAG+I+G4,94387.457,601,189976.913,194309.872,192768.613
29,WAG+F,101638.552,618,204513.104,209613.664,207383.770
30,WAG+F+I,99739.270,619,200716.540,205867.949,203591.851
31,WAG+F+G4,94670.136,619,190578.273,195729.682,193453.584
32,WAG+F+I+G4,94456.871,620,190153.742,195356.715,193033.699
33,cpREV,102504.718,599,206207.435,210460.689,208989.845
34,cpREV+I,100733.166,600,202666.332,206959.190,205453.387
35,cpREV+G4,95830.534,600,192861.068,197153.925,195648.123
36,cpREV+I+G4,95604.601,601,192411.202,196744.160,195202.902
37,cpREV+F,102205.634,618,205647.269,210747.829,208517.935
38,cpREV+F+I,100279.590,619,201797.181,206948.590,204672.492
39,cpREV+F+G4,95424.721,619,192087.442,197238.852,194962.754
