No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103860.163,599,208918.327,212741.731,211715.356
2,Dayhoff+I,101670.504,600,204541.008,208397.692,207342.706
3,Dayhoff+G4,96166.013,600,193532.025,197388.710,196333.724
4,Dayhoff+I+G4,95922.568,601,193047.136,196937.480,195853.504
5,Dayhoff+F,104409.945,618,210055.890,214583.014,212941.639
6,Dayhoff+F+I,102281.884,619,205801.769,210370.578,208692.188
7,Dayhoff+F+G4,96484.994,619,194207.988,198776.797,197098.407
8,Dayhoff+F+I+G4,96249.633,620,193739.267,198350.285,196634.356
9,mtMAM,120021.034,599,241240.068,245063.472,244037.097
10,mtMAM+I,118601.670,600,238403.340,242260.024,241205.038
11,mtMAM+G4,105034.118,600,211268.236,215124.921,214069.935
12,mtMAM+I+G4,104785.803,601,210773.607,214663.951,213579.975
13,mtMAM+F,113333.786,618,227903.571,232430.696,230789.321
14,mtMAM+F+I,111620.800,619,224479.599,229048.409,227370.019
15,mtMAM+F+G4,100935.783,619,203109.567,207678.376,205999.986
16,mtMAM+F+I+G4,100813.426,620,202866.853,207477.871,205761.942
17,JTT,104024.090,599,209246.179,213069.583,212043.208
18,JTT+I,101926.486,600,205052.972,208909.656,207854.671
19,JTT+G4,95990.105,600,193180.211,197036.895,195981.910
20,JTT+I+G4,95780.241,601,192762.482,196652.826,195568.850
21,JTT+F,104347.230,618,209930.460,214457.585,212816.210
22,JTT+F+I,102269.810,619,205777.620,210346.430,208668.040
23,JTT+F+G4,96079.350,619,193396.700,197965.510,196287.120
24,JTT+F+I+G4,95883.821,620,193007.643,197618.661,195902.732
25,WAG,101570.432,599,204338.863,208162.267,207135.893
26,WAG+I,99626.943,600,200453.887,204310.571,203255.585
27,WAG+G4,94693.518,600,190587.036,194443.720,193388.734
28,WAG+I+G4,94486.955,601,190175.911,194066.255,192982.279
29,WAG+F,101791.763,618,204819.525,209346.650,207705.275
30,WAG+F+I,99885.175,619,201008.350,205577.159,203898.769
31,WAG+F+G4,94758.903,619,190755.806,195324.616,193646.225
32,WAG+F+I+G4,94557.593,620,190355.186,194966.203,193250.274
33,cpREV,102634.019,599,206466.038,210289.443,209263.068
34,cpREV+I,100858.288,600,202916.576,206773.261,205718.275
35,cpREV+G4,95888.595,600,192977.190,196833.874,195778.888
36,cpREV+I+G4,95660.365,601,192522.731,196413.075,195329.099
37,cpREV+F,102355.190,618,205946.380,210473.504,208832.130
38,cpREV+F+I,100425.199,619,202088.398,206657.207,204978.817
39,cpREV+F+G4,95517.873,619,192273.745,196842.555,195164.165
40,cpREV+F+I+G4,95255.884,620,191751.769,196362.787,194646.857
41,mtREV,112084.787,599,225367.573,229190.977,228164.602
42,mtREV+I,110557.165,600,222314.331,226171.015,225116.030
43,mtREV+G4,101826.120,600,204852.240,208708.925,207653.939
44,mtREV+I+G4,101692.573,601,204587.146,208477.490,207393.514
45,mtREV+F,106384.900,618,214005.800,218532.924,216891.550
46,mtREV+F+I,104580.031,619,210398.061,214966.871,213288.480
47,mtREV+F+G4,97579.075,619,196396.151,200964.960,199286.570
48,mtREV+F+I+G4,97430.175,620,196100.350,200711.368,198995.439
49,rtREV,103246.403,599,207690.807,211514.211,210487.836
50,rtREV+I,101456.539,600,204113.078,207969.762,206914.777
51,rtREV+G4,95405.245,600,192010.489,195867.174,194812.188
52,rtREV+I+G4,95262.118,601,191726.236,195616.580,194532.604
53,rtREV+F,102721.118,618,206678.235,211205.359,209563.985
54,rtREV+F+I,100909.658,619,203057.316,207626.126,205947.735
55,rtREV+F+G4,94604.783,619,190447.567,195016.376,193337.986
56,rtREV+F+I+G4,94443.879,620,190127.758,194738.776,193022.847
57,mtART,116183.242,599,233564.484,237387.888,236361.513
58,mtART+I,114756.818,600,230713.636,234570.320,233515.335
59,mtART+G4,102368.830,600,205937.660,209794.344,208739.359
60,mtART+I+G4,102274.541,601,205751.083,209641.427,208557.451
61,mtART+F,109885.677,618,221007.355,225534.479,223893.105
62,mtART+F+I,108169.967,619,217577.934,222146.743,220468.353
63,mtART+F+G4,98457.256,619,198152.512,202721.321,201042.931
64,mtART+F+I+G4,98309.435,620,197858.870,202469.888,200753.959
65,mtZOA,111943.026,599,225084.052,228907.456,227881.081
66,mtZOA+I,110447.539,600,222095.079,225951.763,224896.778
67,mtZOA+G4,99633.914,600,200467.828,204324.513,203269.527
68,mtZOA+I+G4,99519.245,601,200240.490,204130.834,203046.858
69,mtZOA+F,107170.262,618,215576.524,220103.648,218462.274
70,mtZOA+F+I,105364.802,619,211967.605,216536.414,214858.024
71,mtZOA+F+G4,97055.742,619,195349.485,199918.294,198239.904
72,mtZOA+F+I+G4,96894.081,620,195028.163,199639.181,197923.251
73,VT,102517.759,599,206233.518,210056.922,209030.547
74,VT+I,100559.510,600,202319.021,206175.705,205120.720
75,VT+G4,95339.854,600,191879.709,195736.393,194681.408
76,VT+I+G4,95137.244,601,191476.489,195366.833,194282.857
77,VT+F,102732.997,618,206701.993,211229.117,209587.743
78,VT+F+I,100776.044,619,202790.087,207358.897,205680.506
79,VT+F+G4,95410.129,619,192058.258,196627.067,194948.677
80,VT+F+I+G4,95197.249,620,191634.498,196245.516,194529.586
81,LG,102362.016,599,205922.031,209745.435,208719.061
82,LG+I,100497.575,600,202195.150,206051.835,204996.849
83,LG+G4,94375.133,600,189950.267,193806.951,192751.965
84,LG+I+G4,94203.293,601,189608.586,193498.930,192414.954
85,LG+F,102560.766,618,206357.532,210884.656,209243.282
86,LG+F+I,100682.579,619,202603.158,207171.968,205493.578
87,LG+F+G4,94316.982,619,189871.965,194440.774,192762.384
88,LG+F+I+G4,94137.242,620,189514.484,194125.502,192409.573
89,DCMut,103856.382,599,208910.764,212734.168,211707.794
90,DCMut+I,101666.830,600,204533.660,208390.344,207335.358
91,DCMut+G4,96169.663,600,193539.326,197396.010,196341.025
92,DCMut+I+G4,95926.025,601,193054.051,196944.395,195860.419
93,DCMut+F,104403.036,618,210042.071,214569.196,212927.821
94,DCMut+F+I,102274.819,619,205787.638,210356.448,208678.058
95,DCMut+F+G4,96486.681,619,194211.361,198780.171,197101.780
96,DCMut+F+I+G4,96250.514,620,193741.028,198352.046,196636.116
97,PMB,103417.692,599,208033.385,211856.789,210830.414
98,PMB+I,101591.874,600,204383.748,208240.432,207185.446
99,PMB+G4,96311.658,600,193823.316,197680.000,196625.014
100,PMB+I+G4,96120.142,601,193442.283,197332.627,196248.652
101,PMB+F,103138.327,618,207512.654,212039.778,210398.403
102,PMB+F+I,101272.163,619,203782.325,208351.135,206672.744
103,PMB+F+G4,95930.415,619,193098.830,197667.639,195989.249
104,PMB+F+I+G4,95729.875,620,192699.749,197310.767,195594.838
105,HIVb,109152.953,599,219503.906,223327.310,222300.935
106,HIVb+I,106778.367,600,214756.733,218613.418,217558.432
107,HIVb+G4,99634.225,600,200468.451,204325.135,203270.150
108,HIVb+I+G4,99395.917,601,199993.833,203884.177,202800.201
109,HIVb+F,109128.336,618,219492.672,224019.796,222378.422
110,HIVb+F+I,106727.766,619,214693.532,219262.342,217583.952
111,HIVb+F+G4,99189.421,619,199616.842,204185.651,202507.261
112,HIVb+F+I+G4,98992.984,620,199225.968,203836.986,202121.057
113,HIVw,113366.257,599,227930.514,231753.918,230727.543
114,HIVw+I,110943.414,600,223086.828,226943.513,225888.527
115,HIVw+G4,104267.547,600,209735.094,213591.779,212536.793
116,HIVw+I+G4,103976.877,601,209155.755,213046.099,211962.123
117,HIVw+F,113028.607,618,227293.214,231820.339,230178.964
118,HIVw+F+I,110518.417,619,222274.834,226843.643,225165.253
119,HIVw+F+G4,103350.183,619,207938.366,212507.175,210828.785
120,HIVw+F+I+G4,103133.090,620,207506.181,212117.199,210401.269
121,JTTDCMut,103927.823,599,209053.647,212877.051,211850.676
122,JTTDCMut+I,101844.682,600,204889.364,208746.049,207691.063
123,JTTDCMut+G4,95943.449,600,193086.897,196943.582,195888.596
124,JTTDCMut+I+G4,95737.324,601,192676.648,196566.992,195483.017
125,JTTDCMut+F,104242.788,618,209721.575,214248.700,212607.325
126,JTTDCMut+F+I,102176.074,619,205590.148,210158.958,208480.568
127,JTTDCMut+F+G4,96015.154,619,193268.308,197837.118,196158.727
128,JTTDCMut+F+I+G4,95818.993,620,192877.986,197489.004,195773.074
129,FLU,106862.387,599,214922.773,218746.178,217719.803
130,FLU+I,104949.797,600,211099.594,214956.279,213901.293
131,FLU+G4,98501.396,600,198202.792,202059.477,201004.491
132,FLU+I+G4,98260.762,601,197723.524,201613.868,200529.892
133,FLU+F,106824.135,618,214884.271,219411.395,217770.021
134,FLU+F+I,104867.405,619,210972.809,215541.619,213863.228
135,FLU+F+G4,98019.967,619,197277.935,201846.744,200168.354
136,FLU+F+I+G4,97812.975,620,196865.950,201476.968,199761.039
137,Blosum62,103044.322,599,207286.643,211110.048,210083.673
138,Blosum62+I,101253.252,600,203706.503,207563.188,206508.202
139,Blosum62+G4,95940.202,600,193080.404,196937.088,195882.103
140,Blosum62+I+G4,95760.540,601,192723.081,196613.425,195529.449
141,Blosum62+F,102981.793,618,207199.586,211726.710,210085.336
142,Blosum62+F+I,101130.529,619,203499.058,208067.868,206389.478
143,Blosum62+F+G4,95759.557,619,192757.115,197325.925,195647.534
144,Blosum62+F+I+G4,95574.090,620,192388.179,196999.197,195283.268
145,mtMet,112711.151,599,226620.303,230443.707,229417.332
146,mtMet+I,111149.782,600,223499.564,227356.248,226301.263
147,mtMet+G4,101429.705,600,204059.409,207916.094,206861.108
148,mtMet+I+G4,101299.488,601,203800.976,207691.320,206607.345
149,mtMet+F,107753.959,618,216743.917,221271.042,219629.667
150,mtMet+F+I,105892.104,619,213022.208,217591.017,215912.627
151,mtMet+F+G4,97830.303,619,196898.606,201467.415,199789.025
152,mtMet+F+I+G4,97676.457,620,196592.914,201203.932,199488.003
153,mtVer,115013.281,599,231224.562,235047.966,234021.591
154,mtVer+I,113467.002,600,228134.003,231990.688,230935.702
155,mtVer+G4,102679.786,600,206559.571,210416.256,209361.270
156,mtVer+I+G4,102555.388,601,206312.777,210203.121,209119.145
157,mtVer+F,110073.133,618,221382.265,225909.389,224268.015
158,mtVer+F+I,108127.701,619,217493.401,222062.211,220383.820
159,mtVer+F+G4,99719.509,619,200677.018,205245.828,203567.438
160,mtVer+F+I+G4,99582.550,620,200405.099,205016.117,203300.188
161,mtInv,111831.692,599,224861.383,228684.788,227658.413
162,mtInv+I,110179.309,600,221558.617,225415.302,224360.316
163,mtInv+G4,101369.068,600,203938.137,207794.821,206739.836
164,mtInv+I+G4,101238.210,601,203678.421,207568.765,206484.789
165,mtInv+F,106035.072,618,213306.145,217833.269,216191.894
166,mtInv+F+I,104089.074,619,209416.148,213984.957,212306.567
167,mtInv+F+G4,96826.446,619,194890.892,199459.701,197781.311
168,mtInv+F+I+G4,96661.693,620,194563.386,199174.404,197458.475
