No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,103842.771,599,208883.542,213806.830,211647.763
2,Dayhoff+I,101643.904,600,204487.808,209461.601,207256.643
3,Dayhoff+G4,96125.175,600,193450.351,198424.144,196219.186
4,Dayhoff+I+G4,95875.246,601,192952.492,197977.520,195725.942
5,Dayhoff+F,104388.488,618,210012.976,216037.260,212864.877
6,Dayhoff+F+I,102251.483,619,205740.965,211832.711,208597.480
7,Dayhoff+F+G4,96430.950,619,194099.900,200191.646,196956.415
8,Dayhoff+F+I+G4,96184.137,620,193608.273,199768.593,196469.403
9,mtMAM,119916.395,599,241030.791,245954.078,243795.011
10,mtMAM+I,118482.870,600,238165.740,243139.534,240934.576
11,mtMAM+G4,104873.154,600,210946.308,215920.102,213715.144
12,mtMAM+I+G4,104643.647,601,210489.294,215514.322,213262.744
13,mtMAM+F,113229.522,618,227695.044,233719.327,230546.944
14,mtMAM+F+I,111502.567,619,224243.134,230334.880,227099.649
15,mtMAM+F+G4,100810.030,619,202858.060,208949.806,205714.575
16,mtMAM+F+I+G4,100674.642,620,202589.284,208749.604,205450.414
17,JTT,104016.902,599,209231.805,214155.092,211996.025
18,JTT+I,101910.445,600,205020.890,209994.683,207789.726
19,JTT+G4,95952.287,600,193104.575,198078.368,195873.410
20,JTT+I+G4,95747.178,601,192696.355,197721.383,195469.805
21,JTT+F,104333.624,618,209903.249,215927.532,212755.149
22,JTT+F+I,102248.209,619,205734.418,211826.164,208590.933
23,JTT+F+G4,96039.345,619,193316.690,199408.436,196173.205
24,JTT+F+I+G4,95842.400,620,192924.800,199085.120,195785.930
25,WAG,101536.450,599,204270.901,209194.188,207035.121
26,WAG+I,99583.789,600,200367.579,205341.372,203136.414
27,WAG+G4,94640.960,600,190481.920,195455.713,193250.756
28,WAG+I+G4,94445.847,601,190093.695,195118.723,192867.145
29,WAG+F,101752.569,618,204741.137,210765.421,207593.038
30,WAG+F+I,99837.530,619,200913.060,207004.806,203769.575
31,WAG+F+G4,94707.769,619,190653.537,196745.283,193510.052
32,WAG+F+I+G4,94509.362,620,190258.725,196419.045,193119.855
33,cpREV,102599.914,599,206397.828,211321.116,209162.049
34,cpREV+I,100814.454,600,202828.908,207802.701,205597.743
35,cpREV+G4,95851.247,600,192902.494,197876.287,195671.329
36,cpREV+I+G4,95627.952,601,192457.903,197482.931,195231.353
37,cpREV+F,102331.993,618,205899.985,211924.268,208751.885
38,cpREV+F+I,100394.707,619,202027.413,208119.159,204883.928
39,cpREV+F+G4,95472.098,619,192182.195,198273.941,195038.710
40,cpREV+F+I+G4,95221.701,620,191683.401,197843.721,194544.531
41,mtREV,112001.244,599,225200.487,230123.775,227964.708
42,mtREV+I,110460.374,600,222120.748,227094.542,224889.584
43,mtREV+G4,101697.728,600,204595.456,209569.249,207364.292
44,mtREV+I+G4,101586.832,601,204375.664,209400.692,207149.114
45,mtREV+F,106328.654,618,213893.309,219917.592,216745.209
46,mtREV+F+I,104511.192,619,210260.385,216352.131,213116.900
47,mtREV+F+G4,97485.776,619,196209.552,202301.298,199066.067
48,mtREV+F+I+G4,97331.079,620,195902.158,202062.478,198763.287
49,rtREV,103180.931,599,207559.862,212483.149,210324.082
50,rtREV+I,101381.228,600,203962.456,208936.249,206731.291
51,rtREV+G4,95336.895,600,191873.791,196847.584,194642.626
52,rtREV+I+G4,95196.953,601,191595.905,196620.933,194369.355
53,rtREV+F,102657.253,618,206550.505,212574.789,209402.406
54,rtREV+F+I,100836.431,619,202910.861,209002.607,205767.376
55,rtREV+F+G4,94541.723,619,190321.446,196413.192,193177.961
56,rtREV+F+I+G4,94372.615,620,189985.231,196145.551,192846.360
57,mtART,116058.253,599,233314.507,238237.795,236078.728
58,mtART+I,114617.296,600,230434.592,235408.385,233203.427
59,mtART+G4,102232.718,600,205665.436,210639.229,208434.271
60,mtART+I+G4,102149.874,601,205501.748,210526.776,208275.198
61,mtART+F,109738.020,618,220712.039,226736.323,223563.940
62,mtART+F+I,108008.976,619,217255.952,223347.698,220112.468
63,mtART+F+G4,98345.179,619,197928.359,204020.105,200784.874
64,mtART+F+I+G4,98199.463,620,197638.926,203799.246,200500.056
65,mtZOA,111884.314,599,224966.627,229889.915,227730.848
66,mtZOA+I,110375.351,600,221950.701,226924.495,224719.537
67,mtZOA+G4,99532.814,600,200265.629,205239.422,203034.464
68,mtZOA+I+G4,99430.003,601,200062.007,205087.034,202835.457
69,mtZOA+F,107093.558,618,215423.117,221447.400,218275.017
70,mtZOA+F+I,105274.820,619,211787.641,217879.387,214644.156
71,mtZOA+F+G4,96969.283,619,195176.565,201268.311,198033.080
72,mtZOA+F+I+G4,96800.586,620,194841.173,201001.493,197702.302
73,VT,102489.624,599,206177.247,211100.535,208941.468
74,VT+I,100523.040,600,202246.081,207219.874,205014.916
75,VT+G4,95301.168,600,191802.336,196776.129,194571.171
76,VT+I+G4,95104.972,601,191411.943,196436.971,194185.393
77,VT+F,102704.088,618,206644.176,212668.460,209496.077
78,VT+F+I,100739.452,619,202716.904,208808.650,205573.419
79,VT+F+G4,95372.957,619,191983.914,198075.660,194840.429
80,VT+F+I+G4,95158.873,620,191557.745,197718.065,194418.875
81,LG,102299.751,599,205797.502,210720.790,208561.723
82,LG+I,100426.499,600,202052.997,207026.790,204821.832
83,LG+G4,94301.021,600,189802.042,194775.835,192570.877
84,LG+I+G4,94128.640,601,189459.281,194484.309,192232.731
85,LG+F,102505.052,618,206246.104,212270.388,209098.005
86,LG+F+I,100619.049,619,202476.097,208567.843,205332.612
87,LG+F+G4,94248.486,619,189734.972,195826.718,192591.487
88,LG+F+I+G4,94065.999,620,189371.998,195532.318,192233.128
89,DCMut,103837.901,599,208873.802,213797.090,211638.023
90,DCMut+I,101639.317,600,204478.634,209452.427,207247.470
91,DCMut+G4,96128.838,600,193457.676,198431.469,196226.511
92,DCMut+I+G4,95878.539,601,192959.078,197984.106,195732.528
93,DCMut+F,104380.438,618,209996.876,216021.159,212848.776
94,DCMut+F+I,102243.503,619,205725.005,211816.751,208581.520
95,DCMut+F+G4,96432.702,619,194103.403,200195.149,196959.918
96,DCMut+F+I+G4,96185.087,620,193610.175,199770.495,196471.304
97,PMB,103384.418,599,207966.836,212890.124,210731.057
98,PMB+I,101549.024,600,204298.048,209271.842,207066.884
99,PMB+G4,96277.539,600,193755.079,198728.872,196523.914
100,PMB+I+G4,96090.040,601,193382.080,198407.108,196155.530
101,PMB+F,103101.877,618,207439.754,213464.038,210291.655
102,PMB+F+I,101227.307,619,203692.613,209784.359,206549.129
103,PMB+F+G4,95892.012,619,193022.024,199113.770,195878.539
104,PMB+F+I+G4,95693.067,620,192626.134,198786.454,195487.264
105,HIVb,109109.729,599,219417.458,224340.746,222181.679
106,HIVb+I,106721.581,600,214643.162,219616.955,217411.998
107,HIVb+G4,99559.330,600,200318.659,205292.452,203087.495
108,HIVb+I+G4,99309.306,601,199820.613,204845.641,202594.063
109,HIVb+F,109063.665,618,219363.330,225387.613,222215.230
110,HIVb+F+I,106653.336,619,214544.671,220636.417,217401.186
111,HIVb+F+G4,99115.321,619,199468.642,205560.388,202325.157
112,HIVb+F+I+G4,98904.981,620,199049.961,205210.281,201911.091
113,HIVw,113272.348,599,227742.697,232665.984,230506.917
114,HIVw+I,110835.522,600,222871.043,227844.837,225639.879
115,HIVw+G4,104154.381,600,209508.762,214482.555,212277.598
116,HIVw+I+G4,103868.960,601,208939.920,213964.948,211713.370
117,HIVw+F,112946.534,618,227129.069,233153.352,229980.969
