No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,8796.572,53,17699.145,17707.714,17941.992
2,JC+I,8553.340,54,17214.680,17223.586,17462.109
3,JC+G4,8537.329,54,17182.657,17191.563,17430.087
4,JC+I+G4,8504.835,55,17119.671,17128.920,17371.682
5,F81+F,8771.348,56,17654.697,17664.297,17911.290
6,F81+F+I,8511.687,57,17137.374,17147.332,17398.549
7,F81+F+G4,8502.316,57,17118.632,17128.590,17379.807
8,F81+F+I+G4,8466.176,58,17048.353,17058.676,17314.110
9,K2P,8634.037,54,17376.074,17384.980,17623.503
10,K2P+I,8379.132,55,16868.264,16877.513,17120.276
11,K2P+G4,8352.948,55,16815.897,16825.146,17067.908
12,K2P+I+G4,8321.933,56,16755.865,16765.465,17012.458
13,HKY+F,8596.564,57,17307.128,17317.086,17568.304
14,HKY+F+I,8315.507,58,16747.014,16757.337,17012.771
15,HKY+F+G4,8299.430,58,16714.861,16725.184,16980.618
16,HKY+F+I+G4,8262.441,59,16642.883,16653.578,16913.222
17,TNe,8629.554,55,17369.109,17378.358,17621.120
18,TNe+I,8377.229,56,16866.459,16876.059,17123.052
19,TNe+G4,8350.898,56,16813.796,16823.396,17070.389
20,TNe+I+G4,8320.190,57,16754.379,16764.337,17015.555
21,TN+F,8595.354,58,17306.709,17317.032,17572.466
22,TN+F+I,8315.236,59,16748.472,16759.167,17018.811
23,TN+F+G4,8299.314,59,16716.628,16727.323,16986.968
24,TN+F+I+G4,8262.031,60,16644.062,16655.136,16918.983
25,K3P,8633.917,55,17377.834,17387.084,17629.846
26,K3P+I,8379.029,56,16870.057,16879.657,17126.651
27,K3P+G4,8352.939,56,16817.877,16827.477,17074.470
28,K3P+I+G4,8321.904,57,16757.809,16767.766,17018.984
29,K3Pu+F,8595.409,58,17306.817,17317.140,17572.575
30,K3Pu+F+I,8313.218,59,16744.437,16755.132,17014.776
31,K3Pu+F+G4,8298.047,59,16714.095,16724.790,16984.434
32,K3Pu+F+I+G4,8260.621,60,16641.243,16652.317,16916.164
33,TPM2+F,8591.475,58,17298.950,17309.272,17564.707
34,TPM2+F+I,8312.682,59,16743.364,16754.059,17013.704
35,TPM2+F+G4,8295.565,59,16709.129,16719.824,16979.469
36,TPM2+F+I+G4,8258.860,60,16637.719,16648.793,16912.641
37,TPM2u+F,8591.475,58,17298.949,17309.272,17564.707
38,TPM2u+F+I,8312.682,59,16743.364,16754.059,17013.704
39,TPM2u+F+G4,8295.565,59,16709.130,16719.825,16979.469
40,TPM2u+F+I+G4,8258.860,60,16637.719,16648.794,16912.641
41,TPM3+F,8577.301,58,17270.603,17280.926,17536.360
42,TPM3+F+I,8313.723,59,16745.446,16756.141,17015.786
43,TPM3+F+G4,8291.634,59,16701.269,16711.964,16971.608
44,TPM3+F+I+G4,8258.516,60,16637.033,16648.107,16911.954
45,TPM3u+F,8577.303,58,17270.605,17280.928,17536.363
46,TPM3u+F+I,8313.723,59,16745.446,16756.141,17015.786
47,TPM3u+F+G4,8291.637,59,16701.274,16711.969,16971.614
48,TPM3u+F+I+G4,8258.516,60,16637.032,16648.106,16911.954
49,TIMe,8629.435,56,17370.870,17380.470,17627.464
50,TIMe+I,8377.125,57,16868.249,16878.207,17129.425
51,TIMe+G4,8350.884,57,16815.767,16825.725,17076.943
52,TIMe+I+G4,8320.162,58,16756.325,16766.648,17022.082
53,TIM+F,8594.219,59,17306.437,17317.132,17576.777
54,TIM+F+I,8312.929,60,16745.858,16756.932,17020.780
55,TIM+F+G4,8297.925,60,16715.850,16726.924,16990.772
56,TIM+F+I+G4,8260.196,61,16642.392,16653.852,16921.895
57,TIM2e,8629.103,56,17370.205,17379.805,17626.798
58,TIM2e+I,8377.116,57,16868.231,16878.189,17129.407
59,TIM2e+G4,8350.892,57,16815.784,16825.742,17076.960
60,TIM2e+I+G4,8320.189,58,16756.379,16766.702,17022.136
61,TIM2+F,8590.284,59,17298.568,17309.263,17568.907
62,TIM2+F+I,8312.381,60,16744.763,16755.837,17019.684
63,TIM2+F+G4,8295.461,60,16710.922,16721.996,16985.843
64,TIM2+F+I+G4,8258.458,61,16638.917,16650.377,16918.420
65,TIM3e,8588.688,56,17289.375,17298.975,17545.969
66,TIM3e+I,8364.052,57,16842.104,16852.062,17103.279
67,TIM3e+G4,8321.564,57,16757.129,16767.087,17018.304
68,TIM3e+I+G4,8298.256,58,16712.513,16722.836,16978.270
69,TIM3+F,8576.262,59,17270.524,17281.219,17540.863
70,TIM3+F+I,8313.481,60,16746.962,16758.036,17021.884
71,TIM3+F+G4,8291.522,60,16703.045,16714.119,16977.966
72,TIM3+F+I+G4,8258.171,61,16638.341,16649.802,16917.845
73,TVMe,8591.734,57,17297.469,17307.427,17558.644
74,TVMe+I,8365.867,58,16847.734,16858.057,17113.491
75,TVMe+G4,8322.352,58,16760.704,16771.026,17026.461
76,TVMe+I+G4,8299.302,59,16716.605,16727.300,16986.944
77,TVM+F,8570.825,60,17261.651,17272.725,17536.572
78,TVM+F+I,8309.426,61,16740.853,16752.313,17020.356
79,TVM+F+G4,8286.720,61,16695.440,16706.901,16974.944
80,TVM+F+I+G4,8253.800,62,16631.600,16643.454,16915.686
81,SYM,8587.356,58,17290.711,17301.034,17556.469
82,SYM+I,8363.467,59,16844.934,16855.629,17115.273
83,SYM+G4,8320.948,59,16759.896,16770.591,17030.236
84,SYM+I+G4,8297.703,60,16715.406,16726.481,16990.328
85,GTR+F,8569.817,61,17261.634,17273.095,17541.138
86,GTR+F+I,8309.156,62,16742.312,16754.166,17026.398
87,GTR+F+G4,8286.624,62,16697.249,16709.103,16981.334
88,GTR+F+I+G4,8253.461,63,16632.923,16645.178,16921.590
