No.,Model,-LnL,df,AIC,AICc,BIC
1,JC,18235.534,85,36641.068,36651.810,37089.634
2,JC+I,18037.682,86,36247.365,36258.368,36701.208
3,JC+G4,17676.025,86,35524.049,35535.052,35977.893
4,JC+I+G4,17674.629,87,35523.259,35534.526,35982.380
5,F81+F,18061.761,88,36299.522,36311.057,36763.920
6,F81+F+I,17854.255,89,35886.510,35898.315,36356.185
7,F81+F+G4,17493.004,89,35164.007,35175.812,35633.682
8,F81+F+I+G4,17490.883,90,35161.766,35173.846,35636.718
9,K2P,17903.743,86,35979.486,35990.489,36433.329
10,K2P+I,17697.295,87,35568.591,35579.858,36027.712
11,K2P+G4,17306.698,87,34787.396,34798.663,35246.516
12,K2P+I+G4,17305.241,88,34786.483,34798.018,35250.881
13,HKY+F,17755.298,89,35688.596,35700.402,36158.271
14,HKY+F+I,17535.914,90,35251.828,35263.908,35726.781
15,HKY+F+G4,17139.705,90,34459.410,34471.489,34934.362
16,HKY+F+I+G4,17137.433,91,34456.867,34469.224,34937.097
17,TNe,17902.266,87,35978.533,35989.800,36437.653
18,TNe+I,17696.178,88,35568.355,35579.890,36032.753
19,TNe+G4,17302.523,88,34781.046,34792.581,35245.444
20,TNe+I+G4,17301.062,89,34780.123,34791.929,35249.798
21,TN+F,17723.590,90,35627.181,35639.261,36102.133
22,TN+F+I,17500.832,91,35183.663,35196.021,35663.893
23,TN+F+G4,17110.093,91,34402.186,34414.543,34882.415
24,TN+F+I+G4,17107.219,92,34398.439,34411.077,34883.945
25,K3P,17903.120,87,35980.239,35991.506,36439.360
26,K3P+I,17696.561,88,35569.121,35580.656,36033.519
27,K3P+G4,17306.269,88,34788.538,34800.073,35252.936
28,K3P+I+G4,17304.731,89,34787.463,34799.268,35257.138
29,K3Pu+F,17755.012,90,35690.024,35702.104,36164.977
30,K3Pu+F+I,17535.546,91,35253.092,35265.449,35733.322
31,K3Pu+F+G4,17139.296,91,34460.591,34472.948,34940.821
32,K3Pu+F+I+G4,17137.009,92,34458.018,34470.656,34943.524
33,TPM2+F,17754.533,90,35689.066,35701.145,36164.018
34,TPM2+F+I,17534.867,91,35251.733,35264.091,35731.963
35,TPM2+F+G4,17135.727,91,34453.454,34465.811,34933.683
36,TPM2+F+I+G4,17133.512,92,34451.025,34463.663,34936.531
37,TPM2u+F,17754.533,90,35689.066,35701.145,36164.018
38,TPM2u+F+I,17534.867,91,35251.733,35264.091,35731.963
39,TPM2u+F+G4,17135.727,91,34453.453,34465.811,34933.683
40,TPM2u+F+I+G4,17133.512,92,34451.024,34463.662,34936.530
41,TPM3+F,17751.193,90,35682.386,35694.466,36157.338
42,TPM3+F+I,17534.001,91,35250.002,35262.359,35730.231
43,TPM3+F+G4,17134.323,91,34450.646,34463.004,34930.876
44,TPM3+F+I+G4,17132.386,92,34448.772,34461.410,34934.278
45,TPM3u+F,17751.193,90,35682.386,35694.466,36157.338
46,TPM3u+F+I,17534.001,91,35250.002,35262.359,35730.231
47,TPM3u+F+G4,17134.324,91,34450.647,34463.004,34930.877
48,TPM3u+F+I+G4,17132.385,92,34448.771,34461.409,34934.277
49,TIMe,17901.640,88,35979.279,35990.814,36443.677
50,TIMe+I,17695.441,89,35568.882,35580.687,36038.557
51,TIMe+G4,17302.097,89,34782.193,34793.999,35251.868
52,TIMe+I+G4,17300.584,90,34781.167,34793.247,35256.120
53,TIM+F,17723.324,91,35628.648,35641.005,36108.877
54,TIM+F+I,17500.486,92,35184.972,35197.610,35670.479
55,TIM+F+G4,17109.674,92,34403.348,34415.986,34888.854
56,TIM+F+I+G4,17106.810,93,34399.620,34412.543,34890.404
57,TIM2e,17901.009,88,35978.017,35989.552,36442.415
58,TIM2e+I,17694.627,89,35567.253,35579.059,36036.928
59,TIM2e+G4,17296.389,89,34770.778,34782.583,35240.453
60,TIM2e+I+G4,17294.969,90,34769.938,34782.017,35244.890
61,TIM2+F,17722.954,91,35627.909,35640.266,36108.138
62,TIM2+F+I,17499.972,92,35183.943,35196.582,35669.450
63,TIM2+F+G4,17106.411,92,34396.823,34409.461,34882.330
64,TIM2+F+I+G4,17103.636,93,34393.272,34406.195,34884.056
65,TIM3e,17846.965,88,35869.930,35881.464,36334.328
66,TIM3e+I,17648.914,89,35475.828,35487.633,35945.503
67,TIM3e+G4,17237.771,89,34653.543,34665.348,35123.218
68,TIM3e+I+G4,17237.071,90,34654.142,34666.222,35129.094
69,TIM3+F,17719.068,91,35620.136,35632.493,36100.365
70,TIM3+F+I,17498.669,92,35181.338,35193.977,35666.845
71,TIM3+F+G4,17105.310,92,34394.620,34407.258,34880.126
72,TIM3+F+I+G4,17102.863,93,34391.726,34404.648,34882.510
73,TVMe,17847.113,89,35872.226,35884.032,36341.901
74,TVMe+I,17648.533,90,35477.067,35489.147,35952.019
75,TVMe+G4,17234.473,90,34648.946,34661.026,35123.899
76,TVMe+I+G4,17233.795,91,34649.590,34661.947,35129.819
77,TVM+F,17750.383,92,35684.766,35697.404,36170.273
78,TVM+F+I,17532.898,93,35251.797,35264.719,35742.581
79,TVM+F+G4,17130.260,93,34446.521,34459.443,34937.305
80,TVM+F+I+G4,17128.381,94,34444.763,34457.973,34940.824
81,SYM,17845.510,90,35871.019,35883.099,36345.972
82,SYM+I,17647.133,91,35476.266,35488.623,35956.495
83,SYM+G4,17231.415,91,34644.829,34657.186,35125.059
84,SYM+I+G4,17230.711,92,34645.422,34658.060,35130.928
85,GTR+F,17718.395,93,35622.789,35635.711,36113.573
86,GTR+F+I,17497.762,94,35183.523,35196.733,35679.584
87,GTR+F+G4,17101.552,94,34391.103,34404.314,34887.165
88,GTR+F+I+G4,17099.213,95,34388.426,34401.927,34889.764
