No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,7559.869,39,15197.737,15201.295,15385.761
2,Dayhoff+I,7288.340,40,14656.679,14660.424,14849.524
3,Dayhoff+G4,7257.660,40,14595.320,14599.064,14788.164
4,Dayhoff+I+G4,7252.507,41,14587.013,14590.949,14784.679
5,Dayhoff+F,7516.128,58,15148.257,15156.233,15427.881
6,Dayhoff+F+I,7252.490,59,14622.980,14631.241,14907.425
7,Dayhoff+F+G4,7216.789,59,14551.578,14559.839,14836.023
8,Dayhoff+F+I+G4,7211.667,60,14543.334,14551.885,14832.601
9,mtMAM,8108.294,39,16294.588,16298.146,16482.611
10,mtMAM+I,7662.647,40,15405.295,15409.039,15598.139
11,mtMAM+G4,7614.716,40,15309.431,15313.175,15502.275
12,mtMAM+I+G4,7598.475,41,15278.950,15282.886,15476.615
13,mtMAM+F,7668.115,58,15452.231,15460.208,15731.855
14,mtMAM+F+I,7297.328,59,14712.656,14720.918,14997.102
15,mtMAM+F+G4,7263.514,59,14645.028,14653.289,14929.473
16,mtMAM+F+I+G4,7250.382,60,14620.764,14629.315,14910.030
17,JTT,7353.874,39,14785.747,14789.305,14973.771
18,JTT+I,7098.687,40,14277.375,14281.119,14470.219
19,JTT+G4,7081.042,40,14242.085,14245.829,14434.929
20,JTT+I+G4,7076.807,41,14235.614,14239.550,14433.280
21,JTT+F,7323.930,58,14763.861,14771.838,15043.485
22,JTT+F+I,7078.035,59,14274.071,14282.332,14558.516
23,JTT+F+G4,7058.141,59,14234.282,14242.543,14518.727
24,JTT+F+I+G4,7054.377,60,14228.753,14237.305,14518.020
25,WAG,7526.855,39,15131.710,15135.267,15319.733
26,WAG+I,7271.662,40,14623.324,14627.068,14816.168
27,WAG+G4,7245.392,40,14570.784,14574.528,14763.628
28,WAG+I+G4,7239.171,41,14560.343,14564.279,14758.008
29,WAG+F,7485.979,58,15087.957,15095.934,15367.582
30,WAG+F+I,7239.885,59,14597.769,14606.031,14882.215
31,WAG+F+G4,7209.638,59,14537.276,14545.538,14821.722
32,WAG+F+I+G4,7204.027,60,14528.053,14536.605,14817.320
33,cpREV,7585.042,39,15248.085,15251.642,15436.108
34,cpREV+I,7309.618,40,14699.237,14702.981,14892.081
35,cpREV+G4,7275.672,40,14631.343,14635.088,14824.188
36,cpREV+I+G4,7268.143,41,14618.285,14622.221,14815.951
37,cpREV+F,7527.137,58,15170.274,15178.250,15449.898
38,cpREV+F+I,7266.500,59,14650.999,14659.261,14935.445
39,cpREV+F+G4,7223.226,59,14564.451,14572.713,14848.896
40,cpREV+F+I+G4,7216.100,60,14552.200,14560.752,14841.467
41,mtREV,7950.661,39,15979.321,15982.879,16167.344
42,mtREV+I,7597.417,40,15274.835,15278.579,15467.679
43,mtREV+G4,7571.860,40,15223.720,15227.464,15416.564
44,mtREV+I+G4,7562.356,41,15206.712,15210.648,15404.378
45,mtREV+F,7580.500,58,15276.999,15284.976,15556.624
46,mtREV+F+I,7282.514,59,14683.027,14691.289,14967.473
47,mtREV+F+G4,7247.322,59,14612.643,14620.905,14897.089
48,mtREV+F+I+G4,7239.829,60,14599.657,14608.209,14888.924
49,rtREV,7690.900,39,15459.800,15463.358,15647.823
50,rtREV+I,7398.638,40,14877.275,14881.020,15070.120
51,rtREV+G4,7373.742,40,14827.483,14831.227,15020.327
52,rtREV+I+G4,7365.650,41,14813.300,14817.236,15010.966
53,rtREV+F,7609.893,58,15335.786,15343.763,15615.411
54,rtREV+F+I,7334.198,59,14786.396,14794.658,15070.842
55,rtREV+F+G4,7307.106,59,14732.211,14740.473,15016.657
56,rtREV+F+I+G4,7300.527,60,14721.054,14729.605,15010.320
57,mtART,8367.631,39,16813.263,16816.820,17001.286
58,mtART+I,7889.457,40,15858.913,15862.657,16051.757
59,mtART+G4,7838.788,40,15757.576,15761.321,15950.421
60,mtART+I+G4,7818.663,41,15719.326,15723.262,15916.991
61,mtART+F,7903.257,58,15922.513,15930.490,16202.138
62,mtART+F+I,7508.090,59,15134.180,15142.441,15418.625
63,mtART+F+G4,7463.113,59,15044.225,15052.487,15328.671
64,mtART+F+I+G4,7443.889,60,15007.777,15016.329,15297.044
65,mtZOA,8030.538,39,16139.075,16142.633,16327.098
66,mtZOA+I,7636.322,40,15352.644,15356.388,15545.488
67,mtZOA+G4,7607.459,40,15294.919,15298.663,15487.763
68,mtZOA+I+G4,7594.335,41,15270.669,15274.605,15468.335
69,mtZOA+F,7666.574,58,15449.147,15457.124,15728.772
70,mtZOA+F+I,7345.276,59,14808.553,14816.814,15092.998
71,mtZOA+F+G4,7315.107,59,14748.213,14756.474,15032.658
72,mtZOA+F+I+G4,7304.946,60,14729.893,14738.444,15019.159
73,VT,7485.460,39,15048.921,15052.478,15236.944
74,VT+I,7235.587,40,14551.174,14554.919,14744.019
75,VT+G4,7217.713,40,14515.427,14519.171,14708.271
76,VT+I+G4,7213.352,41,14508.704,14512.640,14706.369
77,VT+F,7445.835,58,15007.670,15015.646,15287.294
78,VT+F+I,7205.116,59,14528.231,14536.493,14812.677
79,VT+F+G4,7184.591,59,14487.182,14495.443,14771.627
80,VT+F+I+G4,7180.687,60,14481.374,14489.925,14770.640
81,LG,7586.679,39,15251.357,15254.915,15439.380
82,LG+I,7305.162,40,14690.323,14694.068,14883.168
83,LG+G4,7281.229,40,14642.459,14646.203,14835.303
84,LG+I+G4,7273.971,41,14629.942,14633.878,14827.608
85,LG+F,7530.290,58,15176.581,15184.557,15456.205
86,LG+F+I,7262.911,59,14643.821,14652.083,14928.267
87,LG+F+G4,7236.797,59,14591.594,14599.855,14876.039
88,LG+F+I+G4,7230.459,60,14580.918,14589.469,14870.184
89,DCMut,7561.598,39,15201.197,15204.754,15389.220
90,DCMut+I,7289.282,40,14658.564,14662.308,14851.408
91,DCMut+G4,7258.586,40,14597.172,14600.916,14790.016
92,DCMut+I+G4,7253.038,41,14588.076,14592.012,14785.741
93,DCMut+F,7517.756,58,15151.511,15159.488,15431.135
94,DCMut+F+I,7253.278,59,14624.556,14632.817,14909.001
95,DCMut+F+G4,7217.566,59,14553.131,14561.392,14837.576
96,DCMut+F+I+G4,7212.520,60,14545.040,14553.591,14834.307
97,PMB,7631.760,39,15341.520,15345.078,15529.543
98,PMB+I,7364.683,40,14809.365,14813.109,15002.209
99,PMB+G4,7346.461,40,14772.922,14776.666,14965.767
100,PMB+I+G4,7340.495,41,14762.991,14766.927,14960.656
101,PMB+F,7576.319,58,15268.639,15276.616,15548.263
102,PMB+F+I,7322.662,59,14763.323,14771.585,15047.769
103,PMB+F+G4,7299.523,59,14717.047,14725.308,15001.492
104,PMB+F+I+G4,7293.842,60,14707.683,14716.235,14996.950
105,HIVb,7487.528,39,15053.055,15056.613,15241.079
106,HIVb+I,7178.100,40,14436.201,14439.945,14629.045
107,HIVb+G4,7146.186,40,14372.373,14376.117,14565.217
108,HIVb+I+G4,7140.247,41,14362.495,14366.431,14560.160
