No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,20638.409,11,41298.818,41298.959,41359.806
2,Dayhoff+I,20481.340,12,40986.681,40986.847,41053.213
3,Dayhoff+G4,20418.772,12,40861.544,40861.710,40928.076
4,Dayhoff+I+G4,20412.980,13,40851.960,40852.154,40924.036
5,Dayhoff+F,20566.403,30,41192.805,41193.806,41359.135
6,Dayhoff+F+I,20392.723,31,40847.447,40848.515,41019.321
7,Dayhoff+F+G4,20314.633,31,40691.265,40692.333,40863.139
8,Dayhoff+F+I+G4,20310.094,32,40684.187,40685.325,40861.606
9,mtMAM,22752.471,11,45526.943,45527.083,45587.930
10,mtMAM+I,22235.757,12,44495.514,44495.680,44562.046
11,mtMAM+G4,21746.050,12,43516.099,43516.265,43582.631
12,mtMAM+I+G4,21742.817,13,43511.635,43511.829,43583.711
13,mtMAM+F,21287.270,30,42634.540,42635.540,42800.870
14,mtMAM+F+I,20921.677,31,41905.355,41906.423,42077.229
15,mtMAM+F+G4,20635.226,31,41332.451,41333.519,41504.325
16,mtMAM+F+I+G4,20633.312,32,41330.624,41331.761,41508.042
17,JTT,20475.650,11,40973.301,40973.441,41034.289
18,JTT+I,20315.697,12,40655.394,40655.561,40721.926
19,JTT+G4,20271.878,12,40567.757,40567.923,40634.289
20,JTT+I+G4,20264.853,13,40555.706,40555.900,40627.782
21,JTT+F,20349.654,30,40759.309,40760.309,40925.639
22,JTT+F+I,20184.148,31,40430.297,40431.365,40602.171
23,JTT+F+G4,20132.949,31,40327.899,40328.967,40499.773
24,JTT+F+I+G4,20126.581,32,40317.162,40318.300,40494.581
25,WAG,20396.632,11,40815.264,40815.404,40876.251
26,WAG+I,20277.535,12,40579.069,40579.236,40645.601
27,WAG+G4,20252.972,12,40529.943,40530.109,40596.475
28,WAG+I+G4,20245.517,13,40517.034,40517.228,40589.111
29,WAG+F,20319.184,30,40698.367,40699.368,40864.697
30,WAG+F+I,20193.064,31,40448.129,40449.197,40620.003
31,WAG+F+G4,20156.829,31,40375.657,40376.725,40547.532
32,WAG+F+I+G4,20151.317,32,40366.633,40367.771,40544.052
33,cpREV,20641.940,11,41305.880,41306.020,41366.867
34,cpREV+I,20507.450,12,41038.901,41039.067,41105.433
35,cpREV+G4,20448.618,12,40921.236,40921.402,40987.768
36,cpREV+I+G4,20445.212,13,40916.423,40916.617,40988.500
