No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,63537.034,63,127200.068,127203.376,127567.034
2,Dayhoff+I,62847.394,64,125822.787,125826.201,126195.577
3,Dayhoff+G4,61886.767,64,123901.534,123904.948,124274.324
4,Dayhoff+I+G4,61852.080,65,123834.160,123837.682,124212.775
5,Dayhoff+F,64368.044,82,128900.089,128905.716,129377.726
6,Dayhoff+F+I,63601.327,83,127368.655,127374.421,127852.117
7,Dayhoff+F+G4,62353.256,83,124872.512,124878.278,125355.974
8,Dayhoff+F+I+G4,62322.667,84,124813.334,124819.242,125302.621
9,mtMAM,67629.709,63,135385.419,135388.726,135752.384
10,mtMAM+I,66792.636,64,133713.272,133716.686,134086.062
11,mtMAM+G4,64939.785,64,130007.570,130010.984,130380.360
12,mtMAM+I+G4,64896.405,65,129922.810,129926.333,130301.425
13,mtMAM+F,64769.911,82,129703.822,129709.449,130181.459
14,mtMAM+F+I,63958.745,83,128083.490,128089.257,128566.952
15,mtMAM+F+G4,62696.233,83,125558.466,125564.232,126041.928
16,mtMAM+F+I+G4,62658.970,84,125485.940,125491.849,125975.227
17,JTT,61710.170,63,123546.340,123549.648,123913.305
18,JTT+I,61054.955,64,122237.909,122241.323,122610.699
19,JTT+G4,60313.356,64,120754.711,120758.125,121127.501
20,JTT+I+G4,60277.143,65,120684.286,120687.808,121062.901
21,JTT+F,62162.449,82,124488.897,124494.525,124966.535
22,JTT+F+I,61464.675,83,123095.350,123101.117,123578.812
23,JTT+F+G4,60525.844,83,121217.688,121223.455,121701.150
24,JTT+F+I+G4,60494.128,84,121156.257,121162.165,121645.544
25,WAG,63006.197,63,126138.394,126141.702,126505.359
26,WAG+I,62310.899,64,124749.797,124753.211,125122.587
27,WAG+G4,61453.253,64,123034.506,123037.920,123407.296
28,WAG+I+G4,61419.579,65,122969.158,122972.681,123347.773
29,WAG+F,64400.390,82,128964.781,128970.408,129442.418
30,WAG+F+I,63641.844,83,127449.688,127455.454,127933.150
31,WAG+F+G4,62460.343,83,125086.687,125092.454,125570.149
32,WAG+F+I+G4,62432.883,84,125033.766,125039.674,125523.053
33,cpREV,63373.204,63,126872.408,126875.716,127239.373
34,cpREV+I,62662.786,64,125453.572,125456.986,125826.362
35,cpREV+G4,61644.890,64,123417.781,123421.195,123790.571
36,cpREV+I+G4,61616.322,65,123362.644,123366.167,123741.259
37,cpREV+F,65306.435,82,130776.870,130782.497,131254.507
38,cpREV+F+I,64498.634,83,129163.267,129169.034,129646.729
39,cpREV+F+G4,62900.588,83,125967.176,125972.943,126450.639
40,cpREV+F+I+G4,62879.861,84,125927.722,125933.630,126417.009
41,mtREV,66215.963,63,132557.926,132561.234,132924.891
42,mtREV+I,65516.999,64,131161.999,131165.413,131534.789
43,mtREV+G4,64423.303,64,128974.607,128978.021,129347.397
44,mtREV+I+G4,64381.346,65,128892.692,128896.214,129271.307
45,mtREV+F,64590.939,82,129345.878,129351.505,129823.516
46,mtREV+F+I,63870.319,83,127906.638,127912.405,128390.100
47,mtREV+F+G4,62669.102,83,125504.205,125509.972,125987.667
48,mtREV+F+I+G4,62643.086,84,125454.171,125460.079,125943.458
49,rtREV,63637.176,63,127400.352,127403.659,127767.317
50,rtREV+I,62932.872,64,125993.744,125997.159,126366.535
51,rtREV+G4,62093.369,64,124314.738,124318.152,124687.528
52,rtREV+I+G4,62054.298,65,124238.596,124242.118,124617.211
53,rtREV+F,64319.624,82,128803.249,128808.876,129280.886
54,rtREV+F+I,63593.582,83,127353.163,127358.930,127836.625
55,rtREV+F+G4,62565.123,83,125296.245,125302.012,125779.708
56,rtREV+F+I+G4,62532.480,84,125232.961,125238.869,125722.248
57,mtART,68691.200,63,137508.399,137511.707,137875.364
58,mtART+I,67769.540,64,135667.080,135670.494,136039.870
59,mtART+G4,66017.183,64,132162.366,132165.780,132535.156
60,mtART+I+G4,65967.359,65,132064.718,132068.240,132443.333
