No.,Model,-LnL,df,AIC,AICc,BIC
1,Dayhoff,5133.639,27,10321.279,10325.059,10430.875
2,Dayhoff+I,5111.665,28,10279.331,10283.401,10392.986
3,Dayhoff+G4,5057.899,28,10171.799,10175.869,10285.454
4,Dayhoff+I+G4,5058.517,29,10175.034,10179.406,10292.749
5,Dayhoff+F,5077.621,46,10247.241,10258.590,10433.961
6,Dayhoff+F+I,5054.041,47,10202.082,10213.955,10392.860
7,Dayhoff+F+G4,5002.528,47,10099.057,10110.930,10289.835
8,Dayhoff+F+I+G4,5003.024,48,10102.047,10114.459,10296.885
9,mtMAM,5515.759,27,11085.517,11089.297,11195.114
10,mtMAM+I,5455.237,28,10966.474,10970.544,11080.129
11,mtMAM+G4,5298.408,28,10652.816,10656.887,10766.472
12,mtMAM+I+G4,5298.589,29,10655.179,10659.551,10772.894
13,mtMAM+F,5182.018,46,10456.035,10467.385,10642.755
14,mtMAM+F+I,5128.517,47,10351.035,10362.909,10541.814
15,mtMAM+F+G4,5034.736,47,10163.471,10175.345,10354.250
16,mtMAM+F+I+G4,5034.835,48,10165.670,10178.082,10360.508
17,JTT,4990.334,27,10034.669,10038.449,10144.265
18,JTT+I,4972.004,28,10000.008,10004.079,10113.664
19,JTT+G4,4943.116,28,9942.233,9946.303,10055.888
20,JTT+I+G4,4943.292,29,9944.584,9948.956,10062.299
21,JTT+F,4943.925,46,9979.850,9991.199,10166.570
22,JTT+F+I,4926.053,47,9946.106,9957.980,10136.885
23,JTT+F+G4,4899.110,47,9892.220,9904.094,10082.999
24,JTT+F+I+G4,4899.262,48,9894.524,9906.935,10089.362
25,WAG,5057.571,27,10169.142,10172.922,10278.738
26,WAG+I,5040.114,28,10136.227,10140.297,10249.883
27,WAG+G4,5007.201,28,10070.402,10074.472,10184.058
28,WAG+I+G4,5007.418,29,10072.837,10077.209,10190.551
29,WAG+F,5006.633,46,10105.265,10116.614,10291.985
30,WAG+F+I,4987.947,47,10069.894,10081.768,10260.673
31,WAG+F+G4,4956.170,47,10006.341,10018.214,10197.120
32,WAG+F+I+G4,4956.337,48,10008.673,10021.085,10203.511
33,cpREV,5118.869,27,10291.737,10295.517,10401.334
34,cpREV+I,5091.164,28,10238.327,10242.398,10351.983
35,cpREV+G4,5043.941,28,10143.883,10147.953,10257.538
36,cpREV+I+G4,5044.050,29,10146.100,10150.471,10263.814
37,cpREV+F,5044.089,46,10180.178,10191.527,10366.898
38,cpREV+F+I,5017.168,47,10128.335,10140.209,10319.114
39,cpREV+F+G4,4969.776,47,10033.551,10045.425,10224.330
40,cpREV+F+I+G4,4969.870,48,10035.740,10048.152,10230.578
41,mtREV,5377.815,27,10809.630,10813.410,10919.227
42,mtREV+I,5331.845,28,10719.690,10723.761,10833.346
43,mtREV+G4,5240.531,28,10537.061,10541.131,10650.717
44,mtREV+I+G4,5240.644,29,10539.289,10543.661,10657.003
45,mtREV+F,5087.266,46,10266.532,10277.881,10453.251
46,mtREV+F+I,5050.023,47,10194.046,10205.919,10384.824
47,mtREV+F+G4,4984.244,47,10062.488,10074.362,10253.267
48,mtREV+F+I+G4,4984.328,48,10064.656,10077.068,10259.494
49,rtREV,5148.221,27,10350.442,10354.222,10460.038
50,rtREV+I,5126.507,28,10309.013,10313.084,10422.669
51,rtREV+G4,5092.293,28,10240.587,10244.657,10354.242
52,rtREV+I+G4,5092.350,29,10242.700,10247.072,10360.415
53,rtREV+F,5084.968,46,10261.937,10273.286,10448.657
54,rtREV+F+I,5059.753,47,10213.506,10225.379,10404.284
55,rtREV+F+G4,5025.086,47,10144.172,10156.045,10334.950
56,rtREV+F+I+G4,5025.117,48,10146.234,10158.645,10341.072
57,mtART,5717.100,27,11488.201,11491.981,11597.797
58,mtART+I,5641.633,28,11339.267,11343.337,11452.922
59,mtART+G4,5446.981,28,10949.962,10954.033,11063.618
60,mtART+I+G4,5447.103,29,10952.205,10956.577,11069.920
61,mtART+F,5359.035,46,10810.069,10821.418,10996.789
62,mtART+F+I,5304.770,47,10703.540,10715.414,10894.319
63,mtART+F+G4,5156.225,47,10406.450,10418.323,10597.229
64,mtART+F+I+G4,5156.314,48,10408.628,10421.039,10603.465
65,mtZOA,5462.253,27,10978.507,10982.287,11088.103
66,mtZOA+I,5406.436,28,10868.871,10872.941,10982.527
67,mtZOA+G4,5282.762,28,10621.524,10625.594,10735.179
68,mtZOA+I+G4,5282.770,29,10623.540,10627.912,10741.255
69,mtZOA+F,5190.458,46,10472.916,10484.265,10659.636
70,mtZOA+F+I,5151.222,47,10396.444,10408.318,10587.223
71,mtZOA+F+G4,5063.621,47,10221.243,10233.116,10412.021
72,mtZOA+F+I+G4,5063.697,48,10223.394,10235.805,10418.232
73,VT,5040.928,27,10135.856,10139.636,10245.452
74,VT+I,5024.640,28,10105.280,10109.350,10218.935
75,VT+G4,4999.287,28,10054.575,10058.645,10168.230
76,VT+I+G4,4999.314,29,10056.627,10060.999,10174.342
77,VT+F,4985.344,46,10062.687,10074.036,10249.407
78,VT+F+I,4969.095,47,10032.190,10044.064,10222.969
79,VT+F+G4,4944.557,47,9983.114,9994.988,10173.893
80,VT+F+I+G4,4944.579,48,9985.159,9997.570,10179.997
81,LG,5098.612,27,10251.225,10255.005,10360.821
82,LG+I,5075.277,28,10206.555,10210.625,10320.210
83,LG+G4,5042.315,28,10140.630,10144.701,10254.286
84,LG+I+G4,5042.326,29,10142.653,10147.025,10260.367
85,LG+F,5033.933,46,10159.866,10171.215,10346.586
86,LG+F+I,5010.841,47,10115.682,10127.556,10306.461
87,LG+F+G4,4977.628,47,10049.257,10061.130,10240.036
88,LG+F+I+G4,4977.636,48,10051.273,10063.684,10246.111
89,DCMut,5133.052,27,10320.104,10323.884,10429.701
90,DCMut+I,5111.149,28,10278.298,10282.368,10391.953
91,DCMut+G4,5057.658,28,10171.316,10175.386,10284.971
92,DCMut+I+G4,5057.692,29,10173.385,10177.757,10291.099
93,DCMut+F,5077.098,46,10246.196,10257.545,10432.915
94,DCMut+F+I,5053.588,47,10201.176,10213.050,10391.955
95,DCMut+F+G4,5002.324,47,10098.648,10110.521,10289.426
96,DCMut+F+I+G4,5002.351,48,10100.701,10113.113,10295.539
97,PMB,5096.480,27,10246.961,10250.741,10356.557
98,PMB+I,5076.767,28,10209.534,10213.605,10323.190
99,PMB+G4,5046.264,28,10148.529,10152.599,10262.184
100,PMB+I+G4,5046.281,29,10150.561,10154.933,10268.276
101,PMB+F,5057.723,46,10207.445,10218.794,10394.165
102,PMB+F+I,5038.848,47,10171.697,10183.570,10362.475
103,PMB+F+G4,5008.429,47,10110.858,10122.732,10301.637
104,PMB+F+I+G4,5008.445,48,10112.891,10125.302,10307.729
105,HIVb,5160.732,27,10375.464,10379.244,10485.060
106,HIVb+I,5125.376,28,10306.751,10310.821,10420.407
107,HIVb+G4,5084.587,28,10225.175,10229.245,10338.830
108,HIVb+I+G4,5084.573,29,10227.147,10231.518,10344.861
109,HIVb+F,5095.619,46,10283.238,10294.588,10469.958
110,HIVb+F+I,5060.442,47,10214.884,10226.758,10405.663
111,HIVb+F+G4,5018.943,47,10131.886,10143.760,10322.665
112,HIVb+F+I+G4,5018.929,48,10133.858,10146.270,10328.696
113,HIVw,5321.975,27,10697.949,10701.729,10807.546
114,HIVw+I,5288.318,28,10632.636,10636.706,10746.292
115,HIVw+G4,5236.919,28,10529.839,10533.909,10643.494
116,HIVw+I+G4,5236.920,29,10531.840,10536.212,10649.555
117,HIVw+F,5138.373,46,10368.746,10380.095,10555.465
118,HIVw+F+I,5103.054,47,10300.107,10311.981,10490.886
119,HIVw+F+G4,5057.703,47,10209.405,10221.279,10400.184
120,HIVw+F+I+G4,5057.694,48,10211.388,10223.800,10406.226
121,JTTDCMut,4995.525,27,10045.050,10048.830,10154.647
122,JTTDCMut+I,4976.942,28,10009.883,10013.953,10123.539
123,JTTDCMut+G4,4947.745,28,9951.489,9955.559,10065.145
124,JTTDCMut+I+G4,4947.757,29,9953.514,9957.886,10071.229
125,JTTDCMut+F,4948.023,46,9988.047,9999.396,10174.767
126,JTTDCMut+F+I,4929.803,47,9953.605,9965.479,10144.384
127,JTTDCMut+F+G4,4902.544,47,9899.088,9910.962,10089.867
128,JTTDCMut+F+I+G4,4902.554,48,9901.108,9913.520,10095.946
129,FLU,5213.144,27,10480.289,10484.069,10589.885
130,FLU+I,5174.575,28,10405.150,10409.220,10518.806
131,FLU+G4,5129.392,28,10314.785,10318.855,10428.440
132,FLU+I+G4,5129.405,29,10316.810,10321.182,10434.524
133,FLU+F,5119.831,46,10331.663,10343.012,10518.382
134,FLU+F+I,5077.375,47,10248.750,10260.624,10439.529
135,FLU+F+G4,5031.782,47,10157.563,10169.437,10348.342
136,FLU+F+I+G4,5031.761,48,10159.523,10171.934,10354.361
137,Blosum62,5133.485,27,10320.970,10324.750,10430.566
138,Blosum62+I,5114.443,28,10284.886,10288.956,10398.541
139,Blosum62+G4,5083.418,28,10222.837,10226.907,10336.492
140,Blosum62+I+G4,5083.435,29,10224.870,10229.242,10342.585
141,Blosum62+F,5074.770,46,10241.540,10252.889,10428.260
142,Blosum62+F+I,5056.676,47,10207.353,10219.226,10398.132
143,Blosum62+F+G4,5025.140,47,10144.280,10156.154,10335.059
144,Blosum62+F+I+G4,5025.156,48,10146.311,10158.723,10341.149
145,mtMet,5394.913,27,10843.826,10847.606,10953.422
146,mtMet+I,5351.232,28,10758.464,10762.534,10872.119
147,mtMet+G4,5270.539,28,10597.079,10601.149,10710.734
148,mtMet+I+G4,5270.544,29,10599.088,10603.460,10716.803
149,mtMet+F,5037.404,46,10166.807,10178.156,10353.527
150,mtMet+F+I,5007.257,47,10108.514,10120.388,10299.293
151,mtMet+F+G4,4954.687,47,10003.374,10015.248,10194.153
152,mtMet+F+I+G4,4954.704,48,10005.407,10017.819,10200.245
153,mtVer,5362.366,27,10778.731,10782.511,10888.327
154,mtVer+I,5319.987,28,10695.974,10700.045,10809.630
155,mtVer+G4,5223.815,28,10503.630,10507.700,10617.285
156,mtVer+I+G4,5223.816,29,10505.632,10510.004,10623.346
157,mtVer+F,5055.044,46,10202.088,10213.437,10388.807
158,mtVer+F+I,5019.225,47,10132.449,10144.323,10323.228
159,mtVer+F+G4,4962.123,47,10018.246,10030.120,10209.025
160,mtVer+F+I+G4,4962.133,48,10020.266,10032.677,10215.103
161,mtInv,5472.979,27,10999.959,11003.739,11109.555
162,mtInv+I,5431.150,28,10918.301,10922.371,11031.956
163,mtInv+G4,5363.774,28,10783.549,10787.619,10897.204
164,mtInv+I+G4,5363.777,29,10785.555,10789.927,10903.269
165,mtInv+F,5040.046,46,10172.091,10183.440,10358.811
166,mtInv+F+I,5015.308,47,10124.617,10136.491,10315.396
167,mtInv+F+G4,4965.916,47,10025.833,10037.707,10216.612
168,mtInv+F+I+G4,4965.932,48,10027.865,10040.277,10222.703
